area_code,area_name,census_geography,all_household,one_pers_all,one_pers_65,one_pers_other,fam_all,fam_65,fam_mar_all,fam_mar_no_ch,fam_mar_ch,fam_mar_non_ch,fam_cohab_all,fam_cohab_no_ch,fam_cohab_ch,fam_cohab_non_ch,fam_lone_all,fam_lone_ch,fam_lone_non_ch,other_hh_all,other_hh_ch,other_hh_stud,other_hh_65,other,one_pers_all_perc,fam_mar_all_perc,fam_cohab_all_perc,fam_lone_all_perc,centroid_x,centroid_y
W00009333,,oa,141,34,15,19,97,10,62,25,23,14,10,6,4,0,15,5,10,10,1,0,0,9,24.1,44.0,7.1,10.6,319941.8075,181394.5095
W00009616,,oa,118,27,10,17,71,4,33,12,14,7,8,2,6,0,26,21,5,20,11,0,1,8,22.9,28.0,6.8,22.0,322654.0855,180140.576
W00009617,,oa,107,45,37,8,59,16,32,11,12,9,4,1,2,1,7,4,3,3,1,0,0,2,42.1,29.9,3.7,6.5,322260.7725,180061.20049999998
W00009693,,oa,184,99,68,31,70,10,40,15,23,2,8,4,4,0,12,9,3,15,7,0,2,6,53.8,21.7,4.3,6.5,323516.83400000003,181026.214
W00009612,,oa,124,26,15,11,90,11,57,17,22,18,10,6,2,2,12,7,5,8,1,0,0,7,21.0,46.0,8.1,9.7,321841.534,178825.6635
W00009691,,oa,216,44,9,35,149,3,65,24,33,8,42,13,27,2,39,33,6,23,11,0,2,10,20.4,30.1,19.4,18.1,323854.302,181281.18349999998
W00009690,,oa,132,25,4,21,94,1,31,8,20,3,16,5,10,1,46,38,8,13,8,0,1,4,18.9,23.5,12.1,34.8,324134.96499999997,181288.852
W00009618,,oa,129,53,15,38,70,5,34,10,15,9,11,1,8,2,20,16,4,6,2,0,1,3,41.1,26.4,8.5,15.5,322690.2155,179924.448
W00009372,,oa,117,19,7,12,89,11,45,10,17,18,11,4,7,0,22,19,3,9,2,0,0,7,16.2,38.5,9.4,18.8,320542.97849999997,181604.679
W00009304,,oa,137,30,22,8,99,29,46,11,20,15,13,4,7,2,11,5,6,8,3,0,0,5,21.9,33.6,9.5,8.0,321209.69649999996,180141.32799999998
W00009404,,oa,125,60,14,46,55,7,33,10,19,4,12,9,3,0,3,0,3,10,3,0,1,6,48.0,26.4,9.6,2.4,319914.2375,177738.758
W00009484,,oa,118,71,11,60,42,2,17,8,5,4,5,3,2,0,18,9,9,5,0,0,0,5,60.2,14.4,4.2,15.3,322651.06799999997,181832.0615
W00009403,,oa,127,33,9,24,69,2,46,17,23,6,16,8,7,1,5,1,4,25,6,6,0,13,26.0,36.2,12.6,3.9,319635.7605,177816.5465
W00009481,,oa,147,26,14,12,105,9,74,32,28,14,10,4,6,0,12,8,4,16,8,0,1,7,17.7,50.3,6.8,8.2,323192.451,181704.4455
W00009401,,oa,129,36,12,24,77,7,52,11,35,6,12,5,6,1,6,1,5,16,6,2,0,8,27.9,40.3,9.3,4.7,319627.47849999997,178043.66700000002
W00009489,,oa,130,37,6,31,87,4,39,13,23,3,30,21,9,0,14,12,2,6,1,0,1,4,28.5,30.0,23.1,10.8,320962.453,182458.5745
W00009666,,oa,106,85,36,49,20,4,5,4,1,0,3,2,1,0,8,6,2,1,0,0,0,1,80.2,4.7,2.8,7.5,321157.57550000004,177113.749
W00009663,,oa,116,31,11,20,71,3,26,10,10,6,14,5,9,0,28,21,7,14,7,0,0,7,26.7,22.4,12.1,24.1,320931.098,176881.058
W00009660,,oa,133,44,9,35,78,4,27,9,13,5,24,15,9,0,23,19,4,11,2,0,0,9,33.1,20.3,18.0,17.3,320376.772,177109.28100000002
W00009492,,oa,100,29,1,28,64,2,20,6,11,3,21,12,9,0,21,18,3,7,4,0,0,3,29.0,20.0,21.0,21.0,321170.5875,182368.90899999999
W00009367,,oa,135,52,11,41,75,8,28,12,12,4,25,12,13,0,14,13,1,8,3,0,0,5,38.5,20.7,18.5,10.4,319830.547,179466.29700000002
W00009397,,oa,141,28,14,14,104,11,68,16,38,14,14,9,5,0,11,7,4,9,2,0,0,7,19.9,48.2,9.9,7.8,319850.87600000005,178200.00699999998
W00009394,,oa,136,28,18,10,90,16,52,25,14,13,12,8,3,1,10,5,5,18,6,3,4,5,20.6,38.2,8.8,7.4,319854.72699999996,178449.7885
W00009393,,oa,126,64,44,20,53,8,28,13,14,1,9,6,3,0,8,2,6,9,2,1,0,6,50.8,22.2,7.1,6.3,319595.472,178418.62300000002
W00009310,,oa,141,58,43,15,77,12,45,10,19,16,9,4,4,1,11,6,5,6,0,0,0,6,41.1,31.9,6.4,7.8,322015.35199999996,180061.699
W00009391,,oa,186,65,35,30,98,11,63,26,30,7,14,8,6,0,10,7,3,23,2,6,0,15,35.0,33.9,7.5,5.4,319995.204,178266.714
W00009319,,oa,115,43,13,30,59,2,23,2,18,3,9,2,6,1,25,23,2,13,10,0,0,3,37.4,20.0,7.8,21.7,322522.1185,181685.723
W00009414,,oa,118,31,21,10,83,19,51,20,18,13,3,3,0,0,10,6,4,4,1,0,0,3,26.3,43.2,2.5,8.5,320359.3515,179156.65399999998
W00009415,,oa,139,39,32,7,89,27,50,16,24,10,7,5,2,0,5,3,2,11,3,0,0,8,28.1,36.0,5.0,3.6,319954.1915,179057.28600000002
W00009490,,oa,169,30,6,24,125,8,84,19,48,17,10,4,6,0,23,23,0,14,8,0,0,6,17.8,49.7,5.9,13.6,320295.295,182863.59999999998
W00009411,,oa,174,47,30,17,112,28,63,31,25,7,8,4,4,0,13,5,8,15,4,3,0,8,27.0,36.2,4.6,7.5,319512.0575,179034
W00008779,,oa,151,54,14,40,78,1,30,8,18,4,14,6,7,1,33,24,9,19,7,1,0,11,35.8,19.9,9.3,21.9,319820.2025,177052.8785
W00009676,,oa,99,27,5,22,63,6,25,9,13,3,3,2,1,0,29,22,7,9,6,0,0,3,27.3,25.3,3.0,29.3,323594.597,178802.36800000002
W00009678,,oa,113,35,8,27,73,4,44,17,17,10,10,3,6,1,15,9,6,5,2,0,0,3,31.0,38.9,8.8,13.3,323591.847,181593.21250000002
W00009475,,oa,157,79,1,78,54,0,17,12,5,0,34,33,1,0,3,2,1,24,2,3,0,19,50.3,10.8,21.7,1.9,319420.70200000005,177690.29200000002
W00009478,,oa,129,25,14,11,97,10,65,25,21,19,12,7,5,0,10,3,7,7,5,0,0,2,19.4,50.4,9.3,7.8,323009.50049999997,182739.3
W00009479,,oa,116,26,6,20,86,6,47,11,26,10,18,10,7,1,15,10,5,4,2,0,0,2,22.4,40.5,15.5,12.9,322231.353,182138.4455
W00009711,,oa,134,27,2,25,102,2,79,25,46,8,14,9,4,1,7,6,1,5,2,0,0,3,20.2,59.0,10.4,5.2,324315.4625,180323.658
W00009190,,oa,127,28,12,16,93,10,67,28,26,13,10,4,6,0,6,3,3,6,1,0,1,4,22.1,52.8,7.9,4.7,313920.9485,179183.387
W00009236,,oa,123,36,15,21,77,8,36,10,16,10,12,3,8,1,21,18,3,10,4,0,0,6,29.3,29.3,9.8,17.1,315885.52150000003,178882.391
W00009215,,oa,130,35,13,22,85,10,37,10,18,9,16,6,9,1,22,17,5,10,3,0,1,6,26.9,28.5,12.3,16.9,315467.346,179262.8005
W00009217,,oa,125,37,20,17,77,9,30,14,14,2,8,3,5,0,30,21,9,11,6,0,1,4,29.6,24.0,6.4,24.0,316221.5255,178912.6225
W00009237,,oa,154,23,7,16,106,10,48,14,21,13,19,10,8,1,29,16,13,25,11,0,2,12,14.9,31.2,12.3,18.8,316485.49399999995,178970.90500000003
W00009733,,oa,121,32,23,9,85,12,59,18,31,10,6,2,4,0,8,3,5,4,1,0,1,2,26.5,48.8,5.0,6.6,316023.961,179429.4915
W00009417,,oa,132,36,27,9,84,27,47,22,12,13,4,2,1,1,6,4,2,12,4,0,2,6,27.3,35.6,3.0,4.5,320230.9005,179034.64299999998
W00008972,,oa,117,39,21,18,70,11,42,12,24,6,10,8,2,0,7,5,2,8,2,0,3,3,33.3,35.9,8.5,6.0,319046.4355,179866.96600000001
W00009366,,oa,130,28,15,13,97,16,54,16,21,17,12,1,8,3,15,9,6,5,3,0,0,2,21.5,41.5,9.2,11.5,320006.734,179525.19199999998
W00009555,,oa,118,32,23,9,82,34,35,14,13,8,10,6,4,0,3,3,0,4,0,0,0,4,27.1,29.7,8.5,2.5,316044.47849999997,182297.588
W00009315,,oa,139,59,28,31,75,22,30,11,14,5,12,7,4,1,11,7,4,5,1,0,0,4,42.5,21.6,8.6,7.9,321196.158,179751.6625
W00009312,,oa,136,46,33,13,84,16,45,15,18,12,10,4,4,2,13,7,6,6,2,0,0,4,33.8,33.1,7.4,9.6,321645.34900000005,179919.6335
W00009287,,oa,128,41,27,14,77,33,36,16,16,4,3,3,0,0,5,4,1,10,6,0,0,4,32.0,28.1,2.3,3.9,318697.2135,182085.19799999997
W00009294,,oa,111,34,24,10,67,13,21,7,10,4,7,3,4,0,26,21,5,10,4,0,1,5,30.6,18.9,6.3,23.4,322103.93799999997,180516.2335
W00009675,,oa,136,57,10,47,65,10,25,4,14,7,11,2,8,1,19,18,1,14,6,0,1,7,41.9,18.4,8.1,14.0,322857.42350000003,180171.3785
W00010169,,oa,130,37,6,31,85,3,44,12,24,8,21,6,14,1,17,15,2,8,4,0,1,3,28.5,33.8,16.2,13.1,320867.426,181611.812
W00009487,,oa,126,30,7,23,93,11,56,18,30,8,18,11,6,1,8,4,4,3,2,0,0,1,23.8,44.4,14.3,6.3,320766.9515,182039.46850000002
W00009086,,oa,135,39,11,28,56,2,33,6,21,6,14,5,9,0,7,6,1,40,8,10,0,22,28.9,24.4,10.4,5.2,317299.47349999996,178847.957
W00009353,,oa,130,28,7,21,88,7,33,8,13,12,12,8,4,0,36,29,7,14,7,0,1,6,21.5,25.4,9.2,27.7,319858.26300000004,180310.3805
W00009604,,oa,105,24,12,12,66,3,41,16,11,14,12,5,7,0,10,8,2,15,9,0,0,6,22.9,39.0,11.4,9.5,321935.198,179120.2145
W00009150,,oa,140,28,14,14,107,17,73,20,34,19,9,5,4,0,8,2,6,5,2,0,1,2,20.0,52.1,6.4,5.7,317012.6135,179766.878
W00009757,,oa,119,33,12,21,78,9,39,10,21,8,11,4,7,0,19,11,8,8,4,0,0,4,27.7,32.8,9.2,16.0,314791.15449999995,180209.064
W00009313,,oa,124,64,28,36,52,14,16,11,5,0,10,5,4,1,12,9,3,8,1,2,0,5,51.6,12.9,8.1,9.7,321468.9895,179732.98700000002
W00009227,,oa,134,53,14,39,72,6,36,12,18,6,18,11,7,0,12,9,3,9,1,1,2,5,39.6,26.9,13.4,9.0,314946.8025,179346.655
W00009225,,oa,147,47,16,31,95,7,48,13,24,11,20,11,9,0,20,14,6,5,1,0,1,3,32.0,32.7,13.6,13.6,314407.75,179639.6555
W00009220,,oa,129,36,20,16,89,9,44,19,18,7,7,1,4,2,29,20,9,4,3,0,0,1,27.9,34.1,5.4,22.5,315581.566,178890.7955
W00009410,,oa,124,26,15,11,92,13,67,23,36,8,3,1,2,0,9,4,5,6,4,0,1,1,21.0,54.0,2.4,7.3,319096.05,179179.3985
W00009734,,oa,124,49,34,15,72,15,38,11,14,13,12,6,4,2,7,4,3,3,1,0,0,2,39.5,30.6,9.7,5.6,315507.858,179417.038
W00008975,,oa,115,35,14,21,77,9,53,27,22,4,8,5,3,0,7,6,1,3,0,0,1,2,30.4,46.1,7.0,6.1,318341.9895,179620.9595
W00009620,,oa,123,37,23,14,74,12,25,5,14,6,10,6,4,0,27,21,6,12,8,0,1,3,30.1,20.3,8.1,22.0,322102.78150000004,179805.54200000002
W00009084,,oa,141,53,22,31,59,5,31,9,17,5,13,9,4,0,10,6,4,29,5,6,2,16,37.6,22.0,9.2,7.1,317078.571,178948.29200000002
W00009085,,oa,155,42,10,32,57,3,32,6,20,6,13,10,2,1,9,5,4,56,6,12,1,37,27.1,20.6,8.4,5.8,317397.663,178948.418
W00009602,,oa,115,24,15,9,80,13,52,19,26,7,4,2,1,1,11,5,6,11,5,0,2,4,20.9,45.2,3.5,9.6,321528.72,179312.925
W00009603,,oa,119,26,16,10,88,5,42,16,15,11,20,5,14,1,21,12,9,5,3,0,0,2,21.9,35.3,16.8,17.6,322123.18799999997,179269.71850000002
W00009601,,oa,127,39,22,17,78,5,35,19,9,7,18,6,11,1,20,15,5,10,5,0,0,5,30.7,27.6,14.2,15.7,321874.9815,179385.83
W00009512,,oa,175,58,43,15,111,17,65,23,33,9,14,8,5,1,15,7,8,6,1,1,0,4,33.1,37.1,8.0,8.6,313333.9355,180287.519
W00009748,,oa,113,63,26,37,44,9,19,5,8,6,13,10,2,1,3,3,0,6,2,0,0,4,55.8,16.8,11.5,2.7,314886.065,180581.827
W00009152,,oa,133,33,18,15,82,8,53,10,27,16,13,8,5,0,8,6,2,18,1,2,2,13,24.8,39.8,9.8,6.0,317066.6755,179389.47999999998
W00009746,,oa,135,30,20,10,97,20,61,19,29,13,9,4,4,1,7,2,5,8,4,1,0,3,22.2,45.2,6.7,5.2,315096.591,180775.44150000002
W00009525,,oa,126,27,22,5,96,26,58,22,25,11,6,4,2,0,6,0,6,3,1,0,0,2,21.4,46.0,4.8,4.8,314949.35699999996,181992.934
W00009261,,oa,152,33,9,24,97,8,62,26,23,13,16,10,4,2,11,5,6,22,10,0,0,12,21.7,40.8,10.5,7.2,317929.598,180811.8605
W00009254,,oa,172,91,46,45,76,16,32,16,10,6,12,8,3,1,16,8,8,5,1,0,1,3,52.9,18.6,7.0,9.3,317645.2175,181713.38400000002
W00009416,,oa,129,19,14,5,103,21,60,23,27,10,8,3,4,1,14,7,7,7,5,0,0,2,14.7,46.5,6.2,10.9,318938.45149999997,178910.388
W00008949,,oa,129,35,27,8,84,16,51,15,28,8,11,3,7,1,6,2,4,10,2,0,1,7,27.1,39.5,8.5,4.7,319187.792,181416.3365
W00009232,,oa,141,36,8,28,91,8,50,11,26,13,9,4,4,1,24,12,12,14,5,0,1,8,25.5,35.5,6.4,17.0,316163.3375,179099.412
W00009542,,oa,99,19,12,7,78,17,56,21,26,9,1,1,0,0,4,2,2,2,1,0,0,1,19.2,56.6,1.0,4.0,315658.5245,181151.58899999998
W00009532,,oa,159,69,56,13,81,21,41,11,23,7,8,5,2,1,11,5,6,9,1,0,4,4,43.4,25.8,5.0,6.9,315818.976,181703.6555
W00009530,,oa,122,28,8,20,87,9,52,17,26,9,14,10,4,0,12,9,3,7,4,0,1,2,23.0,42.6,11.5,9.8,314841.79850000003,181707.37050000002
W00009163,,oa,123,27,15,12,92,8,72,18,46,8,10,6,3,1,2,2,0,4,1,0,1,2,22.0,58.5,8.1,1.6,317585.7895,180511.27649999998
W00009507,,oa,129,18,12,6,110,25,75,33,24,18,4,2,2,0,6,2,4,1,1,0,0,0,14.0,58.1,3.1,4.7,312544.78500000003,180926.303
W00009509,,oa,126,22,13,9,101,23,71,36,26,9,6,1,4,1,1,1,0,3,2,0,0,1,17.5,56.3,4.8,0.8,311920.32550000004,181013.9095
W00009767,,oa,125,28,10,18,94,14,67,26,32,9,8,3,4,1,5,2,3,3,0,0,0,3,22.4,53.6,6.4,4.0,314690.941,179790.1615
W00010128,,oa,69,16,11,5,47,16,28,6,19,3,2,1,0,1,1,1,0,6,4,0,1,1,23.2,40.6,2.9,1.4,319260.9915,179066.6665
W00009171,,oa,211,57,14,43,139,19,85,34,41,10,24,18,5,1,11,7,4,15,4,0,0,11,27.0,40.3,11.4,5.2,316501.704,180417.01650000003
W00009516,,oa,166,28,5,23,130,0,103,29,65,9,22,14,8,0,5,4,1,8,2,0,0,6,16.9,62.0,13.3,3.0,312023.4105,181460.03850000002
W00009644,,oa,128,82,19,63,39,2,15,8,6,1,15,7,8,0,7,3,4,7,0,2,0,5,64.1,11.7,11.7,5.5,319614.5795,176384.414
W00009599,,oa,139,73,13,60,44,2,20,8,11,1,15,10,5,0,7,6,1,22,3,2,0,17,52.5,14.4,10.8,5.0,317561.9675,176487.4805
W00010201,,oa,116,43,5,38,50,2,28,16,11,1,19,15,3,1,1,0,1,23,1,2,0,20,37.1,24.1,16.4,0.9,318747.40650000004,174831.487
W00005834,,oa,122,47,10,37,72,5,29,15,13,1,12,4,6,2,26,17,9,3,0,0,0,3,38.5,23.8,9.8,21.3,316930.217,173226.2265
W00009560,,oa,164,64,7,57,63,3,27,6,17,4,20,15,5,0,13,10,3,37,14,5,1,17,39.0,16.5,12.2,7.9,317368.4805,176351.94150000002
W00009577,,oa,137,67,8,59,54,7,28,8,18,2,19,19,0,0,0,0,0,16,1,0,0,15,48.9,20.4,13.9,0.0,316824.60750000004,177366.2095
W00010204,,oa,133,62,2,60,55,2,22,17,3,2,30,28,2,0,1,0,1,16,1,1,0,14,46.6,16.5,22.6,0.8,318674.313,174838.92200000002
W00009292,,oa,118,52,43,9,65,23,32,9,22,1,2,2,0,0,8,2,6,1,0,0,0,1,44.1,27.1,1.7,6.8,318053.4255,182042.44199999998
W00009291,,oa,133,97,65,32,32,5,12,3,7,2,9,5,3,1,6,4,2,4,3,0,0,1,72.9,9.0,6.8,4.5,317469.57149999996,182017.7145
W00009256,,oa,142,49,15,34,86,11,40,11,22,7,18,11,5,2,17,11,6,7,5,0,0,2,34.5,28.2,12.7,12.0,318213.9915,181472.7125
W00009075,,oa,123,27,8,19,45,3,24,4,16,4,10,9,0,1,8,6,2,51,1,26,0,24,22.0,19.5,8.1,6.5,317422.759,178650.1655
W00010190,,oa,106,12,0,12,77,0,52,8,42,2,7,1,3,3,18,17,1,17,1,1,1,14,11.3,49.1,6.6,17.0,316993.3625,180626.75449999998
W00009125,,oa,144,45,8,37,82,3,31,4,24,3,9,4,4,1,39,31,8,17,6,0,0,11,31.3,21.5,6.3,27.1,317352.2955,175643.93050000002
W00009246,,oa,147,40,16,24,103,6,61,17,34,10,18,9,8,1,18,9,9,4,2,0,0,2,27.2,41.5,12.2,12.2,317330.0675,182998.8175
W00009146,,oa,141,28,15,13,105,27,62,21,25,16,11,9,2,0,5,1,4,8,2,0,0,6,19.9,44.0,7.8,3.5,317757.3015,179848.4075
W00009149,,oa,143,26,17,9,111,25,74,29,36,9,5,2,2,1,7,1,6,6,3,0,0,3,18.2,51.7,3.5,4.9,317077.177,179856.188
W00008980,,oa,128,36,27,9,85,24,46,16,28,2,7,2,5,0,8,5,3,7,1,0,0,6,28.1,35.9,5.5,6.3,319177.9925,181952.4075
W00009241,,oa,169,87,10,77,78,3,32,9,13,10,20,10,9,1,23,18,5,4,1,0,0,3,51.5,18.9,11.8,13.6,317491.978,181022.50699999998
W00009242,,oa,139,44,7,37,87,5,36,12,21,3,27,14,12,1,19,16,3,8,3,0,0,5,31.7,25.9,19.4,13.7,317013.251,183488.522
W00009437,,oa,208,80,1,79,33,2,13,9,4,0,15,14,1,0,3,2,1,95,1,62,0,32,38.5,6.3,7.2,1.4,318787.445,177251.71000000002
W00009431,,oa,109,37,11,26,44,2,16,11,4,1,18,12,6,0,8,4,4,28,2,12,0,14,33.9,14.7,16.5,7.3,319127.426,177548.99550000002
W00009111,,oa,125,29,10,19,81,9,47,11,26,10,12,7,5,0,13,9,4,15,7,1,0,7,23.2,37.6,9.6,10.4,318146.36100000003,174804.4225
W00010145,,oa,111,63,3,60,41,2,7,4,3,0,30,28,2,0,2,2,0,7,0,0,0,7,56.8,6.3,27.0,1.8,318086.105,173046.0235
W00008781,,oa,239,139,16,123,68,2,25,9,13,3,24,14,10,0,17,16,1,32,9,5,1,17,58.2,10.5,10.0,7.1,319565.704,176942.5165
W00009697,,oa,132,42,3,39,87,2,27,14,10,3,22,7,12,3,36,31,5,3,3,0,0,0,31.8,20.5,16.7,27.3,323833.8075,181008.1055
W00009700,,oa,142,58,15,43,74,5,25,11,11,3,18,9,8,1,26,21,5,10,5,0,2,3,40.9,17.6,12.7,18.3,323859.5175,180822.33000000002
W00010174,,oa,91,13,0,13,69,3,50,20,22,8,7,5,2,0,9,5,4,9,5,0,0,4,14.3,54.9,7.7,9.9,321665.2,182140.5945
W00009296,,oa,122,53,18,35,61,11,32,13,13,6,7,2,3,2,11,5,6,8,4,0,0,4,43.4,26.2,5.7,9.0,322164.6615,181049.67349999998
W00009297,,oa,130,28,16,12,81,15,33,9,18,6,10,5,4,1,23,12,11,21,11,0,0,10,21.5,25.4,7.7,17.7,321888.5,180954.887
W00009293,,oa,142,24,10,14,105,6,41,14,15,12,28,15,11,2,30,27,3,13,7,0,0,6,16.9,28.9,19.7,21.1,321671.912,181024.6805
W00009326,,oa,120,44,14,30,73,3,22,4,11,7,14,2,10,2,34,25,9,3,2,0,0,1,36.7,18.3,11.7,28.3,322221.613,181275.8805
W00009329,,oa,138,46,26,20,80,9,39,9,13,17,12,5,6,1,20,13,7,12,7,0,0,5,33.3,28.3,8.7,14.5,322408.9445,181038.3135
W00008602,,oa,125,25,13,12,92,9,68,30,28,10,7,3,4,0,8,5,3,8,5,0,1,2,20.0,54.4,5.6,6.4,325869.9575,183019.33049999998
W00010136,,oa,114,13,5,8,95,5,42,7,28,7,14,7,6,1,34,30,4,6,3,0,0,3,11.4,36.8,12.3,29.8,320789.32649999997,182184.006
W00009482,,oa,141,39,19,20,89,15,44,22,14,8,21,12,9,0,9,5,4,13,2,0,2,9,27.7,31.2,14.9,6.4,323043.49549999996,181848.52850000001
W00009480,,oa,97,21,7,14,68,1,49,15,20,14,7,3,3,1,11,6,5,8,4,0,0,4,21.7,50.5,7.2,11.3,322759.824,181766.20500000002
W00009488,,oa,140,24,10,14,105,13,80,34,29,17,5,1,4,0,7,5,2,11,6,0,0,5,17.1,57.1,3.6,5.0,320750.19700000004,182454.8115
W00009497,,oa,161,34,9,25,108,14,65,20,42,3,16,10,5,1,13,9,4,19,9,0,0,10,21.1,40.4,9.9,8.1,320570.615,182091.183
W00009493,,oa,129,27,4,23,93,4,53,17,29,7,25,17,8,0,11,11,0,9,2,0,0,7,20.9,41.1,19.4,8.5,321604.89650000003,182334.516
W00009502,,oa,140,23,2,21,110,1,76,17,54,5,23,17,6,0,10,7,3,7,5,0,0,2,16.4,54.3,16.4,7.1,321415.4495,182493.7165
W00009680,,oa,122,23,1,22,88,1,37,14,16,7,13,5,8,0,37,32,5,11,6,0,0,5,18.9,30.3,10.7,30.3,324000.5045,181401.913
W00009684,,oa,146,60,15,45,81,12,37,19,12,6,15,6,8,1,17,11,6,5,1,0,0,4,41.1,25.3,10.3,11.6,323919.8155,181678.6315
W00009689,,oa,119,55,6,49,57,3,24,9,10,5,17,10,7,0,13,5,8,7,3,0,0,4,46.2,20.2,14.3,10.9,324177.391,181514.5375
W00009327,,oa,134,52,31,21,75,9,26,5,12,9,12,3,8,1,28,20,8,7,3,0,0,4,38.8,19.4,9.0,20.9,321965.71849999996,181259.9645
W00009322,,oa,134,24,11,13,97,5,30,7,18,5,18,7,8,3,44,34,10,13,6,0,0,7,17.9,22.4,13.4,32.8,322089.2655,181451.2095
W00009323,,oa,123,16,7,9,100,5,37,6,24,7,9,2,5,2,49,35,14,7,4,0,0,3,13.0,30.1,7.3,39.8,321696.9535,181393.00699999998
W00009339,,oa,119,29,7,22,83,1,26,8,14,4,15,5,8,2,41,31,10,7,4,0,0,3,24.4,21.8,12.6,34.5,320560,181077
W00009143,,oa,118,30,20,10,82,13,51,18,23,10,14,9,4,1,4,0,4,6,2,0,1,3,25.4,43.2,11.9,3.4,317235.5,179862.5
W00009744,,oa,167,120,36,84,42,2,15,6,6,3,9,4,4,1,16,10,6,5,1,1,0,3,71.9,9.0,5.4,9.6,314307.5325,180875.7625
W00009501,,oa,144,31,10,21,102,8,71,25,44,2,15,11,4,0,8,4,4,11,9,0,0,2,21.5,49.3,10.4,5.6,321241.35250000004,183544.7765
W00010189,,oa,83,13,0,13,64,0,45,11,30,4,16,10,6,0,3,2,1,6,1,0,0,5,15.7,54.2,19.3,3.6,321483.347,181979.1825
W00010218,,oa,80,20,7,13,54,4,29,7,17,5,11,4,6,1,10,8,2,6,2,1,0,3,25.0,36.3,13.8,12.5,316801.3145,180448.8025
W00009317,,oa,125,27,11,16,86,9,29,6,16,7,13,3,10,0,35,25,10,12,3,0,0,9,21.6,23.2,10.4,28.0,322235.659,181770.375
W00009683,,oa,143,47,10,37,92,7,55,17,27,11,14,6,8,0,16,10,6,4,2,0,0,2,32.9,38.5,9.8,11.2,323778.2785,181833.6355
W00010156,,oa,112,55,3,52,56,0,21,7,12,2,27,26,1,0,8,8,0,1,1,0,0,0,49.1,18.8,24.1,7.1,321003.18200000003,182056.289
W00009142,,oa,121,70,20,50,45,5,25,11,14,0,10,5,4,1,5,3,2,6,2,0,0,4,57.9,20.7,8.3,4.1,316589.13950000005,180092.4005
W00009743,,oa,129,37,13,24,83,7,43,10,22,11,21,9,9,3,12,7,5,9,5,0,0,4,28.7,33.3,16.3,9.3,314951.593,181098.06199999998
W00009157,,oa,210,71,20,51,118,14,67,24,37,6,22,17,5,0,15,10,5,21,6,0,3,12,33.8,31.9,10.5,7.1,317083.5925,180740.23849999998
W00009302,,oa,139,39,12,27,93,7,50,14,22,14,13,2,8,3,23,10,13,7,5,0,0,2,28.1,36.0,9.4,16.5,321270.5455,180555.63549999997
W00009303,,oa,126,39,7,32,78,4,34,9,16,9,7,5,1,1,33,27,6,9,5,0,0,4,31.0,27.0,5.6,26.2,321789.7875,180450.646
W00009308,,oa,110,49,31,18,53,12,21,7,6,8,7,3,3,1,13,8,5,8,5,0,1,2,44.6,19.1,6.4,11.8,322119.554,180359.19
W00009255,,oa,135,52,31,21,71,9,28,11,12,5,9,3,6,0,25,19,6,12,3,0,0,9,38.5,20.7,6.7,18.5,316887.321,181903.1235
W00009250,,oa,139,42,19,23,92,11,42,17,19,6,15,6,9,0,24,19,5,5,3,0,0,2,30.2,30.2,10.8,17.3,317281.949,181811.12699999998
W00009251,,oa,126,30,26,4,92,30,47,20,18,9,8,5,1,2,7,4,3,4,0,0,2,2,23.8,37.3,6.3,5.6,318479.0695,181692.2005
W00009496,,oa,138,29,3,26,104,0,72,21,41,10,21,13,8,0,11,8,3,5,2,0,0,3,21.0,52.2,15.2,8.0,321421.294,182142.0415
W00009495,,oa,128,24,3,21,97,2,51,18,29,4,26,20,5,1,18,16,2,7,2,0,1,4,18.8,39.8,20.3,14.1,320989.38049999997,182347.4925
W00009494,,oa,178,30,6,24,131,3,83,21,50,12,20,12,7,1,25,19,6,17,8,1,0,8,16.9,46.6,11.2,14.0,320349.6865,182239.291
W00009491,,oa,195,53,5,48,130,7,72,19,47,6,32,22,10,0,19,18,1,12,1,0,0,11,27.2,36.9,16.4,9.7,320968,182547.9835
W00009547,,oa,113,33,22,11,71,16,44,13,25,6,8,3,4,1,3,2,1,9,2,0,0,7,29.2,38.9,7.1,2.7,316259.3835,181029.633
W00009180,,oa,121,26,20,6,92,23,61,19,29,13,4,1,3,0,4,2,2,3,0,0,0,3,21.5,50.4,3.3,3.3,318742.4985,182451.4535
W00009368,,oa,120,28,12,16,87,5,57,19,27,11,12,8,3,1,13,11,2,5,3,0,0,2,23.3,47.5,10.0,10.8,319873.051,181856.955
W00009283,,oa,121,23,12,11,93,17,56,15,22,19,12,4,8,0,8,6,2,5,4,0,0,1,19.0,46.3,9.9,6.6,316669.4705,182347.6995
W00009551,,oa,123,50,27,23,69,16,39,11,20,8,6,3,2,1,8,6,2,4,0,0,0,4,40.7,31.7,4.9,6.5,315829.83499999996,180712.3645
W00009702,,oa,143,37,10,27,93,11,35,7,20,8,15,6,9,0,32,27,5,13,8,0,0,5,25.9,24.5,10.5,22.4,323362.5,180545.509
W00009524,,oa,131,43,27,16,78,18,45,21,22,2,10,7,3,0,5,5,0,10,3,0,1,6,32.8,34.4,7.6,3.8,316494.4005,181790.793
W00009710,,oa,133,39,8,31,83,19,37,9,15,13,9,2,6,1,18,6,12,11,8,0,0,3,29.3,27.8,6.8,13.5,323165.745,180512.481
