area_code,area_name,census_geography,all_household,one_pers_all,one_pers_65,one_pers_other,fam_all,fam_65,fam_mar_all,fam_mar_no_ch,fam_mar_ch,fam_mar_non_ch,fam_cohab_all,fam_cohab_no_ch,fam_cohab_ch,fam_cohab_non_ch,fam_lone_all,fam_lone_ch,fam_lone_non_ch,other_hh_all,other_hh_ch,other_hh_stud,other_hh_65,other,one_pers_all_perc,fam_mar_all_perc,fam_cohab_all_perc,fam_lone_all_perc,centroid_x,centroid_y
W00009384,,oa,130,22,9,13,101,16,69,41,20,8,10,6,4,0,6,4,2,7,2,0,1,4,16.9,53.1,7.7,4.6,311085.843,181762.2505
W00006518,,oa,146,64,21,43,70,6,34,13,15,6,23,15,8,0,7,5,2,12,2,3,0,7,43.8,23.3,15.8,4.8,312191.46550000005,183384.202
W00006524,,oa,132,42,26,16,86,11,48,11,25,12,13,6,7,0,14,8,6,4,0,0,0,4,31.8,36.4,9.8,10.6,311964.7435,183804.6335
W00008959,,oa,120,41,31,10,75,14,48,15,27,6,8,3,5,0,5,4,1,4,0,0,1,3,34.2,40.0,6.7,4.2,318352.28449999995,180532.70150000002
W00009260,,oa,125,40,20,20,74,5,28,13,13,2,18,5,11,2,23,14,9,11,4,0,0,7,32.0,22.4,14.4,18.4,317763.517,181121.8965
W00009719,,oa,133,35,11,24,93,3,43,8,26,9,16,5,9,2,31,26,5,5,4,0,0,1,26.3,32.3,12.0,23.3,314204.39650000003,182708.2035
W00009349,,oa,154,67,14,53,80,9,39,14,18,7,16,6,9,1,16,12,4,7,3,0,0,4,43.5,25.3,10.4,10.4,319784,180548.9815
W00009265,,oa,129,43,12,31,82,4,40,21,15,4,26,20,6,0,12,10,2,4,0,0,0,4,33.3,31.0,20.2,9.3,317654.65150000004,183316.4185
W00009712,,oa,136,54,22,32,74,12,25,10,9,6,11,4,5,2,26,20,6,8,2,0,0,6,39.7,18.4,8.1,19.1,323316.1975,180259.293
W00009183,,oa,163,11,6,5,150,24,111,41,54,16,7,3,4,0,8,5,3,2,1,0,0,1,6.8,68.1,4.3,4.9,318101.90650000004,183206.35
W00009688,,oa,135,36,11,25,91,6,57,24,23,10,12,9,2,1,16,13,3,8,4,1,0,3,26.7,42.2,8.9,11.9,325172.588,180975.974
W00009176,,oa,157,31,14,17,117,22,84,36,34,14,6,4,2,0,5,5,0,9,2,0,0,7,19.8,53.5,3.8,3.2,317936.31350000005,183488.78149999998
W00009177,,oa,129,32,20,12,92,19,53,15,32,6,7,4,2,1,13,8,5,5,2,0,2,1,24.8,41.1,5.4,10.1,318901.564,183262.72950000002
