area_code,area_name,census_geography,all_accommodation,flat_all,flat_commercial,flat_converted,flat_purpose,mobile_home,shared_all,unshared_all,unshared_house,unshared_house_detached,unshared_house_semi,unshared_house_terrace,flat_all_perc,mobile_home_perc,shared_all_perc,unshared_house_perc,whole_detached_perc,whole_semi_perc,whole_terrace_perc,centroid_x,centroid_y
W00008919,,oa,96,20,3,2,15,0,0,96,76,3,2,71,20.8,0.0,0.0,79.2,3.1,2.1,74.0,317740.5995,178399.47100000002
W00009374,,oa,109,1,0,0,1,0,0,109,108,8,32,68,0.9,0.0,0.0,99.1,7.3,29.4,62.4,320145.395,181430.0275
W00009307,,oa,131,28,0,0,28,0,0,131,103,6,64,33,21.4,0.0,0.0,78.6,4.6,48.9,25.2,321767.80850000004,180372.81900000002
W00009400,,oa,125,40,0,34,6,0,4,121,81,1,10,70,32.0,0.0,3.2,64.8,0.8,8.0,56.0,319372.753,178143.06050000002
W00010116,,oa,146,141,1,0,140,0,3,143,2,0,1,1,96.6,0.0,2.1,1.4,0.0,0.7,0.7,319083.07999999996,176700.845
W00010195,,oa,102,98,0,0,98,0,0,102,4,1,1,2,96.1,0.0,0.0,3.9,1.0,1.0,2.0,318846.5605,175562.375
W00009120,,oa,151,20,0,0,20,0,0,151,131,10,67,54,13.2,0.0,0.0,86.8,6.6,44.4,35.8,317793.31649999996,174145.859
W00009121,,oa,209,170,0,0,170,0,0,209,39,4,9,26,81.3,0.0,0.0,18.7,1.9,4.3,12.4,317979.074,174198.343
W00009128,,oa,125,14,0,12,2,0,0,125,111,3,3,105,11.2,0.0,0.0,88.8,2.4,2.4,84.0,317844.0925,175704.84149999998
W00009392,,oa,142,73,2,44,27,0,0,142,69,23,15,31,51.4,0.0,0.0,48.6,16.2,10.6,21.8,319288.447,178459.137
W00009318,,oa,127,11,0,0,11,0,0,127,116,8,32,76,8.7,0.0,0.0,91.3,6.3,25.2,59.8,321956.8995,181568.788
W00009399,,oa,128,17,0,14,3,0,9,119,102,3,9,90,13.3,0.0,7.0,79.7,2.3,7.0,70.3,319712.995,178128.9905
W00009398,,oa,130,92,0,75,17,0,22,108,16,2,3,11,70.8,0.0,16.9,12.3,1.5,2.3,8.5,319356.042,178027.7115
W00009419,,oa,133,42,0,4,38,0,0,133,91,3,15,73,31.6,0.0,0.0,68.4,2.3,11.3,54.9,319795.8615,178807.0085
W00008960,,oa,139,3,0,0,3,0,0,139,136,8,128,0,2.2,0.0,0.0,97.8,5.8,92.1,0.0,318756.1425,180755.4365
W00008801,,oa,140,15,1,10,4,0,0,140,125,2,9,114,10.7,0.0,0.0,89.3,1.4,6.4,81.4,320164.42350000003,177184.975
W00009117,,oa,172,55,0,22,33,0,0,172,117,9,15,93,32.0,0.0,0.0,68.0,5.2,8.7,54.1,317714.3225,174524.8725
W00009474,,oa,120,26,0,21,5,0,0,120,94,2,6,86,21.7,0.0,0.0,78.3,1.7,5.0,71.7,319581.952,177678.0565
W00009473,,oa,148,14,0,11,3,0,0,148,134,1,5,128,9.5,0.0,0.0,90.5,0.7,3.4,86.5,319115.6655,177723.0935
W00009642,,oa,123,22,4,14,4,0,0,123,101,4,4,93,17.9,0.0,0.0,82.1,3.3,3.3,75.6,320200.1015,176480.581
W00008974,,oa,108,1,0,0,1,0,0,108,107,33,72,2,0.9,0.0,0.0,99.1,30.6,66.7,1.9,318891.802,179773.845
W00009641,,oa,105,8,0,2,6,0,0,105,97,6,27,64,7.6,0.0,0.0,92.4,5.7,25.7,61.0,320651.44,176729.62550000002
W00009106,,oa,120,27,2,9,16,0,0,120,93,4,12,77,22.5,0.0,0.0,77.5,3.3,10.0,64.2,317894.2265,175004.015
W00009107,,oa,127,61,0,4,57,0,0,127,66,8,9,49,48.0,0.0,0.0,52.0,6.3,7.1,38.6,317636.60349999997,174864.7955
W00009108,,oa,141,77,1,12,64,0,0,141,64,1,4,59,54.6,0.0,0.0,45.4,0.7,2.8,41.8,317904.719,174739.9455
W00009362,,oa,122,12,0,0,12,0,0,122,110,2,21,87,9.8,0.0,0.0,90.2,1.6,17.2,71.3,319959.657,179815.397
W00008811,,oa,140,87,0,6,81,0,0,140,53,0,9,44,62.1,0.0,0.0,37.9,0.0,6.4,31.4,319033.315,175765.46399999998
W00009557,,oa,161,84,0,48,36,0,0,161,77,4,4,69,52.2,0.0,0.0,47.8,2.5,2.5,42.9,317662.0785,176223.4165
W00009467,,oa,124,14,0,10,4,0,0,124,110,3,5,102,11.3,0.0,0.0,88.7,2.4,4.0,82.3,319058.8465,177992.548
W00009464,,oa,121,13,0,10,3,0,0,121,108,2,3,103,10.7,0.0,0.0,89.3,1.7,2.5,85.1,318815.9265,177946.8655
W00009460,,oa,130,17,0,12,5,0,2,128,111,2,10,99,13.1,0.0,1.5,85.4,1.5,7.7,76.2,318937.61699999997,178156.6615
W00009654,,oa,133,43,0,2,41,0,0,133,90,8,23,59,32.3,0.0,0.0,67.7,6.0,17.3,44.4,320629.19499999995,177160.46600000001
W00009112,,oa,191,93,2,49,42,0,21,170,77,6,3,68,48.7,0.0,11.0,40.3,3.1,1.6,35.6,317624.5455,174851
W00009114,,oa,207,76,0,10,66,0,0,207,131,1,96,34,36.7,0.0,0.0,63.3,0.5,46.4,16.4,318263.359,174561.179
W00009113,,oa,124,19,0,13,6,0,0,124,105,3,6,96,15.3,0.0,0.0,84.7,2.4,4.8,77.4,317980.4445,174663.588
W00009118,,oa,170,137,0,37,100,0,3,167,30,4,7,19,80.6,0.0,1.8,17.6,2.4,4.1,11.2,317776.2485,174443.061
W00009119,,oa,165,122,0,1,121,0,0,165,43,3,15,25,73.9,0.0,0.0,26.1,1.8,9.1,15.2,318044.26399999997,173977.398
W00009609,,oa,141,19,0,4,15,0,0,141,122,16,77,29,13.5,0.0,0.0,86.5,11.3,54.6,20.6,322188.681,178718.08899999998
W00010123,,oa,69,3,0,1,2,0,0,69,66,13,50,3,4.3,0.0,0.0,95.7,18.8,72.5,4.3,319507.4965,179746.0615
W00010121,,oa,130,124,18,4,102,0,0,130,6,1,0,5,95.4,0.0,0.0,4.6,0.8,0.0,3.8,318246.1275,176254.737
W00009627,,oa,118,2,0,1,1,0,0,118,116,9,95,12,1.7,0.0,0.0,98.3,7.6,80.5,10.2,321743.3905,179426.749
W00009984,,oa,160,92,1,31,60,0,2,158,66,2,9,55,57.5,0.0,1.3,41.3,1.3,5.6,34.4,319262.71499999997,176736.929
W00009341,,oa,117,3,0,0,3,0,0,117,114,3,14,97,2.6,0.0,0.0,97.4,2.6,12.0,82.9,320319.206,181107.7555
W00009440,,oa,138,18,2,6,10,0,0,138,120,3,18,99,13.0,0.0,0.0,87.0,2.2,13.0,71.7,319268.06700000004,177349.472
W00009632,,oa,125,17,0,12,5,0,0,125,108,1,3,104,13.6,0.0,0.0,86.4,0.8,2.4,83.2,320260.373,176769.413
W00009631,,oa,114,5,0,0,5,0,0,114,109,7,47,55,4.4,0.0,0.0,95.6,6.1,41.2,48.2,320874.8935,176699.8835
W00009638,,oa,115,1,0,0,1,0,0,115,114,7,47,60,0.9,0.0,0.0,99.1,6.1,40.9,52.2,320957.0125,176577.831
W00009160,,oa,121,1,0,0,1,0,0,121,120,8,110,2,0.8,0.0,0.0,99.2,6.6,90.9,1.7,317770.12,180564.54499999998
W00008924,,oa,152,43,5,28,10,0,0,152,109,5,6,98,28.3,0.0,0.0,71.7,3.3,3.9,64.5,318227.91099999996,178183.177
W00008929,,oa,133,51,16,18,17,0,0,133,82,0,5,77,38.3,0.0,0.0,61.7,0.0,3.8,57.9,318173.174,178099.059
W00009356,,oa,144,1,0,0,1,0,0,144,143,1,73,69,0.7,0.0,0.0,99.3,0.7,50.7,47.9,319574.659,180154.6255
W00009455,,oa,119,80,0,6,74,0,0,119,39,1,1,37,67.2,0.0,0.0,32.8,0.8,0.8,31.1,318581.8165,178077.2735
W00009450,,oa,114,107,0,4,103,0,2,112,5,0,2,3,93.9,0.0,1.8,4.4,0.0,1.8,2.6,319235.77150000003,176953
W00008785,,oa,170,60,13,26,21,0,0,170,110,3,4,103,35.3,0.0,0.0,64.7,1.8,2.4,60.6,319691.228,176809.391
W00008789,,oa,139,39,2,12,25,0,2,137,98,6,12,80,28.1,0.0,1.4,70.5,4.3,8.6,57.6,319482.13899999997,176598.0275
W00009606,,oa,119,6,2,2,2,0,0,119,113,41,51,21,5.0,0.0,0.0,95.0,34.5,42.9,17.6,321215.6925,179093.91950000002
W00010129,,oa,92,85,1,0,84,0,0,92,7,0,5,2,92.4,0.0,0.0,7.6,0.0,5.4,2.2,319229.757,175491.691
W00008932,,oa,157,43,0,35,8,0,0,157,114,2,7,105,27.4,0.0,0.0,72.6,1.3,4.5,66.9,318142.033,177940.1325
W00009093,,oa,201,168,0,2,166,0,0,201,33,0,12,21,83.6,0.0,0.0,16.4,0.0,6.0,10.4,318051.224,173612.9965
W00009098,,oa,128,36,1,20,15,0,2,126,90,9,9,72,28.1,0.0,1.6,70.3,7.0,7.0,56.3,317847.2745,175203.9425
W00009427,,oa,128,10,0,0,10,0,0,128,118,5,78,35,7.8,0.0,0.0,92.2,3.9,60.9,27.3,319767.9115,177610.9205
W00009424,,oa,143,38,1,17,20,0,0,143,105,4,3,98,26.6,0.0,0.0,73.4,2.8,2.1,68.5,318905.2555,177285.9235
W00009422,,oa,123,11,1,1,9,0,0,123,112,14,98,0,8.9,0.0,0.0,91.1,11.4,79.7,0.0,319912.212,178582.8505
W00009420,,oa,131,2,0,0,2,0,0,131,129,79,49,1,1.5,0.0,0.0,98.5,60.3,37.4,0.8,320457.19649999996,178948.84975
W00009421,,oa,132,74,0,0,74,0,0,132,58,47,10,1,56.1,0.0,0.0,43.9,35.6,7.6,0.8,319347.8135,178687.4925
W00008797,,oa,176,71,0,29,42,0,0,176,105,2,5,98,40.3,0.0,0.0,59.7,1.1,2.8,55.7,320497.96349999995,177617.451
W00008791,,oa,111,55,0,3,52,0,0,111,56,2,14,40,49.5,0.0,0.0,50.5,1.8,12.6,36.0,319587.2295,176478.22149999999
W00009569,,oa,125,56,0,2,54,0,0,125,69,12,5,52,44.8,0.0,0.0,55.2,9.6,4.0,41.6,317088.79949999996,176181.4745
W00008896,,oa,118,40,0,36,4,0,0,118,78,3,9,66,33.9,0.0,0.0,66.1,2.5,7.6,55.9,315959.7865,177014.9265
W00009724,,oa,134,36,0,8,28,0,0,134,98,12,80,6,26.9,0.0,0.0,73.1,9.0,59.7,4.5,315178.78599999996,179596.3895
W00009127,,oa,137,21,0,11,10,0,0,137,116,8,5,103,15.3,0.0,0.0,84.7,5.8,3.6,75.2,317537.92850000004,175614.0095
W00008855,,oa,121,46,0,30,16,0,0,121,75,3,20,52,38.0,0.0,0.0,62.0,2.5,16.5,43.0,316310.45900000003,176954.4705
W00008859,,oa,123,31,7,22,2,0,2,121,90,0,3,87,25.2,0.0,1.6,73.2,0.0,2.4,70.7,315641.50450000004,176764.2915
W00009248,,oa,124,1,0,0,1,0,0,124,123,63,45,15,0.8,0.0,0.0,99.2,50.8,36.3,12.1,316811.1235,182740.8765
W00009154,,oa,138,3,0,0,3,1,0,138,134,10,100,24,2.2,0.7,0.0,97.1,7.2,72.5,17.4,317843.368,179264.5755
W00009155,,oa,119,26,0,0,26,0,0,119,93,12,37,44,21.8,0.0,0.0,78.2,10.1,31.1,37.0,318140.3945,179648.4365
W00009568,,oa,144,81,0,46,35,0,20,124,43,4,10,29,56.3,0.0,13.9,29.9,2.8,6.9,20.1,317529.7245,176188.3785
W00009754,,oa,125,76,0,3,73,0,0,125,49,16,21,12,60.8,0.0,0.0,39.2,12.8,16.8,9.6,315706.078,180038.7885
W00009402,,oa,115,5,1,4,0,0,0,115,110,0,5,105,4.3,0.0,0.0,95.7,0.0,4.3,91.3,319959.374,177998.1245
W00009756,,oa,129,76,2,8,66,0,0,129,53,5,16,32,58.9,0.0,0.0,41.1,3.9,12.4,24.8,315558.72849999997,180177.934
W00009755,,oa,123,37,3,6,28,0,0,123,86,13,42,31,30.1,0.0,0.0,69.9,10.6,34.1,25.2,315310.301,180200.2795
W00009750,,oa,130,47,0,3,44,0,0,130,83,37,32,14,36.2,0.0,0.0,63.8,28.5,24.6,10.8,315835.61199999996,180273.05599999998
W00009759,,oa,125,74,15,3,56,0,0,125,51,8,34,9,59.2,0.0,0.0,40.8,6.4,27.2,7.2,315465.45849999995,179888.445
W00009226,,oa,121,0,0,0,0,0,0,121,121,1,95,25,0.0,0.0,0.0,100.0,0.8,78.5,20.7,315263.484,179239.324
W00009575,,oa,142,126,8,6,112,0,6,136,10,1,0,9,88.7,0.0,4.2,7.0,0.7,0.0,6.3,317686.431,175921.2175
W00009571,,oa,144,47,0,26,21,0,0,144,97,10,6,81,32.6,0.0,0.0,67.4,6.9,4.2,56.3,317183.38800000004,176075.687
W00009725,,oa,124,4,0,2,2,0,0,124,120,11,78,31,3.2,0.0,0.0,96.8,8.9,62.9,25.0,315424.3715,180564.2665
W00009722,,oa,122,20,3,2,15,0,0,122,102,11,64,27,16.4,0.0,0.0,83.6,9.0,52.5,22.1,314960.6135,180323.7955
W00008887,,oa,157,60,0,23,37,1,10,147,86,4,15,67,38.2,0.6,6.4,54.8,2.5,9.6,42.7,315813.945,177313.0425
W00008884,,oa,122,80,0,4,76,0,0,122,42,3,10,29,65.6,0.0,0.0,34.4,2.5,8.2,23.8,316107.5065,175500.59000000003
W00008883,,oa,136,3,0,1,2,0,0,136,133,3,98,32,2.2,0.0,0.0,97.8,2.2,72.1,23.5,316255.3155,175960.522
W00008889,,oa,131,35,0,8,27,0,0,131,96,1,6,89,26.7,0.0,0.0,73.3,0.8,4.6,67.9,315969.76300000004,177174.43349999998
W00008888,,oa,127,74,0,8,66,0,0,127,53,38,7,8,58.3,0.0,0.0,41.7,29.9,5.5,6.3,316148.62600000005,177186.86599999998
W00009197,,oa,196,106,3,43,60,0,0,196,90,14,22,54,54.1,0.0,0.0,45.9,7.1,11.2,27.6,315514.5415,178034.0145
W00009116,,oa,119,19,1,10,8,0,2,117,98,5,18,75,16.0,0.0,1.7,82.4,4.2,15.1,63.0,317968.2735,174611.3295
W00009195,,oa,136,66,1,19,46,0,0,136,70,30,30,10,48.5,0.0,0.0,51.5,22.1,22.1,7.4,315085.8175,178154.541
W00009231,,oa,117,23,0,1,22,0,0,117,94,4,68,22,19.7,0.0,0.0,80.3,3.4,58.1,18.8,315647.2825,179008.6605
W00009548,,oa,100,7,0,0,7,0,0,100,93,14,77,2,7.0,0.0,0.0,93.0,14.0,77.0,2.0,315517.6155,180739.039
W00009737,,oa,124,4,0,0,4,0,0,124,120,49,69,2,3.2,0.0,0.0,96.8,39.5,55.6,1.6,315822.819,179416.6405
W00009640,,oa,139,17,0,6,11,0,0,139,122,2,4,116,12.2,0.0,0.0,87.8,1.4,2.9,83.5,319909.07999999996,176537.718
W00008978,,oa,99,25,0,0,25,0,0,99,74,22,50,2,25.3,0.0,0.0,74.7,22.2,50.5,2.0,319467.00950000004,182089.7905
W00009186,,oa,105,0,0,0,0,0,0,105,105,55,47,3,0.0,0.0,0.0,100.0,52.4,44.8,2.9,314914.2605,177821.2765
W00009100,,oa,132,7,0,2,5,1,0,132,124,17,17,90,5.3,0.8,0.0,93.9,12.9,12.9,68.2,316892.024,174750.691
W00008814,,oa,154,46,0,0,46,0,0,154,108,19,29,60,29.9,0.0,0.0,70.1,12.3,18.8,39.0,318759.4105,175466.6385
W00008894,,oa,132,4,0,3,1,0,0,132,128,17,62,49,3.0,0.0,0.0,97.0,12.9,47.0,37.1,315091.4075,177093.565
W00008893,,oa,148,17,1,9,7,0,0,148,131,15,40,76,11.5,0.0,0.0,88.5,10.1,27.0,51.4,314882.983,177004.29700000002
W00009286,,oa,127,52,0,1,51,0,0,127,75,21,40,14,40.9,0.0,0.0,59.1,16.5,31.5,11.0,317562.52150000003,181994.959
W00009204,,oa,126,80,0,18,62,0,0,126,46,10,35,1,63.5,0.0,0.0,36.5,7.9,27.8,0.8,316062.64300000004,177480.501
W00009205,,oa,129,17,5,10,2,0,0,129,112,28,77,7,13.2,0.0,0.0,86.8,21.7,59.7,5.4,315115.8055,177353.75
W00009203,,oa,109,41,0,25,16,0,0,109,68,26,34,8,37.6,0.0,0.0,62.4,23.9,31.2,7.3,315261.73199999996,177483.3245
W00009201,,oa,122,4,1,3,0,0,0,122,118,2,95,21,3.3,0.0,0.0,96.7,1.6,77.9,17.2,314834.6625,177438.3895
W00009552,,oa,126,7,0,2,5,0,0,126,119,43,54,22,5.6,0.0,0.0,94.4,34.1,42.9,17.5,316094.993,180672.699
W00009550,,oa,116,0,0,0,0,0,0,116,116,72,40,4,0.0,0.0,0.0,100.0,62.1,34.5,3.4,316020.0815,180815.6925
W00009559,,oa,137,8,0,6,2,0,0,137,129,6,12,111,5.8,0.0,0.0,94.2,4.4,8.8,81.0,316921.839,176205.69400000002
W00009468,,oa,178,55,7,18,30,0,3,175,120,3,14,103,30.9,0.0,1.7,67.4,1.7,7.9,57.9,318654.2485,177827.495
W00010177,,oa,194,188,1,2,185,0,0,194,6,2,3,1,96.9,0.0,0.0,3.1,1.0,1.5,0.5,316978.412,181051.059
W00009199,,oa,121,3,0,1,2,0,0,121,118,30,88,0,2.5,0.0,0.0,97.5,24.8,72.7,0.0,314969.4135,177642.776
W00009198,,oa,150,9,0,9,0,0,0,150,141,21,117,3,6.0,0.0,0.0,94.0,14.0,78.0,2.0,315643.6355,177572.326
W00009214,,oa,113,4,0,0,4,0,0,113,109,15,61,33,3.5,0.0,0.0,96.5,13.3,54.0,29.2,315798.9485,179174.84149999998
W00009218,,oa,116,1,0,0,1,0,0,116,115,3,87,25,0.9,0.0,0.0,99.1,2.6,75.0,21.6,315352.002,178619.7045
W00009527,,oa,126,6,3,0,3,0,0,126,120,37,82,1,4.8,0.0,0.0,95.2,29.4,65.1,0.8,315339.645,181772.533
W00010126,,oa,43,4,1,0,3,0,0,43,39,1,36,2,9.3,0.0,0.0,90.7,2.3,83.7,4.7,316687.22400000005,178484.37050000002
W00009983,,oa,95,62,0,15,47,0,0,95,33,2,1,30,65.3,0.0,0.0,34.7,2.1,1.1,31.6,317582.77099999995,175608.752
W00008864,,oa,138,33,3,10,20,0,0,138,105,0,12,93,23.9,0.0,0.0,76.1,0.0,8.7,67.4,316494.88300000003,176772.56300000002
W00008870,,oa,134,9,2,6,1,0,0,134,125,4,64,57,6.7,0.0,0.0,93.3,3.0,47.8,42.5,315507.8715,176615.9205
W00009537,,oa,110,25,0,1,24,0,0,110,85,26,39,20,22.7,0.0,0.0,77.3,23.6,35.5,18.2,315501.82550000004,181267.1825
W00009535,,oa,143,14,0,0,14,0,0,143,129,56,70,3,9.8,0.0,0.0,90.2,39.2,49.0,2.1,316391.8895,181723.874
W00009587,,oa,116,18,4,13,1,0,0,116,98,0,5,93,15.5,0.0,0.0,84.5,0.0,4.3,80.2,316763.8275,177193.5195
W00009762,,oa,119,17,0,5,12,0,0,119,102,23,78,1,14.3,0.0,0.0,85.7,19.3,65.5,0.8,314904.8815,179787.0895
W00009170,,oa,117,0,0,0,0,0,0,117,117,23,93,1,0.0,0.0,0.0,100.0,19.7,79.5,0.9,317744.17449999996,180249.00400000002
W00008931,,oa,117,24,1,17,6,0,0,117,93,3,6,84,20.5,0.0,0.0,79.5,2.6,5.1,71.8,317914.788,178051.276
W00008794,,oa,189,170,2,59,109,1,0,189,18,0,3,15,89.9,0.5,0.0,9.5,0.0,1.6,7.9,319937.177,177469.152
W00005833,,oa,127,6,1,0,5,0,0,127,121,39,58,24,4.7,0.0,0.0,95.3,30.7,45.7,18.9,316492.04949999996,173481.869
W00005831,,oa,131,24,1,1,22,0,0,131,107,39,58,10,18.3,0.0,0.0,81.7,29.8,44.3,7.6,316398.51300000004,173011.8045
W00005835,,oa,122,27,0,0,27,0,0,122,95,23,43,29,22.1,0.0,0.0,77.9,18.9,35.2,23.8,317131.15449999995,173229.195
W00008897,,oa,113,64,0,6,58,0,0,113,49,3,11,35,56.6,0.0,0.0,43.4,2.7,9.7,31.0,315829.221,177097.15149999998
W00009224,,oa,136,41,0,0,41,0,0,136,95,16,71,8,30.1,0.0,0.0,69.9,11.8,52.2,5.9,315909.9565,178448.6445
W00009222,,oa,121,106,9,0,97,0,0,121,15,0,11,4,87.6,0.0,0.0,12.4,0.0,9.1,3.3,315872.13899999997,178661.4995
W00008863,,oa,120,12,0,11,1,0,0,120,108,4,8,96,10.0,0.0,0.0,90.0,3.3,6.7,80.0,316185.483,176753.2415
W00009077,,oa,133,5,1,4,0,0,0,133,128,2,8,118,3.8,0.0,0.0,96.2,1.5,6.0,88.7,317327.2115,178699.91950000002
W00009613,,oa,128,10,1,0,9,0,0,128,118,13,93,12,7.8,0.0,0.0,92.2,10.2,72.7,9.4,322234.07550000004,178074.809
W00009610,,oa,126,0,0,0,0,0,0,126,126,18,98,10,0.0,0.0,0.0,100.0,14.3,77.8,7.9,321102.7975,178816.793
W00010232,,oa,45,1,0,1,0,0,0,45,44,2,3,39,2.2,0.0,0.0,97.8,4.4,6.7,86.7,317485.245,178177.4515
W00008856,,oa,119,3,0,3,0,0,0,119,116,3,12,101,2.5,0.0,0.0,97.5,2.5,10.1,84.9,315685.123,176978
W00009244,,oa,117,0,0,0,0,0,0,117,117,54,12,51,0.0,0.0,0.0,100.0,46.2,10.3,43.6,316995.1235,183233.1515
W00009243,,oa,129,2,0,1,1,0,0,129,127,104,9,14,1.6,0.0,0.0,98.4,80.6,7.0,10.9,317339.947,183206.9995
W00009563,,oa,139,53,0,35,18,0,2,137,84,3,7,74,38.1,0.0,1.4,60.4,2.2,5.0,53.2,317641.13049999997,176377.235
W00009309,,oa,128,8,0,0,8,0,0,128,120,1,58,61,6.3,0.0,0.0,93.8,0.8,45.3,47.7,321942.878,180195.8115
W00009566,,oa,121,31,1,22,8,0,0,121,90,7,8,75,25.6,0.0,0.0,74.4,5.8,6.6,62.0,317355.2695,176275.62949999998
W00009567,,oa,114,37,0,23,14,0,0,114,77,2,4,71,32.5,0.0,0.0,67.5,1.8,3.5,62.3,316982.0595,176067.948
W00009564,,oa,127,15,0,9,6,0,0,127,112,4,6,102,11.8,0.0,0.0,88.2,3.1,4.7,80.3,317008.5405,176263.574
W00010115,,oa,68,20,1,15,4,0,0,68,48,1,6,41,29.4,0.0,0.0,70.6,1.5,8.8,60.3,318442.2595,177125.75
W00009314,,oa,136,89,0,0,89,0,0,136,47,5,39,3,65.4,0.0,0.0,34.6,3.7,28.7,2.2,321097.84550000005,179400.3135
W00010215,,oa,131,112,0,2,110,0,2,129,17,1,2,14,85.5,0.0,1.5,13.0,0.8,1.5,10.7,319072.1115,175224.391
W00010213,,oa,64,1,1,0,0,0,0,64,63,1,54,8,1.6,0.0,0.0,98.4,1.6,84.4,12.5,316109.55299999996,176291.327
W00009223,,oa,114,5,0,0,5,0,0,114,109,1,91,17,4.4,0.0,0.0,95.6,0.9,79.8,14.9,316139.91949999996,178436.476
W00009576,,oa,125,45,1,4,40,0,0,125,80,1,34,45,36.0,0.0,0.0,64.0,0.8,27.2,36.0,316453.1095,177802.31449999998
W00009579,,oa,129,74,1,15,58,0,0,129,55,2,2,51,57.4,0.0,0.0,42.6,1.6,1.6,39.5,316567.775,177242.803
W00008966,,oa,109,2,0,2,0,0,0,109,107,12,93,2,1.8,0.0,0.0,98.2,11.0,85.3,1.8,318334.0165,180127.7065
W00009137,,oa,119,1,0,1,0,0,0,119,118,2,7,109,0.8,0.0,0.0,99.2,1.7,5.9,91.6,317469.5325,175381.889
W00009134,,oa,129,29,0,3,26,0,0,129,100,2,11,87,22.5,0.0,0.0,77.5,1.6,8.5,67.4,317313.40150000004,175444.864
W00009130,,oa,137,42,0,11,31,0,4,133,91,5,11,75,30.7,0.0,2.9,66.4,3.6,8.0,54.7,317410.7215,175560.18949999998
W00009139,,oa,121,1,1,0,0,0,0,121,120,16,102,2,0.8,0.0,0.0,99.2,13.2,84.3,1.7,317213.3995,179454.122
W00008885,,oa,192,17,0,3,14,0,0,192,175,12,93,70,8.9,0.0,0.0,91.1,6.3,48.4,36.5,316766.7785,175765.7525
W00009545,,oa,121,0,0,0,0,0,0,121,121,6,65,50,0.0,0.0,0.0,100.0,5.0,53.7,41.3,315820.94350000005,180958.152
W00009541,,oa,114,12,5,2,5,0,0,114,102,28,71,3,10.5,0.0,0.0,89.5,24.6,62.3,2.6,315927.7925,181267.7745
W00009730,,oa,124,27,0,5,22,0,0,124,97,48,44,5,21.8,0.0,0.0,78.2,38.7,35.5,4.0,316043.05299999996,179721.33500000002
W00010162,,oa,114,3,0,0,3,0,0,114,111,4,61,46,2.6,0.0,0.0,97.4,3.5,53.5,40.4,316946.25899999996,180409.0505
W00009101,,oa,138,28,1,18,9,0,3,135,107,9,4,94,20.3,0.0,2.2,77.5,6.5,2.9,68.1,317864.9045,175108.438
W00009289,,oa,129,26,0,3,23,0,0,129,103,1,72,30,20.2,0.0,0.0,79.8,0.8,55.8,23.3,317139.77749999997,182008.352
W00009554,,oa,112,45,0,0,45,0,0,112,67,18,47,2,40.2,0.0,0.0,59.8,16.1,42.0,1.8,316310.5695,182311.538
W00009115,,oa,107,9,0,1,8,0,0,107,98,8,48,42,8.4,0.0,0.0,91.6,7.5,44.9,39.3,318356.774,174684.973
W00010140,,oa,152,9,1,3,5,0,0,152,143,64,27,52,5.9,0.0,0.0,94.1,42.1,17.8,34.2,315786.78599999996,176105.634
W00010120,,oa,210,209,0,1,208,0,0,210,1,0,1,0,99.5,0.0,0.0,0.5,0.0,0.5,0.0,319517.217,174681.0815
W00009429,,oa,156,106,0,88,18,0,22,134,28,1,3,24,67.9,0.0,14.1,17.9,0.6,1.9,15.4,319355.0375,177649.352
W00009622,,oa,120,19,2,0,17,0,0,120,101,8,73,20,15.8,0.0,0.0,84.2,6.7,60.8,16.7,322585.2845,179717.3235
W00008862,,oa,127,17,0,2,15,0,0,127,110,3,3,104,13.4,0.0,0.0,86.6,2.4,2.4,81.9,315700.3425,176862.739
W00008866,,oa,138,26,0,12,14,0,0,138,112,7,19,86,18.8,0.0,0.0,81.2,5.1,13.8,62.3,316040.7,176798.728
W00008867,,oa,124,29,6,21,2,0,0,124,95,1,1,93,23.4,0.0,0.0,76.6,0.8,0.8,75.0,315774.0685,176737.3715
W00008860,,oa,139,19,0,6,13,0,0,139,120,1,6,113,13.7,0.0,0.0,86.3,0.7,4.3,81.3,316286.73199999996,176837.94199999998
W00008869,,oa,149,35,3,14,18,0,0,149,114,1,11,102,23.5,0.0,0.0,76.5,0.7,7.4,68.5,316234.918,176680.2645
W00009342,,oa,155,46,0,0,46,0,0,155,109,2,16,91,29.7,0.0,0.0,70.3,1.3,10.3,58.7,320811.3355,181057.514
W00009533,,oa,136,13,0,0,13,0,0,136,123,11,108,4,9.6,0.0,0.0,90.4,8.1,79.4,2.9,315825.00800000003,181920.96149999998
W00009636,,oa,120,17,1,6,10,0,3,117,100,3,5,92,14.2,0.0,2.5,83.3,2.5,4.2,76.7,320426.47250000003,176415.8695
W00009633,,oa,163,28,0,3,25,0,0,163,135,6,7,122,17.2,0.0,0.0,82.8,3.7,4.3,74.8,319823.07,176439.507
W00009164,,oa,115,2,0,0,2,0,0,115,113,4,109,0,1.7,0.0,0.0,98.3,3.5,94.8,0.0,317397.13300000003,180542.7015
W00009162,,oa,115,0,0,0,0,0,0,115,115,5,99,11,0.0,0.0,0.0,100.0,4.3,86.1,9.6,317158.93200000003,180401.66999999998
W00008923,,oa,141,13,0,10,3,0,0,141,128,6,5,117,9.2,0.0,0.0,90.8,4.3,3.5,83.0,318402.2025,178116.1975
