area_code,area_name,census_geography,all_households,owned,own_outright,own_mortgage,shared_own,rent_social,rent_council,rent_other,private_rent,private_landlord,private_other,rent_free,owned_perc,rent_social_perc,private_rent_perc,centroid_x,centroid_y
W00008889,,oa,131,96,29,67,0,24,1,23,11,11,0,0,73.3,18.3,8.4,315969.76300000004,177174.43349999998
W00008888,,oa,127,71,51,20,0,38,1,37,15,13,2,3,55.9,29.9,11.8,316148.62600000005,177186.86599999998
W00009197,,oa,196,116,86,30,0,4,0,4,60,57,3,16,59.2,2.0,30.6,315514.5415,178034.0145
W00009116,,oa,119,72,21,51,0,10,6,4,36,30,6,1,60.5,8.4,30.3,317968.2735,174611.3295
W00009195,,oa,136,98,62,36,0,1,0,1,32,30,2,5,72.1,0.7,23.5,315085.8175,178154.541
W00009231,,oa,117,34,18,16,1,72,34,38,9,9,0,1,29.1,61.5,7.7,315647.2825,179008.6605
W00009548,,oa,100,88,48,40,0,3,2,1,8,5,3,1,88.0,3.0,8.0,315517.6155,180739.039
W00009737,,oa,124,121,83,38,0,0,0,0,3,3,0,0,97.6,0.0,2.4,315822.819,179416.6405
W00009640,,oa,139,73,28,45,0,36,5,31,29,25,4,1,52.5,25.9,20.9,319909.07999999996,176537.718
W00008978,,oa,99,89,51,38,0,1,1,0,5,4,1,4,89.9,1.0,5.1,319467.00950000004,182089.7905
W00009186,,oa,105,104,58,46,0,0,0,0,1,1,0,0,99.0,0.0,1.0,314914.2605,177821.2765
W00009100,,oa,132,94,25,69,2,9,1,8,27,24,3,0,71.2,6.8,20.5,316892.024,174750.691
W00008814,,oa,154,45,29,16,1,93,79,14,12,11,1,3,29.2,60.4,7.8,318759.4105,175466.6385
W00008894,,oa,132,111,54,57,0,0,0,0,17,16,1,4,84.1,0.0,12.9,315091.4075,177093.565
W00008893,,oa,148,118,58,60,0,5,3,2,23,22,1,2,79.7,3.4,15.5,314882.983,177004.29700000002
W00009286,,oa,127,107,66,41,0,1,0,1,15,12,3,4,84.3,0.8,11.8,317562.52150000003,181994.959
W00009204,,oa,126,59,30,29,0,35,1,34,27,24,3,5,46.8,27.8,21.4,316062.64300000004,177480.501
W00009205,,oa,129,120,69,51,0,0,0,0,9,9,0,0,93.0,0.0,7.0,315115.8055,177353.75
W00009203,,oa,109,64,34,30,0,7,0,7,37,35,2,1,58.7,6.4,33.9,315261.73199999996,177483.3245
W00009201,,oa,122,112,56,56,0,1,1,0,7,7,0,2,91.8,0.8,5.7,314834.6625,177438.3895
W00009552,,oa,126,113,79,34,0,1,1,0,12,11,1,0,89.7,0.8,9.5,316094.993,180672.699
W00009550,,oa,116,111,77,34,0,0,0,0,5,5,0,0,95.7,0.0,4.3,316020.0815,180815.6925
W00009559,,oa,137,64,26,38,0,35,8,27,35,33,2,3,46.7,25.5,25.5,316921.839,176205.69400000002
W00009468,,oa,178,53,28,25,1,8,0,8,112,106,6,4,29.8,4.5,62.9,318654.2485,177827.495
W00010177,,oa,194,48,7,41,7,90,5,85,47,45,2,2,24.7,46.4,24.2,316978.412,181051.059
W00009199,,oa,121,115,63,52,1,2,1,1,2,1,1,1,95.0,1.7,1.7,314969.4135,177642.776
W00009198,,oa,150,138,70,68,0,2,1,1,9,9,0,1,92.0,1.3,6.0,315643.6355,177572.326
W00009214,,oa,113,38,17,21,1,72,7,65,2,2,0,0,33.6,63.7,1.8,315798.9485,179174.84149999998
W00009218,,oa,116,89,32,57,0,18,11,7,8,7,1,1,76.7,15.5,6.9,315352.002,178619.7045
W00009527,,oa,126,116,58,58,0,1,1,0,7,7,0,2,92.1,0.8,5.6,315339.645,181772.533
W00010126,,oa,43,30,12,18,0,6,6,0,5,3,2,2,69.8,14.0,11.6,316687.22400000005,178484.37050000002
W00009983,,oa,95,15,7,8,1,28,0,28,46,45,1,5,15.8,29.5,48.4,317582.77099999995,175608.752
W00008864,,oa,138,96,42,54,1,10,2,8,30,26,4,1,69.6,7.2,21.7,316494.88300000003,176772.56300000002
W00008870,,oa,134,107,47,60,0,1,1,0,24,18,6,2,79.9,0.7,17.9,315507.8715,176615.9205
W00009537,,oa,110,63,29,34,2,37,9,28,7,7,0,1,57.3,33.6,6.4,315501.82550000004,181267.1825
W00009535,,oa,143,135,107,28,0,0,0,0,5,4,1,3,94.4,0.0,3.5,316391.8895,181723.874
W00009587,,oa,116,71,31,40,0,2,0,2,43,40,3,0,61.2,1.7,37.1,316763.8275,177193.5195
W00009762,,oa,119,113,61,52,0,0,0,0,6,6,0,0,95.0,0.0,5.0,314904.8815,179787.0895
W00009170,,oa,117,110,62,48,0,1,0,1,4,3,1,2,94.0,0.9,3.4,317744.17449999996,180249.00400000002
W00008931,,oa,117,32,24,8,0,4,1,3,80,78,2,1,27.4,3.4,68.4,317914.788,178051.276
W00008794,,oa,189,42,19,23,1,7,2,5,131,128,3,8,22.2,3.7,69.3,319937.177,177469.152
W00005833,,oa,127,114,49,65,0,3,2,1,10,9,1,0,89.8,2.4,7.9,316492.04949999996,173481.869
W00005831,,oa,131,94,29,65,0,13,7,6,24,19,5,0,71.8,9.9,18.3,316398.51300000004,173011.8045
W00005835,,oa,122,107,62,45,0,1,0,1,14,10,4,0,87.7,0.8,11.5,317131.15449999995,173229.195
W00008897,,oa,113,80,36,44,1,5,1,4,26,24,2,1,70.8,4.4,23.0,315829.221,177097.15149999998
W00009224,,oa,136,75,40,35,0,53,47,6,7,6,1,1,55.1,39.0,5.1,315909.9565,178448.6445
W00009222,,oa,121,17,5,12,1,87,86,1,12,11,1,4,14.0,71.9,9.9,315872.13899999997,178661.4995
W00008863,,oa,120,92,41,51,1,2,2,0,24,19,5,1,76.7,1.7,20.0,316185.483,176753.2415
W00009077,,oa,133,83,40,43,2,2,0,2,43,41,2,3,62.4,1.5,32.3,317327.2115,178699.91950000002
W00009613,,oa,128,89,40,49,0,31,3,28,8,8,0,0,69.5,24.2,6.3,322234.07550000004,178074.809
W00009610,,oa,126,110,49,61,0,6,2,4,9,8,1,1,87.3,4.8,7.1,321102.7975,178816.793
W00010232,,oa,45,30,19,11,0,0,0,0,13,11,2,2,66.7,0.0,28.9,317485.245,178177.4515
W00008856,,oa,119,93,34,59,0,12,2,10,12,11,1,2,78.2,10.1,10.1,315685.123,176978
W00009244,,oa,117,91,29,62,11,4,0,4,10,9,1,1,77.8,3.4,8.5,316995.1235,183233.1515
W00009243,,oa,129,119,44,75,0,0,0,0,10,9,1,0,92.2,0.0,7.8,317339.947,183206.9995
W00009563,,oa,139,64,38,26,0,11,3,8,63,61,2,1,46.0,7.9,45.3,317641.13049999997,176377.235
W00009309,,oa,128,78,36,42,0,42,33,9,6,4,2,2,60.9,32.8,4.7,321942.878,180195.8115
W00009566,,oa,121,65,32,33,0,13,2,11,40,37,3,3,53.7,10.7,33.1,317355.2695,176275.62949999998
W00009567,,oa,114,42,21,21,2,30,5,25,38,38,0,2,36.8,26.3,33.3,316982.0595,176067.948
W00009564,,oa,127,70,27,43,1,28,0,28,28,24,4,0,55.1,22.0,22.0,317008.5405,176263.574
W00010115,,oa,68,10,7,3,0,4,0,4,53,51,2,1,14.7,5.9,77.9,318442.2595,177125.75
W00009314,,oa,136,74,34,40,0,33,2,31,25,23,2,4,54.4,24.3,18.4,321097.84550000005,179400.3135
W00010215,,oa,131,50,10,40,0,6,0,6,75,72,3,0,38.2,4.6,57.3,319072.1115,175224.391
W00010213,,oa,64,54,24,30,0,6,1,5,4,3,1,0,84.4,9.4,6.3,316109.55299999996,176291.327
W00009223,,oa,114,74,28,46,0,26,25,1,11,8,3,3,64.9,22.8,9.6,316139.91949999996,178436.476
W00009576,,oa,125,35,15,20,0,68,4,64,19,17,2,3,28.0,54.4,15.2,316453.1095,177802.31449999998
W00009579,,oa,129,89,59,30,4,6,1,5,28,26,2,2,69.0,4.7,21.7,316567.775,177242.803
W00008966,,oa,109,103,59,44,0,0,0,0,6,6,0,0,94.5,0.0,5.5,318334.0165,180127.7065
W00009137,,oa,119,81,38,43,0,5,3,2,33,31,2,0,68.1,4.2,27.7,317469.5325,175381.889
W00009134,,oa,129,74,30,44,0,15,11,4,36,33,3,4,57.4,11.6,27.9,317313.40150000004,175444.864
W00009130,,oa,137,61,23,38,0,32,15,17,38,34,4,6,44.5,23.4,27.7,317410.7215,175560.18949999998
W00009139,,oa,121,111,62,49,0,1,0,1,9,5,4,0,91.7,0.8,7.4,317213.3995,179454.122
W00008885,,oa,192,94,28,66,0,56,40,16,32,28,4,10,49.0,29.2,16.7,316766.7785,175765.7525
W00009545,,oa,121,115,55,60,0,1,0,1,4,2,2,1,95.0,0.8,3.3,315820.94350000005,180958.152
W00009541,,oa,114,100,58,42,0,0,0,0,13,10,3,1,87.7,0.0,11.4,315927.7925,181267.7745
W00009730,,oa,124,104,71,33,0,0,0,0,19,18,1,1,83.9,0.0,15.3,316043.05299999996,179721.33500000002
W00010162,,oa,114,84,32,52,2,15,10,5,10,10,0,3,73.7,13.2,8.8,316946.25899999996,180409.0505
W00009101,,oa,138,76,36,40,0,11,4,7,44,40,4,7,55.1,8.0,31.9,317864.9045,175108.438
W00009289,,oa,129,81,35,46,2,36,24,12,8,8,0,2,62.8,27.9,6.2,317139.77749999997,182008.352
W00009554,,oa,112,104,64,40,1,0,0,0,7,7,0,0,92.9,0.0,6.3,316310.5695,182311.538
W00009115,,oa,107,66,27,39,0,29,3,26,12,11,1,0,61.7,27.1,11.2,318356.774,174684.973
W00010140,,oa,152,104,30,74,0,28,1,27,17,15,2,3,68.4,18.4,11.2,315786.78599999996,176105.634
W00010120,,oa,210,55,8,47,17,80,1,79,57,57,0,1,26.2,38.1,27.1,319517.217,174681.0815
W00009429,,oa,156,22,8,14,1,9,2,7,122,119,3,2,14.1,5.8,78.2,319355.0375,177649.352
W00009622,,oa,120,54,28,26,3,48,44,4,9,7,2,6,45.0,40.0,7.5,322585.2845,179717.3235
W00008862,,oa,127,67,30,37,0,43,2,41,15,13,2,2,52.8,33.9,11.8,315700.3425,176862.739
W00008866,,oa,138,88,30,58,2,19,2,17,27,24,3,2,63.8,13.8,19.6,316040.7,176798.728
W00008867,,oa,124,80,33,47,1,4,2,2,39,36,3,0,64.5,3.2,31.5,315774.0685,176737.3715
W00008860,,oa,139,92,36,56,0,3,1,2,42,38,4,2,66.2,2.2,30.2,316286.73199999996,176837.94199999998
W00008869,,oa,149,87,41,46,1,7,1,6,50,49,1,4,58.4,4.7,33.6,316234.918,176680.2645
W00009342,,oa,155,57,23,34,2,83,81,2,10,9,1,3,36.8,53.5,6.5,320811.3355,181057.514
W00009533,,oa,136,128,99,29,0,2,1,1,6,5,1,0,94.1,1.5,4.4,315825.00800000003,181920.96149999998
W00009636,,oa,120,69,22,47,0,26,4,22,23,22,1,2,57.5,21.7,19.2,320426.47250000003,176415.8695
W00009633,,oa,163,59,18,41,0,64,3,61,30,27,3,10,36.2,39.3,18.4,319823.07,176439.507
W00009164,,oa,115,104,54,50,0,1,1,0,9,9,0,1,90.4,0.9,7.8,317397.13300000003,180542.7015
W00009162,,oa,115,106,56,50,0,4,2,2,3,3,0,2,92.2,3.5,2.6,317158.93200000003,180401.66999999998
W00008923,,oa,141,56,25,31,1,2,0,2,80,77,3,2,39.7,1.4,56.7,318402.2025,178116.1975
W00008920,,oa,128,40,19,21,0,1,1,0,86,77,9,1,31.3,0.8,67.2,318358.5255,178451.44150000002
W00008872,,oa,122,96,30,66,0,7,3,4,17,16,1,2,78.7,5.7,13.9,315850.55850000004,176500.4605
W00008873,,oa,140,103,49,54,0,5,1,4,31,30,1,1,73.6,3.6,22.1,316089.4375,176552.0565
W00008871,,oa,161,95,40,55,0,5,1,4,60,59,1,1,59.0,3.1,37.3,316400.5125,176609.0655
W00008879,,oa,135,103,45,58,0,3,1,2,27,22,5,2,76.3,2.2,20.0,316429.90650000004,176321.6995
W00009080,,oa,158,57,30,27,2,2,1,1,94,83,11,3,36.1,1.3,59.5,317767.475,178583.4045
W00009088,,oa,147,50,15,35,1,4,1,3,89,87,2,3,34.0,2.7,60.5,317485.1455,178602.501
W00009586,,oa,143,50,23,27,0,40,0,40,52,52,0,1,35.0,28.0,36.4,316568.8515,176972.49349999998
W00009585,,oa,115,77,34,43,0,8,3,5,27,25,2,3,67.0,7.0,23.5,316852.163,176979.1115
W00009581,,oa,145,84,37,47,0,6,3,3,55,54,1,0,57.9,4.1,37.9,316446.642,177266.3395
W00009580,,oa,190,42,15,27,1,3,1,2,144,142,2,0,22.1,1.6,75.8,317086.372,177393.84649999999
W00009458,,oa,116,59,28,31,1,1,1,0,53,51,2,2,50.9,0.9,45.7,318820.66500000004,178222.5185
W00009765,,oa,110,98,48,50,0,0,0,0,10,10,0,2,89.1,0.0,9.1,315793.57550000004,179890.47749999998
W00009764,,oa,124,114,78,36,0,3,1,2,7,7,0,0,91.9,2.4,5.6,316303.421,179918.5745
W00009094,,oa,129,87,30,57,0,16,4,12,23,22,1,3,67.4,12.4,17.8,316986.519,175189.1175
W00010223,,oa,82,20,6,14,0,14,0,14,47,45,2,1,24.4,17.1,57.3,317449.047,177961.2035
W00009277,,oa,128,118,66,52,2,1,0,1,5,5,0,2,92.2,0.8,3.9,316568.54949999996,182710.304
W00009597,,oa,192,60,19,41,0,15,1,14,115,112,3,2,31.3,7.8,59.9,316863.47,176574.76799999998
W00009594,,oa,149,98,30,68,1,3,0,3,45,43,2,2,65.8,2.0,30.2,316697.6065,176788.7305
W00009591,,oa,139,95,46,49,0,0,0,0,42,40,2,2,68.3,0.0,30.2,316870.93200000003,176741.6995
W00009598,,oa,122,64,38,26,0,27,17,10,27,23,4,4,52.5,22.1,22.1,316897.5,176393.4155
W00009324,,oa,131,80,19,61,0,33,31,2,15,11,4,3,61.1,25.2,11.5,321677.13,181190.2465
W00008603,,oa,161,133,55,78,0,0,0,0,26,25,1,2,82.6,0.0,16.1,325221.40599999996,183023.34350000002
W00009687,,oa,106,88,33,55,0,3,2,1,15,13,2,0,83.0,2.8,14.2,323610.58200000005,181405.46149999998
W00009325,,oa,124,60,23,37,0,50,43,7,13,12,1,1,48.4,40.3,10.5,322378.88,181399.2605
W00010151,,oa,133,87,11,76,1,24,0,24,21,19,2,0,65.4,18.0,15.8,316946.9745,181329.921
W00009360,,oa,118,91,38,53,2,14,14,0,10,10,0,1,77.1,11.9,8.5,319861.67949999997,179991.6925
W00009720,,oa,127,82,36,46,0,36,26,10,8,7,1,1,64.6,28.3,6.3,313500.099,182235.6595
W00009234,,oa,108,70,35,35,0,16,13,3,22,19,3,0,64.8,14.8,20.4,315070.2685,179092.89
W00010152,,oa,129,79,8,71,0,4,1,3,45,44,1,1,61.2,3.1,34.9,313766.042,179989.17599999998
W00009247,,oa,147,112,43,69,1,1,0,1,32,28,4,1,76.2,0.7,21.8,317373.105,182667.766
W00010135,,oa,130,80,16,64,0,1,1,0,45,44,1,4,61.5,0.8,34.6,316843.126,180590.7365
W00009140,,oa,146,125,67,58,0,3,3,0,18,16,2,0,85.6,2.1,12.3,316965.17350000003,180033.23200000002
W00009141,,oa,181,123,50,73,0,6,1,5,50,46,4,2,68.0,3.3,27.6,316721.6925,180194.2625
W00009148,,oa,78,32,21,11,14,22,0,22,9,9,0,1,41.0,28.2,11.5,318158.9975,179859.50400000002
W00009245,,oa,183,155,60,95,2,0,0,0,26,22,4,0,84.7,0.0,14.2,316623.083,183146.314
W00009249,,oa,140,117,68,49,0,0,0,0,19,16,3,4,83.6,0.0,13.6,318284.22,182297.78350000002
W00009745,,oa,115,97,54,43,0,2,1,1,15,14,1,1,84.3,1.7,13.0,314689.3875,180910.05949999997
W00009747,,oa,123,56,33,23,0,54,2,52,10,7,3,3,45.5,43.9,8.1,315001.72349999996,180675.491
W00009749,,oa,134,130,60,70,1,1,0,1,2,2,0,0,97.0,0.7,1.5,315232.406,180554.89549999998
W00009156,,oa,111,106,56,50,0,1,0,1,3,3,0,1,95.5,0.9,2.7,317522.7725,180776.34850000002
W00009153,,oa,121,101,46,55,0,0,0,0,19,14,5,1,83.5,0.0,15.7,316949.954,179484.2035
W00009252,,oa,178,142,85,57,1,4,2,2,26,24,2,5,79.8,2.2,14.6,317917.50450000004,181871.7645
W00009258,,oa,138,94,46,48,0,32,30,2,12,12,0,0,68.1,23.2,8.7,317895.365,181367.98700000002
W00009259,,oa,121,56,27,29,1,53,52,1,7,5,2,4,46.3,43.8,5.8,318022.177,181201.4005
W00009486,,oa,142,121,23,98,0,0,0,0,18,15,3,3,85.2,0.0,12.7,320170.9175,182088.239
W00009758,,oa,119,111,55,56,0,0,0,0,8,8,0,0,93.3,0.0,6.7,314988.74950000003,180158.7175
W00009364,,oa,133,115,46,69,0,9,1,8,9,8,1,0,86.5,6.8,6.8,319835.9805,179659.4525
W00009229,,oa,141,124,46,78,0,2,2,0,13,13,0,2,87.9,1.4,9.2,314727.8715,179335
W00006525,,oa,126,109,49,60,0,4,2,2,13,12,1,0,86.5,3.2,10.3,312525.5455,184063.022
W00009412,,oa,128,109,55,54,2,1,0,1,16,15,1,0,85.2,0.8,12.5,320035.1225,179246.26049999997
W00009726,,oa,128,109,65,44,0,0,0,0,16,13,3,3,85.2,0.0,12.5,315241.59699999995,179814.728
W00009727,,oa,112,108,58,50,0,1,0,1,2,2,0,1,96.4,0.9,1.8,316183.1165,179521.9135
W00009728,,oa,124,97,52,45,0,8,7,1,16,15,1,3,78.2,6.5,12.9,315654.00749999995,179541.638
W00009729,,oa,126,116,80,36,0,0,0,0,7,4,3,3,92.1,0.0,5.6,316386.773,179389.146
W00008967,,oa,97,41,13,28,0,45,1,44,11,10,1,0,42.3,46.4,11.3,318895.922,180163.869
W00008964,,oa,136,97,60,37,1,0,0,0,38,33,5,0,71.3,0.0,27.9,318878.2105,180280.07549999998
W00008963,,oa,135,115,78,37,1,5,0,5,13,12,1,1,85.2,3.7,9.6,319243.179,180381.557
W00009230,,oa,141,85,34,51,0,47,42,5,9,6,3,0,60.3,33.3,6.4,315167.5885,179216
W00009540,,oa,117,108,66,42,1,2,1,1,6,5,1,0,92.3,1.7,5.1,316398.1855,181366.15000000002
W00009549,,oa,126,112,45,67,0,1,1,0,10,8,2,3,88.9,0.8,7.9,316501.7635,180832.407
W00009736,,oa,137,118,54,64,1,1,0,1,16,16,0,1,86.1,0.7,11.7,316532.788,179317.48599999998
W00009731,,oa,123,94,30,64,0,1,0,1,27,27,0,1,76.4,0.8,22.0,316469.577,179574.8695
W00009735,,oa,120,97,55,42,0,2,0,2,21,20,1,0,80.8,1.7,17.5,316705.81200000003,179403.213
W00008971,,oa,124,116,61,55,0,0,0,0,7,6,1,1,93.5,0.0,5.6,318265.7035,180053.50400000002
W00009184,,oa,126,119,80,39,0,0,0,0,7,6,1,0,94.4,0.0,5.6,318696.678,183279.8095
W00009182,,oa,127,125,71,54,0,0,0,0,0,0,0,2,98.4,0.0,0.0,318349.901,183266.91499999998
W00009189,,oa,129,102,48,54,1,1,0,1,23,23,0,2,79.1,0.8,17.8,314041.622,179371.276
W00009188,,oa,128,106,27,79,0,2,1,1,20,19,1,0,82.8,1.6,15.6,313895.911,179460.4895
W00009282,,oa,115,79,34,45,2,7,6,1,27,27,0,0,68.7,6.1,23.5,316873.229,182453.1015
W00009281,,oa,129,91,30,61,0,22,19,3,11,8,3,5,70.5,17.1,8.5,317384.97,182363.089
W00009556,,oa,125,124,79,45,0,0,0,0,1,1,0,0,99.2,0.0,0.8,315270.46900000004,182082.6615
W00009553,,oa,135,125,79,46,0,0,0,0,10,10,0,0,92.6,0.0,7.4,315817.1505,182166.478
W00009376,,oa,189,125,47,78,0,54,13,41,6,6,0,4,66.1,28.6,3.2,311961.08999999997,182732.5385
W00009526,,oa,146,139,83,56,0,0,0,0,7,7,0,0,95.2,0.0,4.8,315239.184,181495.3195
W00009522,,oa,129,121,95,26,0,0,0,0,8,7,1,0,93.8,0.0,6.2,316120.917,182032.7445
W00006515,,oa,218,154,39,115,3,30,13,17,27,23,4,4,70.6,13.8,12.4,312257.7275,183568.5045
W00009528,,oa,129,119,83,36,0,0,0,0,10,7,3,0,92.2,0.0,7.8,316078.2705,181867.401
W00009716,,oa,131,108,52,56,0,2,2,0,16,16,0,5,82.4,1.5,12.2,313824.07849999995,183346.7825
W00008954,,oa,150,121,66,55,0,0,0,0,27,27,0,2,80.7,0.0,18.0,318493.00399999996,180852.3335
W00008957,,oa,134,115,66,49,0,0,0,0,14,13,1,5,85.8,0.0,10.4,318313.93350000004,180851.9995
W00008952,,oa,125,120,81,39,0,1,1,0,2,2,0,2,96.0,0.8,1.6,319609.85750000004,181449.7855
W00008951,,oa,148,126,55,71,1,0,0,0,19,18,1,2,85.1,0.0,12.8,318278.428,181218.32400000002
W00009348,,oa,131,118,50,68,0,6,5,1,5,4,1,2,90.1,4.6,3.8,319642.802,180413.305
W00009534,,oa,131,113,67,46,1,0,0,0,15,13,2,2,86.3,0.0,11.5,316480.797,181665.759
W00009539,,oa,121,117,63,54,0,1,1,0,3,3,0,0,96.7,0.8,2.5,316417.9865,181462.64299999998
W00010150,,oa,126,117,45,72,0,0,0,0,7,7,0,2,92.9,0.0,5.6,312344.078,180167.0725
W00009166,,oa,128,112,63,49,1,4,0,4,9,8,1,2,87.5,3.1,7.0,316301.5285,180311.843
W00009169,,oa,145,129,72,57,0,2,1,1,14,10,4,0,89.0,1.4,9.7,317956.0435,180339.00300000003
W00009351,,oa,110,77,28,49,0,23,19,4,9,9,0,1,70.0,20.9,8.2,320481.368,180286.30550000002
W00009266,,oa,121,91,39,52,1,3,1,2,26,24,2,0,75.2,2.5,21.5,317582.579,183108.8995
W00009267,,oa,119,77,30,47,1,2,0,2,39,38,1,0,64.7,1.7,32.8,317238.717,183182.013
W00009264,,oa,121,105,44,61,1,0,0,0,13,13,0,2,86.8,0.0,10.7,317770.799,183197.225
W00009262,,oa,114,101,39,62,0,2,1,1,11,10,1,0,88.6,1.8,9.6,317551.4865,183487.72999999998
W00009268,,oa,122,85,30,55,5,1,0,1,29,27,2,2,69.7,0.8,23.8,317696.4445,183088.046
W00009269,,oa,117,77,25,52,4,1,0,1,35,32,3,0,65.8,0.9,29.9,317177.293,183018.087
W00009503,,oa,208,185,102,83,0,10,0,10,12,8,4,1,88.9,4.8,5.8,312794.70900000003,180568.415
W00009766,,oa,129,120,71,49,0,2,0,2,7,7,0,0,93.0,1.6,5.4,315957.908,179908.995
W00009763,,oa,133,113,39,74,1,2,0,2,17,16,1,0,85.0,1.5,12.8,314257.8345,179922.7555
W00009760,,oa,139,87,41,46,1,29,27,2,21,18,3,1,62.6,20.9,15.1,314495.838,180086.84350000002
W00009172,,oa,135,125,70,55,0,0,0,0,9,9,0,1,92.6,0.0,6.7,316164.68000000005,180146.90350000001
W00009178,,oa,118,95,66,29,0,1,0,1,15,14,1,7,80.5,0.8,12.7,318566.7825,182842.8225
W00009517,,oa,144,133,78,55,0,0,0,0,9,9,0,2,92.4,0.0,6.3,316140.69550000003,181558.0235
W00010228,,oa,123,114,27,87,0,2,2,0,7,6,1,0,92.7,1.6,5.7,310753.997,180208.74
W00010227,,oa,104,74,25,49,0,19,6,13,11,9,2,0,71.2,18.3,10.6,312502.319,181738.0565
W00009279,,oa,113,94,39,55,0,9,7,2,8,8,0,2,83.2,8.0,7.1,317119.473,182492.2905
W00009514,,oa,125,119,67,52,0,0,0,0,4,4,0,2,95.2,0.0,3.2,312713.3645,181700.4445
W00009515,,oa,124,100,53,47,0,11,11,0,12,10,2,1,80.6,8.9,9.7,312777.392,181670.682
W00009615,,oa,111,92,52,40,0,9,7,2,9,8,1,1,82.9,8.1,8.1,322359.8395,180217.0915
W00009699,,oa,100,32,7,25,0,53,17,36,12,9,3,3,32.0,53.0,12.0,323016.897,180951.8095
W00009713,,oa,153,78,36,42,0,55,37,18,18,18,0,2,51.0,35.9,11.8,323425.7575,180082.67
W00009306,,oa,103,55,21,34,2,39,37,2,3,3,0,4,53.4,37.9,2.9,322285.891,180507.972
W00009300,,oa,118,73,31,42,0,33,31,2,8,6,2,4,61.9,28.0,6.8,322194.135,180882.8885
W00009483,,oa,84,68,25,43,0,2,0,2,13,13,0,1,81.0,2.4,15.5,322838.848,181177.8985
W00009673,,oa,141,50,25,25,2,80,58,22,8,6,2,1,35.5,56.7,5.7,323078.33349999995,180294.71899999998
W00009670,,oa,157,94,41,53,0,50,20,30,11,8,3,2,59.9,31.8,7.0,323039.4045,180477.3785
W00010179,,oa,76,16,6,10,2,49,26,23,8,8,0,1,21.1,64.5,10.5,323512.703,180450.8615
W00009709,,oa,237,166,24,142,2,7,3,4,62,57,5,0,70.0,3.0,26.2,324223.70200000005,180497.00449999998
W00009295,,oa,157,97,46,51,0,41,26,15,13,10,3,6,61.8,26.1,8.3,322470.81200000003,181173.67700000003
W00009299,,oa,123,64,35,29,0,40,29,11,15,15,0,4,52.0,32.5,12.2,322464.89749999996,180790
W00009298,,oa,126,90,43,47,0,26,23,3,7,7,0,3,71.4,20.6,5.6,322643.856,180898.416
W00009621,,oa,129,44,14,30,0,73,64,9,7,6,1,5,34.1,56.6,5.4,322354.659,179775.63
W00010155,,oa,102,93,18,75,0,1,0,1,8,8,0,0,91.2,1.0,7.8,324001.772,180211.9855
W00009686,,oa,122,100,54,46,1,5,2,3,12,11,1,4,82.0,4.1,9.8,323222.488,181438.463
W00009685,,oa,170,138,47,91,0,3,0,3,28,25,3,1,81.2,1.8,16.5,324245.356,182027.1345
W00009600,,oa,141,90,42,48,0,37,36,1,10,9,1,4,63.8,26.2,7.1,322688.38399999996,180648.829
W00008839,,oa,105,22,12,10,1,76,6,70,6,6,0,0,21.0,72.4,5.7,313164.7665,175759.3515
W00009043,,oa,149,83,25,58,0,55,46,9,7,6,1,4,55.7,36.9,4.7,313226.00800000003,177637.48849999998
W00009040,,oa,128,61,23,38,0,59,53,6,7,4,3,1,47.7,46.1,5.5,313019.817,177957.9725
W00008945,,oa,115,100,24,76,0,3,0,3,11,11,0,1,87.0,2.6,9.6,312321.3915,176428.981
W00008943,,oa,156,141,55,86,1,5,1,4,8,8,0,1,90.4,3.2,5.1,311644.7705,176189.229
W00009026,,oa,110,94,53,41,0,0,0,0,15,12,3,1,85.5,0.0,13.6,311955.2395,175873.6065
W00009024,,oa,132,60,24,36,0,55,49,6,15,12,3,2,45.5,41.7,11.4,312237.1205,175729.184
W00009025,,oa,117,40,14,26,0,66,64,2,9,9,0,2,34.2,56.4,7.7,312687.583,175866.18050000002
W00009022,,oa,127,105,34,71,4,4,3,1,13,9,4,1,82.7,3.1,10.2,311688.73,175707.166
W00009023,,oa,120,51,23,28,0,59,55,4,8,6,2,2,42.5,49.2,6.7,312413.251,175858.1725
W00009021,,oa,139,56,25,31,0,70,63,7,9,8,1,4,40.3,50.4,6.5,312922.5075,175826.849
W00009028,,oa,108,20,10,10,0,75,74,1,5,5,0,8,18.5,69.4,4.6,312426.30799999996,175658.62449999998
W00006517,,oa,132,77,39,38,1,41,32,9,11,8,3,2,58.3,31.1,8.3,313177.5235,183513.3645
W00009033,,oa,124,96,47,49,0,22,15,7,5,3,2,1,77.4,17.7,4.0,312975.6225,177676.4865
W00009006,,oa,134,33,14,19,1,82,78,4,16,15,1,2,24.6,61.2,11.9,312670.353,176291.6575
W00009000,,oa,136,47,21,26,0,81,81,0,7,7,0,1,34.6,59.6,5.1,313720.244,176723.9125
W00009505,,oa,114,94,61,33,0,0,0,0,19,18,1,1,82.5,0.0,16.7,312806.782,180996.674
W00009508,,oa,131,105,52,53,0,1,0,1,24,23,1,1,80.2,0.8,18.3,312227.14,181067.6885
W00008846,,oa,127,37,11,26,0,69,53,16,19,18,1,2,29.1,54.3,15.0,313231.9045,175537.213
W00008845,,oa,124,82,41,41,0,34,32,2,5,5,0,3,66.1,27.4,4.0,313612.65,175504.6085
