area_code,area_name,census_geography,all_families,no_children,one_child_under_4,one_child_5_to_11,one_child_12_to_18,two_children_under_4,two_children_5_to_11,two_children_12_to_18,three_children_under_4,three_children_5_to_11,three_children_12_to_18,one_child_all,two_children_all,three_children_all,one_child_all_perc,two_children_all_perc,three_children_all_perc,centroid_x,centroid_y
W00008932,,oa,39,29,4,0,0,0,3,1,1,1,0,4,4,2,10.3,10.3,5.1,318142.033,177940.1325
W00009093,,oa,91,55,16,2,4,9,1,0,3,1,0,22,10,4,24.2,11.0,4.4,318051.224,173612.9965
W00009098,,oa,100,50,11,2,4,7,4,4,15,3,0,17,15,18,17.0,15.0,18.0,317847.2745,175203.9425
W00009427,,oa,85,47,4,2,8,7,11,2,3,1,0,14,20,4,16.5,23.5,4.7,319767.9115,177610.9205
W00009424,,oa,45,34,2,0,3,3,0,1,1,0,1,5,4,2,11.1,8.9,4.4,318905.2555,177285.9235
W00009422,,oa,99,65,2,1,6,6,11,4,2,2,0,9,21,4,9.1,21.2,4.0,319912.212,178582.8505
W00009420,,oa,113,73,2,4,12,4,8,4,3,3,0,18,16,6,15.9,14.2,5.3,320457.19649999996,178948.84975
W00009421,,oa,70,50,3,1,3,2,2,3,5,1,0,7,7,6,10.0,10.0,8.6,319347.8135,178687.4925
W00008797,,oa,69,53,6,1,2,3,1,0,1,2,0,9,4,3,13.0,5.8,4.3,320497.96349999995,177617.451
W00008791,,oa,63,22,7,8,10,4,3,2,5,1,1,25,9,7,39.7,14.3,11.1,319587.2295,176478.22149999999
W00009569,,oa,80,36,7,4,5,9,3,4,6,6,0,16,16,12,20.0,20.0,15.0,317088.79949999996,176181.4745
W00008896,,oa,71,47,2,3,8,2,3,2,3,1,0,13,7,4,18.3,9.9,5.6,315959.7865,177014.9265
W00009724,,oa,96,51,6,2,7,9,6,5,4,5,1,15,20,10,15.6,20.8,10.4,315178.78599999996,179596.3895
W00009127,,oa,87,39,8,11,4,4,4,3,9,5,0,23,11,14,26.4,12.6,16.1,317537.92850000004,175614.0095
W00008855,,oa,56,32,2,5,4,8,4,0,0,1,0,11,12,1,19.6,21.4,1.8,316310.45900000003,176954.4705
W00008859,,oa,80,40,6,5,11,7,3,2,3,2,1,22,12,6,27.5,15.0,7.5,315641.50450000004,176764.2915
W00009248,,oa,101,56,3,7,8,2,13,8,4,0,0,18,23,4,17.8,22.8,4.0,316811.1235,182740.8765
W00009154,,oa,96,56,10,1,8,4,6,4,5,2,0,19,14,7,19.8,14.6,7.3,317843.368,179264.5755
W00009155,,oa,33,23,4,2,1,2,0,0,1,0,0,7,2,1,21.2,6.1,3.0,318140.3945,179648.4365
W00009568,,oa,50,22,3,4,4,3,1,1,7,4,1,11,5,12,22.0,10.0,24.0,317529.7245,176188.3785
W00009754,,oa,46,29,4,4,3,3,2,0,1,0,0,11,5,1,23.9,10.9,2.2,315706.078,180038.7885
W00009402,,oa,82,51,7,1,2,8,6,1,5,1,0,10,15,6,12.2,18.3,7.3,319959.374,177998.1245
W00009756,,oa,58,39,4,4,3,4,2,0,1,1,0,11,6,2,19.0,10.3,3.4,315558.72849999997,180177.934
W00009755,,oa,80,46,8,1,6,4,6,3,3,3,0,15,13,6,18.8,16.3,7.5,315310.301,180200.2795
W00009750,,oa,76,48,6,2,5,4,5,3,2,0,1,13,12,3,17.1,15.8,3.9,315835.61199999996,180273.05599999998
W00009759,,oa,65,46,5,2,2,2,5,3,0,0,0,9,10,0,13.8,15.4,0.0,315465.45849999995,179888.445
W00009226,,oa,79,39,8,6,9,3,8,2,1,3,0,23,13,4,29.1,16.5,5.1,315263.484,179239.324
W00009575,,oa,29,21,2,1,1,3,0,0,1,0,0,4,3,1,13.8,10.3,3.4,317686.431,175921.2175
W00009571,,oa,86,35,7,5,9,6,5,4,9,5,1,21,15,15,24.4,17.4,17.4,317183.38800000004,176075.687
W00009725,,oa,94,50,6,2,2,9,17,5,3,0,0,10,31,3,10.6,33.0,3.2,315424.3715,180564.2665
W00009722,,oa,79,42,6,0,6,7,11,1,4,2,0,12,19,6,15.2,24.1,7.6,314960.6135,180323.7955
W00008887,,oa,83,47,8,3,11,2,5,3,1,3,0,22,10,4,26.5,12.0,4.8,315813.945,177313.0425
W00008884,,oa,45,22,3,6,6,3,2,0,2,1,0,15,5,3,33.3,11.1,6.7,316107.5065,175500.59000000003
W00008883,,oa,92,71,2,3,2,7,3,1,2,1,0,7,11,3,7.6,12.0,3.3,316255.3155,175960.522
W00008889,,oa,79,43,8,2,2,8,7,5,2,2,0,12,20,4,15.2,25.3,5.1,315969.76300000004,177174.43349999998
W00008888,,oa,48,36,1,2,4,2,1,0,1,0,1,7,3,2,14.6,6.3,4.2,316148.62600000005,177186.86599999998
W00009197,,oa,92,62,1,9,1,6,5,1,5,2,0,11,12,7,12.0,13.0,7.6,315514.5415,178034.0145
W00009116,,oa,81,27,8,5,8,6,8,1,11,7,0,21,15,18,25.9,18.5,22.2,317968.2735,174611.3295
W00009195,,oa,70,45,4,2,6,3,5,3,1,1,0,12,11,2,17.1,15.7,2.9,315085.8175,178154.541
W00009231,,oa,69,33,8,3,8,5,2,2,5,3,0,19,9,8,27.5,13.0,11.6,315647.2825,179008.6605
W00009548,,oa,73,44,5,3,5,4,7,0,2,3,0,13,11,5,17.8,15.1,6.8,315517.6155,180739.039
W00009737,,oa,88,61,1,3,5,3,4,4,3,4,0,9,11,7,10.2,12.5,8.0,315822.819,179416.6405
W00009640,,oa,89,42,13,1,9,6,4,3,8,1,2,23,13,11,25.8,14.6,12.4,319909.07999999996,176537.718
W00008978,,oa,62,47,2,3,2,2,4,1,0,1,0,7,7,1,11.3,11.3,1.6,319467.00950000004,182089.7905
W00009186,,oa,81,48,2,1,8,6,7,5,4,0,0,11,18,4,13.6,22.2,4.9,314914.2605,177821.2765
W00009100,,oa,89,55,7,4,3,10,6,2,2,0,0,14,18,2,15.7,20.2,2.2,316892.024,174750.691
W00008814,,oa,78,28,6,1,7,1,6,7,12,9,1,14,14,22,17.9,17.9,28.2,318759.4105,175466.6385
W00008894,,oa,88,52,11,2,6,5,5,4,3,0,0,19,14,3,21.6,15.9,3.4,315091.4075,177093.565
W00008893,,oa,93,47,7,5,12,8,7,3,3,1,0,24,18,4,25.8,19.4,4.3,314882.983,177004.29700000002
W00009286,,oa,70,41,2,2,8,3,6,4,1,3,0,12,13,4,17.1,18.6,5.7,317562.52150000003,181994.959
W00009204,,oa,49,28,2,2,4,2,5,5,1,0,0,8,12,1,16.3,24.5,2.0,316062.64300000004,177480.501
W00009205,,oa,88,60,3,2,12,5,4,1,0,1,0,17,10,1,19.3,11.4,1.1,315115.8055,177353.75
W00009203,,oa,54,33,3,0,3,1,4,2,4,2,2,6,7,8,11.1,13.0,14.8,315261.73199999996,177483.3245
W00009201,,oa,92,52,4,4,8,4,12,4,2,2,0,16,20,4,17.4,21.7,4.3,314834.6625,177438.3895
W00009552,,oa,69,48,2,1,7,6,2,1,1,1,0,10,9,2,14.5,13.0,2.9,316094.993,180672.699
W00009550,,oa,80,56,1,2,2,3,4,4,5,1,2,5,11,8,6.3,13.8,10.0,316020.0815,180815.6925
W00009559,,oa,98,43,11,7,6,6,6,2,11,6,0,24,14,17,24.5,14.3,17.3,316921.839,176205.69400000002
W00009468,,oa,63,41,3,0,3,6,4,0,3,3,0,6,10,6,9.5,15.9,9.5,318654.2485,177827.495
W00010177,,oa,53,49,3,0,1,0,0,0,0,0,0,4,0,0,7.5,0.0,0.0,316978.412,181051.059
W00009199,,oa,90,57,3,4,5,5,7,3,5,1,0,12,15,6,13.3,16.7,6.7,314969.4135,177642.776
W00009198,,oa,122,61,4,3,9,10,16,7,4,5,3,16,33,12,13.1,27.0,9.8,315643.6355,177572.326
W00009214,,oa,87,35,9,7,15,4,3,5,6,3,0,31,12,9,35.6,13.8,10.3,315798.9485,179174.84149999998
W00009218,,oa,92,47,6,4,11,5,4,7,5,3,0,21,16,8,22.8,17.4,8.7,315352.002,178619.7045
W00009527,,oa,99,62,5,0,7,4,9,5,4,2,1,12,18,7,12.1,18.2,7.1,315339.645,181772.533
W00010126,,oa,29,19,3,1,0,0,1,1,1,3,0,4,2,4,13.8,6.9,13.8,316687.22400000005,178484.37050000002
W00009983,,oa,45,16,12,1,3,4,0,1,6,2,0,16,5,8,35.6,11.1,17.8,317582.77099999995,175608.752
W00008864,,oa,77,46,9,4,5,5,3,1,3,1,0,18,9,4,23.4,11.7,5.2,316494.88300000003,176772.56300000002
W00008870,,oa,79,40,8,2,10,7,3,4,3,1,1,20,14,5,25.3,17.7,6.3,315507.8715,176615.9205
W00009537,,oa,63,39,2,1,5,5,5,4,1,1,0,8,14,2,12.7,22.2,3.2,315501.82550000004,181267.1825
W00009535,,oa,77,62,1,1,2,4,4,2,1,0,0,4,10,1,5.2,13.0,1.3,316391.8895,181723.874
W00009587,,oa,61,32,8,3,5,5,5,2,1,0,0,16,12,1,26.2,19.7,1.6,316763.8275,177193.5195
W00009762,,oa,101,56,3,1,11,6,6,11,2,5,0,15,23,7,14.9,22.8,6.9,314904.8815,179787.0895
W00009170,,oa,89,54,8,1,2,6,3,7,5,3,0,11,16,8,12.4,18.0,9.0,317744.17449999996,180249.00400000002
W00008931,,oa,33,24,2,1,0,2,0,0,3,1,0,3,2,4,9.1,6.1,12.1,317914.788,178051.276
W00008794,,oa,61,34,8,5,3,6,2,2,1,0,0,16,10,1,26.2,16.4,1.6,319937.177,177469.152
W00005833,,oa,102,72,7,1,5,4,4,4,3,2,0,13,12,5,12.7,11.8,4.9,316492.04949999996,173481.869
W00005831,,oa,89,44,9,7,12,7,4,4,0,2,0,28,15,2,31.5,16.9,2.2,316398.51300000004,173011.8045
W00005835,,oa,86,55,2,3,9,7,6,2,0,2,0,14,15,2,16.3,17.4,2.3,317131.15449999995,173229.195
W00008897,,oa,47,30,3,0,4,3,2,0,3,2,0,7,5,5,14.9,10.6,10.6,315829.221,177097.15149999998
W00009224,,oa,81,44,7,1,13,5,3,3,5,0,0,21,11,5,25.9,13.6,6.2,315909.9565,178448.6445
W00009222,,oa,30,16,2,3,2,4,0,1,0,2,0,7,5,2,23.3,16.7,6.7,315872.13899999997,178661.4995
W00008863,,oa,63,36,9,2,2,6,2,2,2,2,0,13,10,4,20.6,15.9,6.3,316185.483,176753.2415
W00009077,,oa,78,47,7,1,6,6,3,3,2,3,0,14,12,5,17.9,15.4,6.4,317327.2115,178699.91950000002
W00009613,,oa,95,52,6,3,8,8,9,4,3,1,1,17,21,5,17.9,22.1,5.3,322234.07550000004,178074.809
W00009610,,oa,100,59,5,5,9,7,5,5,3,2,0,19,17,5,19.0,17.0,5.0,321102.7975,178816.793
W00010232,,oa,23,10,3,0,0,2,1,0,5,2,0,3,3,7,13.0,13.0,30.4,317485.245,178177.4515
W00008856,,oa,95,59,9,5,6,5,2,4,2,2,1,20,11,5,21.1,11.6,5.3,315685.123,176978
W00009244,,oa,83,41,1,13,5,13,3,0,3,4,0,19,16,7,22.9,19.3,8.4,316995.1235,183233.1515
W00009243,,oa,110,61,4,4,12,4,9,9,4,2,1,20,22,7,18.2,20.0,6.4,317339.947,183206.9995
W00009563,,oa,65,33,11,4,3,5,3,2,2,2,0,18,10,4,27.7,15.4,6.2,317641.13049999997,176377.235
W00009309,,oa,81,49,3,2,5,8,4,1,6,0,3,10,13,9,12.3,16.0,11.1,321942.878,180195.8115
W00009566,,oa,82,37,5,3,6,4,5,3,9,9,1,14,12,19,17.1,14.6,23.2,317355.2695,176275.62949999998
W00009567,,oa,52,19,8,3,5,1,1,3,9,2,1,16,5,12,30.8,9.6,23.1,316982.0595,176067.948
W00009564,,oa,85,47,7,5,5,9,2,2,7,1,0,17,13,8,20.0,15.3,9.4,317008.5405,176263.574
W00010115,,oa,12,5,6,0,1,0,0,0,0,0,0,7,0,0,58.3,0.0,0.0,318442.2595,177125.75
W00009314,,oa,66,37,6,7,10,1,3,1,1,0,0,23,5,1,34.8,7.6,1.5,321097.84550000005,179400.3135
W00010215,,oa,66,50,10,1,0,2,2,0,0,1,0,11,4,1,16.7,6.1,1.5,319072.1115,175224.391
W00010213,,oa,46,32,3,1,1,0,2,3,4,0,0,5,5,4,10.9,10.9,8.7,316109.55299999996,176291.327
W00009223,,oa,76,40,13,1,6,2,4,2,6,2,0,20,8,8,26.3,10.5,10.5,316139.91949999996,178436.476
W00009576,,oa,62,33,5,4,7,2,5,2,0,4,0,16,9,4,25.8,14.5,6.5,316453.1095,177802.31449999998
W00009579,,oa,49,38,6,0,1,0,1,2,1,0,0,7,3,1,14.3,6.1,2.0,316567.775,177242.803
W00008966,,oa,92,54,3,5,2,4,9,5,2,6,2,10,18,10,10.9,19.6,10.9,318334.0165,180127.7065
W00009137,,oa,73,40,9,2,3,10,5,2,2,0,0,14,17,2,19.2,23.3,2.7,317469.5325,175381.889
W00009134,,oa,71,31,11,3,4,9,2,2,4,5,0,18,13,9,25.4,18.3,12.7,317313.40150000004,175444.864
W00009130,,oa,61,27,8,3,8,2,3,1,5,3,1,19,6,9,31.1,9.8,14.8,317410.7215,175560.18949999998
W00009139,,oa,87,51,9,4,5,4,7,2,3,2,0,18,13,5,20.7,14.9,5.7,317213.3995,179454.122
W00008885,,oa,141,55,18,12,12,16,7,2,9,10,0,42,25,19,29.8,17.7,13.5,316766.7785,175765.7525
W00009545,,oa,88,56,3,3,2,3,11,5,3,1,1,8,19,5,9.1,21.6,5.7,315820.94350000005,180958.152
W00009541,,oa,84,48,2,2,3,10,9,4,2,3,1,7,23,6,8.3,27.4,7.1,315927.7925,181267.7745
W00009730,,oa,79,53,2,3,7,2,6,4,0,2,0,12,12,2,15.2,15.2,2.5,316043.05299999996,179721.33500000002
W00010162,,oa,86,45,11,2,5,6,6,5,4,1,1,18,17,6,20.9,19.8,7.0,316946.25899999996,180409.0505
W00009101,,oa,103,37,14,4,9,5,3,3,17,10,1,27,11,28,26.2,10.7,27.2,317864.9045,175108.438
W00009289,,oa,92,47,7,5,14,7,4,1,2,4,1,26,12,7,28.3,13.0,7.6,317139.77749999997,182008.352
W00009554,,oa,62,43,4,1,4,2,2,2,3,1,0,9,6,4,14.5,9.7,6.5,316310.5695,182311.538
W00009115,,oa,83,42,3,2,13,5,4,4,9,0,1,18,13,10,21.7,15.7,12.0,318356.774,174684.973
W00010140,,oa,124,57,12,9,3,12,13,2,9,7,0,24,27,16,19.4,21.8,12.9,315786.78599999996,176105.634
W00010120,,oa,65,44,14,1,1,4,0,0,1,0,0,16,4,1,24.6,6.2,1.5,319517.217,174681.0815
W00009429,,oa,49,39,2,1,1,1,2,0,2,1,0,4,3,3,8.2,6.1,6.1,319355.0375,177649.352
W00009622,,oa,88,45,9,5,7,6,3,4,8,1,0,21,13,9,23.9,14.8,10.2,322585.2845,179717.3235
W00008862,,oa,70,45,3,2,7,9,1,1,1,1,0,12,11,2,17.1,15.7,2.9,315700.3425,176862.739
W00008866,,oa,75,47,12,2,2,7,1,1,3,0,0,16,9,3,21.3,12.0,4.0,316040.7,176798.728
W00008867,,oa,74,45,5,3,5,5,2,0,6,3,0,13,7,9,17.6,9.5,12.2,315774.0685,176737.3715
W00008860,,oa,72,45,4,1,5,7,7,1,2,0,0,10,15,2,13.9,20.8,2.8,316286.73199999996,176837.94199999998
W00008869,,oa,84,50,12,5,7,6,1,0,3,0,0,24,7,3,28.6,8.3,3.6,316234.918,176680.2645
W00009342,,oa,119,55,10,9,6,11,6,1,15,3,3,25,18,21,21.0,15.1,17.6,320811.3355,181057.514
W00009533,,oa,82,63,2,7,1,1,3,3,0,2,0,10,7,2,12.2,8.5,2.4,315825.00800000003,181920.96149999998
W00009636,,oa,69,34,11,3,4,8,2,0,2,4,1,18,10,7,26.1,14.5,10.1,320426.47250000003,176415.8695
W00009633,,oa,77,28,13,8,11,9,2,3,1,2,0,32,14,3,41.6,18.2,3.9,319823.07,176439.507
W00009164,,oa,94,47,10,0,9,10,11,3,2,2,0,19,24,4,20.2,25.5,4.3,317397.13300000003,180542.7015
W00009162,,oa,86,49,6,5,6,7,5,2,2,3,1,17,14,6,19.8,16.3,7.0,317158.93200000003,180401.66999999998
W00008923,,oa,46,25,9,4,2,1,2,0,3,0,0,15,3,3,32.6,6.5,6.5,318402.2025,178116.1975
W00008920,,oa,34,24,2,1,1,0,1,1,2,2,0,4,2,4,11.8,5.9,11.8,318358.5255,178451.44150000002
W00008872,,oa,83,48,3,3,11,3,6,3,3,3,0,17,12,6,20.5,14.5,7.2,315850.55850000004,176500.4605
W00008873,,oa,85,45,12,2,7,8,8,2,1,0,0,21,18,1,24.7,21.2,1.2,316089.4375,176552.0565
W00008871,,oa,86,50,8,4,6,7,4,2,3,2,0,18,13,5,20.9,15.1,5.8,316400.5125,176609.0655
W00008879,,oa,88,52,12,3,7,7,2,0,2,3,0,22,9,5,25.0,10.2,5.7,316429.90650000004,176321.6995
W00009080,,oa,76,50,6,3,4,7,0,0,3,3,0,13,7,6,17.1,9.2,7.9,317767.475,178583.4045
W00009088,,oa,70,40,11,1,2,7,3,1,3,2,0,14,11,5,20.0,15.7,7.1,317485.1455,178602.501
W00009586,,oa,51,34,4,4,2,2,0,3,1,1,0,10,5,2,19.6,9.8,3.9,316568.8515,176972.49349999998
W00009585,,oa,64,35,4,1,2,4,10,6,0,2,0,7,20,2,10.9,31.3,3.1,316852.163,176979.1115
W00009581,,oa,73,43,10,3,4,5,4,3,1,0,0,17,12,1,23.3,16.4,1.4,316446.642,177266.3395
W00009580,,oa,65,48,3,1,2,5,2,0,1,3,0,6,7,4,9.2,10.8,6.2,317086.372,177393.84649999999
W00009458,,oa,54,27,4,4,3,4,4,2,1,4,1,11,10,6,20.4,18.5,11.1,318820.66500000004,178222.5185
W00009765,,oa,85,47,7,3,10,5,6,2,3,2,0,20,13,5,23.5,15.3,5.9,315793.57550000004,179890.47749999998
W00009764,,oa,86,62,1,5,2,5,1,5,3,0,2,8,11,5,9.3,12.8,5.8,316303.421,179918.5745
W00009094,,oa,76,46,7,1,2,2,2,4,4,8,0,10,8,12,13.2,10.5,15.8,316986.519,175189.1175
W00010223,,oa,19,15,0,1,0,0,1,0,1,1,0,1,1,2,5.3,5.3,10.5,317449.047,177961.2035
W00009277,,oa,90,57,3,2,9,9,3,4,2,1,0,14,16,3,15.6,17.8,3.3,316568.54949999996,182710.304
W00009597,,oa,86,46,10,6,3,7,7,2,2,3,0,19,16,5,22.1,18.6,5.8,316863.47,176574.76799999998
W00009594,,oa,91,68,9,4,5,2,1,0,0,2,0,18,3,2,19.8,3.3,2.2,316697.6065,176788.7305
W00009591,,oa,80,51,4,6,7,1,3,4,3,1,0,17,8,4,21.3,10.0,5.0,316870.93200000003,176741.6995
W00009598,,oa,81,43,8,3,6,6,3,2,7,3,0,17,11,10,21.0,13.6,12.3,316897.5,176393.4155
W00009324,,oa,81,41,8,6,4,5,6,0,8,3,0,18,11,11,22.2,13.6,13.6,321677.13,181190.2465
W00008603,,oa,131,73,8,5,13,12,7,7,2,4,0,26,26,6,19.8,19.8,4.6,325221.40599999996,183023.34350000002
W00009687,,oa,84,45,4,5,12,4,4,3,3,1,3,21,11,7,25.0,13.1,8.3,323610.58200000005,181405.46149999998
W00009325,,oa,92,44,4,7,11,5,5,2,12,2,0,22,12,14,23.9,13.0,15.2,322378.88,181399.2605
W00010151,,oa,91,32,17,2,9,9,8,4,9,1,0,28,21,10,30.8,23.1,11.0,316946.9745,181329.921
W00009360,,oa,90,57,3,3,9,3,4,4,3,4,0,15,11,7,16.7,12.2,7.8,319861.67949999997,179991.6925
W00009720,,oa,89,49,8,4,8,9,5,2,3,1,0,20,16,4,22.5,18.0,4.5,313500.099,182235.6595
W00009234,,oa,73,39,9,4,6,5,4,1,3,2,0,19,10,5,26.0,13.7,6.8,315070.2685,179092.89
W00010152,,oa,106,58,25,6,5,6,3,2,1,0,0,36,11,1,34.0,10.4,0.9,313766.042,179989.17599999998
W00009247,,oa,86,51,6,9,6,6,5,2,0,1,0,21,13,1,24.4,15.1,1.2,317373.105,182667.766
W00010135,,oa,107,40,8,4,9,15,16,1,10,4,0,21,32,14,19.6,29.9,13.1,316843.126,180590.7365
W00009140,,oa,112,58,5,2,7,18,6,6,7,2,1,14,30,10,12.5,26.8,8.9,316965.17350000003,180033.23200000002
W00009141,,oa,119,66,14,7,6,10,9,1,2,4,0,27,20,6,22.7,16.8,5.0,316721.6925,180194.2625
W00009148,,oa,30,23,4,0,1,0,0,2,0,0,0,5,2,0,16.7,6.7,0.0,318158.9975,179859.50400000002
W00009245,,oa,147,72,7,12,14,10,18,4,6,4,0,33,32,10,22.4,21.8,6.8,316623.083,183146.314
W00009249,,oa,93,54,2,0,8,5,5,8,3,7,1,10,18,11,10.8,19.4,11.8,318284.22,182297.78350000002
W00009745,,oa,83,55,5,1,3,4,6,4,1,4,0,9,14,5,10.8,16.9,6.0,314689.3875,180910.05949999997
W00009747,,oa,67,45,4,1,2,3,4,5,2,1,0,7,12,3,10.4,17.9,4.5,315001.72349999996,180675.491
W00009749,,oa,112,67,3,1,6,11,12,6,2,1,3,10,29,6,8.9,25.9,5.4,315232.406,180554.89549999998
W00009156,,oa,86,58,3,5,8,5,4,1,1,1,0,16,10,2,18.6,11.6,2.3,317522.7725,180776.34850000002
W00009153,,oa,90,41,7,0,9,12,9,5,4,2,1,16,26,7,17.8,28.9,7.8,316949.954,179484.2035
W00009252,,oa,113,67,2,3,7,10,8,4,5,6,1,12,22,12,10.6,19.5,10.6,317917.50450000004,181871.7645
W00009258,,oa,99,37,6,3,14,10,10,6,6,6,1,23,26,13,23.2,26.3,13.1,317895.365,181367.98700000002
W00009259,,oa,61,36,3,5,3,1,2,2,3,3,3,11,5,9,18.0,8.2,14.8,318022.177,181201.4005
W00009486,,oa,114,53,11,7,11,10,9,5,4,4,0,29,24,8,25.4,21.1,7.0,320170.9175,182088.239
W00009758,,oa,90,48,2,1,8,9,7,6,5,4,0,11,22,9,12.2,24.4,10.0,314988.74950000003,180158.7175
W00009364,,oa,104,60,8,7,11,3,4,5,3,1,2,26,12,6,25.0,11.5,5.8,319835.9805,179659.4525
W00009229,,oa,106,54,11,2,10,10,10,1,3,5,0,23,21,8,21.7,19.8,7.5,314727.8715,179335
W00006525,,oa,84,56,5,4,3,6,3,5,0,2,0,12,14,2,14.3,16.7,2.4,312525.5455,184063.022
W00009412,,oa,97,61,7,3,3,6,8,4,5,0,0,13,18,5,13.4,18.6,5.2,320035.1225,179246.26049999997
W00009726,,oa,94,56,3,3,10,9,5,6,2,0,0,16,20,2,17.0,21.3,2.1,315241.59699999995,179814.728
W00009727,,oa,88,58,1,0,7,7,7,3,2,2,1,8,17,5,9.1,19.3,5.7,316183.1165,179521.9135
W00009728,,oa,92,52,7,5,7,5,5,6,4,1,0,19,16,5,20.7,17.4,5.4,315654.00749999995,179541.638
W00009729,,oa,85,58,7,3,7,2,4,1,1,0,2,17,7,3,20.0,8.2,3.5,316386.773,179389.146
W00008967,,oa,35,21,3,0,3,1,3,1,2,1,0,6,5,3,17.1,14.3,8.6,318895.922,180163.869
W00008964,,oa,76,45,4,1,11,5,2,5,3,0,0,16,12,3,21.1,15.8,3.9,318878.2105,180280.07549999998
W00008963,,oa,102,67,2,0,11,5,8,6,1,2,0,13,19,3,12.7,18.6,2.9,319243.179,180381.557
W00009230,,oa,92,51,6,1,8,3,9,5,6,3,0,15,17,9,16.3,18.5,9.8,315167.5885,179216
W00009540,,oa,103,73,3,4,7,6,2,2,2,3,1,14,10,6,13.6,9.7,5.8,316398.1855,181366.15000000002
W00009549,,oa,98,53,4,2,10,11,12,3,2,1,0,16,26,3,16.3,26.5,3.1,316501.7635,180832.407
W00009736,,oa,111,71,7,2,11,6,7,4,1,2,0,20,17,3,18.0,15.3,2.7,316532.788,179317.48599999998
W00009731,,oa,82,40,13,1,10,6,2,6,3,1,0,24,14,4,29.3,17.1,4.9,316469.577,179574.8695
W00009735,,oa,89,55,3,4,9,1,5,5,3,2,2,16,11,7,18.0,12.4,7.9,316705.81200000003,179403.213
W00008971,,oa,88,45,2,2,5,7,9,8,4,4,2,9,24,10,10.2,27.3,11.4,318265.7035,180053.50400000002
W00009184,,oa,101,72,2,1,4,6,2,5,1,8,0,7,13,9,6.9,12.9,8.9,318696.678,183279.8095
W00009182,,oa,109,66,1,0,7,6,7,7,1,10,4,8,20,15,7.3,18.3,13.8,318349.901,183266.91499999998
W00009189,,oa,87,40,5,4,9,7,8,8,1,5,0,18,23,6,20.7,26.4,6.9,314041.622,179371.276
W00009188,,oa,93,45,9,4,9,7,8,5,4,2,0,22,20,6,23.7,21.5,6.5,313895.911,179460.4895
W00009282,,oa,73,29,14,4,6,10,2,4,3,0,1,24,16,4,32.9,21.9,5.5,316873.229,182453.1015
W00009281,,oa,102,57,9,3,12,7,4,2,2,6,0,24,13,8,23.5,12.7,7.8,317384.97,182363.089
W00009556,,oa,85,56,1,1,8,8,4,4,1,2,0,10,16,3,11.8,18.8,3.5,315270.46900000004,182082.6615
W00009553,,oa,89,61,1,4,5,3,2,6,3,2,2,10,11,7,11.2,12.4,7.9,315817.1505,182166.478
W00009376,,oa,122,59,11,6,12,9,11,5,2,5,2,29,25,9,23.8,20.5,7.4,311961.08999999997,182732.5385
W00009526,,oa,110,57,4,2,19,3,9,10,4,2,0,25,22,6,22.7,20.0,5.5,315239.184,181495.3195
W00009522,,oa,86,59,5,3,8,3,3,2,1,2,0,16,8,3,18.6,9.3,3.5,316120.917,182032.7445
W00006515,,oa,140,89,23,2,9,11,4,1,1,0,0,34,16,1,24.3,11.4,0.7,312257.7275,183568.5045
W00009528,,oa,78,54,1,3,4,3,6,4,1,1,1,8,13,3,10.3,16.7,3.8,316078.2705,181867.401
W00009716,,oa,94,48,7,4,10,3,9,7,2,3,1,21,19,6,22.3,20.2,6.4,313824.07849999995,183346.7825
W00008954,,oa,94,50,1,3,9,13,9,5,2,1,1,13,27,4,13.8,28.7,4.3,318493.00399999996,180852.3335
W00008957,,oa,99,58,2,4,11,7,8,2,4,2,1,17,17,7,17.2,17.2,7.1,318313.93350000004,180851.9995
W00008952,,oa,105,73,3,1,7,6,7,4,1,2,1,11,17,4,10.5,16.2,3.8,319609.85750000004,181449.7855
W00008951,,oa,120,52,3,9,8,15,16,9,1,7,0,20,40,8,16.7,33.3,6.7,318278.428,181218.32400000002
W00009348,,oa,102,60,4,5,11,4,4,5,3,6,0,20,13,9,19.6,12.7,8.8,319642.802,180413.305
W00009534,,oa,63,45,7,1,3,2,2,2,0,1,0,11,6,1,17.5,9.5,1.6,316480.797,181665.759
W00009539,,oa,97,55,5,0,8,10,7,4,3,5,0,13,21,8,13.4,21.6,8.2,316417.9865,181462.64299999998
W00010150,,oa,114,53,9,4,12,8,8,9,6,5,0,25,25,11,21.9,21.9,9.6,312344.078,180167.0725
W00009166,,oa,100,61,6,3,7,5,7,4,1,6,0,16,16,7,16.0,16.0,7.0,316301.5285,180311.843
W00009169,,oa,120,77,4,4,10,9,7,6,3,0,0,18,22,3,15.0,18.3,2.5,317956.0435,180339.00300000003
W00009351,,oa,95,45,4,3,10,6,7,2,10,8,0,17,15,18,17.9,15.8,18.9,320481.368,180286.30550000002
W00009266,,oa,83,36,7,5,10,7,9,4,4,1,0,22,20,5,26.5,24.1,6.0,317582.579,183108.8995
W00009267,,oa,76,46,7,1,7,7,4,1,0,2,1,15,12,3,19.7,15.8,3.9,317238.717,183182.013
W00009264,,oa,97,54,7,3,6,7,10,8,1,1,0,16,25,2,16.5,25.8,2.1,317770.799,183197.225
W00009262,,oa,99,54,6,4,9,8,6,8,2,1,1,19,22,4,19.2,22.2,4.0,317551.4865,183487.72999999998
