area_code,area_name,census_geography,long_term_health_all,limited_lots,limited_little,limited_none,limited_lots_perc,limited_little_perc,limited_none_perc,centroid_x,centroid_y
W00009729,,oa,270,35,36,199,13.0,13.3,73.7,316386.773,179389.146
W00008967,,oa,158,19,24,115,12.0,15.2,72.8,318895.922,180163.869
W00008964,,oa,299,27,38,234,9.0,12.7,78.3,318878.2105,180280.07549999998
W00008963,,oa,330,27,39,264,8.2,11.8,80.0,319243.179,180381.557
W00009230,,oa,326,47,42,237,14.4,12.9,72.7,315167.5885,179216
W00009540,,oa,303,25,44,234,8.3,14.5,77.2,316398.1855,181366.15000000002
W00009549,,oa,320,17,27,276,5.3,8.4,86.3,316501.7635,180832.407
W00009736,,oa,329,21,18,290,6.4,5.5,88.1,316532.788,179317.48599999998
W00009731,,oa,288,27,24,237,9.4,8.3,82.3,316469.577,179574.8695
W00009735,,oa,517,25,43,449,4.8,8.3,86.8,316705.81200000003,179403.213
W00008971,,oa,325,29,30,266,8.9,9.2,81.8,318265.7035,180053.50400000002
W00009184,,oa,310,19,41,250,6.1,13.2,80.6,318696.678,183279.8095
W00009182,,oa,351,18,26,307,5.1,7.4,87.5,318349.901,183266.91499999998
W00009189,,oa,312,21,21,270,6.7,6.7,86.5,314041.622,179371.276
W00009188,,oa,315,10,16,289,3.2,5.1,91.7,313895.911,179460.4895
W00009282,,oa,267,21,27,219,7.9,10.1,82.0,316873.229,182453.1015
W00009281,,oa,341,44,34,263,12.9,10.0,77.1,317384.97,182363.089
W00009556,,oa,294,25,32,237,8.5,10.9,80.6,315270.46900000004,182082.6615
W00009553,,oa,303,23,27,253,7.6,8.9,83.5,315817.1505,182166.478
W00009376,,oa,423,37,32,354,8.7,7.6,83.7,311961.08999999997,182732.5385
W00009526,,oa,366,18,35,313,4.9,9.6,85.5,315239.184,181495.3195
W00009522,,oa,263,33,44,186,12.5,16.7,70.7,316120.917,182032.7445
W00006515,,oa,455,26,42,387,5.7,9.2,85.1,312257.7275,183568.5045
W00009528,,oa,270,33,38,199,12.2,14.1,73.7,316078.2705,181867.401
W00009716,,oa,322,13,29,280,4.0,9.0,87.0,313824.07849999995,183346.7825
W00008954,,oa,333,26,28,279,7.8,8.4,83.8,318493.00399999996,180852.3335
W00008957,,oa,349,38,32,279,10.9,9.2,79.9,318313.93350000004,180851.9995
W00008952,,oa,305,13,32,260,4.3,10.5,85.2,319609.85750000004,181449.7855
W00008951,,oa,422,24,32,366,5.7,7.6,86.7,318278.428,181218.32400000002
W00009348,,oa,348,37,40,271,10.6,11.5,77.9,319642.802,180413.305
W00009534,,oa,216,31,30,155,14.4,13.9,71.8,316480.797,181665.759
W00009539,,oa,317,23,27,267,7.3,8.5,84.2,316417.9865,181462.64299999998
W00010150,,oa,379,11,16,352,2.9,4.2,92.9,312344.078,180167.0725
W00009166,,oa,322,35,27,260,10.9,8.4,80.7,316301.5285,180311.843
W00009169,,oa,370,29,37,304,7.8,10.0,82.2,317956.0435,180339.00300000003
W00009351,,oa,342,41,38,263,12.0,11.1,76.9,320481.368,180286.30550000002
W00009266,,oa,275,16,17,242,5.8,6.2,88.0,317582.579,183108.8995
W00009267,,oa,247,17,15,215,6.9,6.1,87.0,317238.717,183182.013
W00009264,,oa,315,11,16,288,3.5,5.1,91.4,317770.799,183197.225
W00009262,,oa,302,18,14,270,6.0,4.6,89.4,317551.4865,183487.72999999998
W00009268,,oa,259,20,12,227,7.7,4.6,87.6,317696.4445,183088.046
W00009269,,oa,225,7,13,205,3.1,5.8,91.1,317177.293,183018.087
W00009503,,oa,588,64,44,480,10.9,7.5,81.6,312794.70900000003,180568.415
W00009766,,oa,299,43,27,229,14.4,9.0,76.6,315957.908,179908.995
W00009763,,oa,324,14,24,286,4.3,7.4,88.3,314257.8345,179922.7555
W00009760,,oa,327,32,41,254,9.8,12.5,77.7,314495.838,180086.84350000002
W00009172,,oa,316,30,31,255,9.5,9.8,80.7,316164.68000000005,180146.90350000001
W00009178,,oa,254,20,22,212,7.9,8.7,83.5,318566.7825,182842.8225
W00009517,,oa,289,22,42,225,7.6,14.5,77.9,316140.69550000003,181558.0235
W00010228,,oa,404,11,15,378,2.7,3.7,93.6,310753.997,180208.74
W00010227,,oa,268,13,17,238,4.9,6.3,88.8,312502.319,181738.0565
W00009279,,oa,286,23,30,233,8.0,10.5,81.5,317119.473,182492.2905
W00009514,,oa,317,35,23,259,11.0,7.3,81.7,312713.3645,181700.4445
W00009515,,oa,273,31,19,223,11.4,7.0,81.7,312777.392,181670.682
W00009615,,oa,299,49,52,198,16.4,17.4,66.2,322359.8395,180217.0915
W00009699,,oa,229,42,29,158,18.3,12.7,69.0,323016.897,180951.8095
W00009713,,oa,388,53,45,290,13.7,11.6,74.7,323425.7575,180082.67
W00009306,,oa,233,38,20,175,16.3,8.6,75.1,322285.891,180507.972
W00009300,,oa,277,40,33,204,14.4,11.9,73.6,322194.135,180882.8885
W00009483,,oa,195,9,21,165,4.6,10.8,84.6,322838.848,181177.8985
W00009673,,oa,328,67,35,226,20.4,10.7,68.9,323078.33349999995,180294.71899999998
W00009670,,oa,415,53,44,318,12.8,10.6,76.6,323039.4045,180477.3785
W00010179,,oa,153,37,18,98,24.2,11.8,64.1,323512.703,180450.8615
W00009709,,oa,621,25,31,565,4.0,5.0,91.0,324223.70200000005,180497.00449999998
W00009295,,oa,355,71,36,248,20.0,10.1,69.9,322470.81200000003,181173.67700000003
W00009299,,oa,256,44,30,182,17.2,11.7,71.1,322464.89749999996,180790
W00009298,,oa,289,44,36,209,15.2,12.5,72.3,322643.856,180898.416
W00009621,,oa,362,52,42,268,14.4,11.6,74.0,322354.659,179775.63
W00010155,,oa,241,11,18,212,4.6,7.5,88.0,324001.772,180211.9855
W00009686,,oa,261,29,36,196,11.1,13.8,75.1,323222.488,181438.463
W00009685,,oa,407,25,40,342,6.1,9.8,84.0,324245.356,182027.1345
W00009600,,oa,388,124,47,217,32.0,12.1,55.9,322688.38399999996,180648.829
W00008839,,oa,169,35,27,107,20.7,16.0,63.3,313164.7665,175759.3515
W00009043,,oa,443,43,32,368,9.7,7.2,83.1,313226.00800000003,177637.48849999998
W00009040,,oa,301,46,36,219,15.3,12.0,72.8,313019.817,177957.9725
W00008945,,oa,301,24,24,253,8.0,8.0,84.1,312321.3915,176428.981
W00008943,,oa,447,72,23,352,16.1,5.1,78.7,311644.7705,176189.229
W00009026,,oa,287,30,25,232,10.5,8.7,80.8,311955.2395,175873.6065
W00009024,,oa,311,31,26,254,10.0,8.4,81.7,312237.1205,175729.184
W00009025,,oa,262,39,26,197,14.9,9.9,75.2,312687.583,175866.18050000002
W00009022,,oa,252,21,15,216,8.3,6.0,85.7,311688.73,175707.166
W00009023,,oa,249,49,27,173,19.7,10.8,69.5,312413.251,175858.1725
W00009021,,oa,364,48,37,279,13.2,10.2,76.6,312922.5075,175826.849
W00009028,,oa,206,45,29,132,21.8,14.1,64.1,312426.30799999996,175658.62449999998
W00006517,,oa,311,50,29,232,16.1,9.3,74.6,313177.5235,183513.3645
W00009033,,oa,327,49,49,229,15.0,15.0,70.0,312975.6225,177676.4865
W00009006,,oa,308,34,32,242,11.0,10.4,78.6,312670.353,176291.6575
W00009000,,oa,347,72,34,241,20.7,9.8,69.5,313720.244,176723.9125
W00009505,,oa,230,24,32,174,10.4,13.9,75.7,312806.782,180996.674
W00009508,,oa,339,25,28,286,7.4,8.3,84.4,312227.14,181067.6885
W00008846,,oa,222,34,25,163,15.3,11.3,73.4,313231.9045,175537.213
W00008845,,oa,302,55,41,206,18.2,13.6,68.2,313612.65,175504.6085
W00008848,,oa,311,56,42,213,18.0,13.5,68.5,313664.1985,175294.65850000002
W00008849,,oa,271,35,20,216,12.9,7.4,79.7,312634.8275,175286.12
W00009014,,oa,341,49,36,256,14.4,10.6,75.1,313132.5,176185.5685
W00009019,,oa,274,25,35,214,9.1,12.8,78.1,312411.12899999996,176031.765
W00009012,,oa,236,40,31,165,16.9,13.1,69.9,313790.43799999997,176392.779
W00010221,,oa,282,30,23,229,10.6,8.2,81.2,311776.88,177055
W00009510,,oa,286,23,39,224,8.0,13.6,78.3,312400.086,180711.3625
W00010146,,oa,303,9,16,278,3.0,5.3,91.7,320976.408,177933.314
W00010180,,oa,327,10,18,299,3.1,5.5,91.4,321306.0425,178000.0015
W00010175,,oa,236,15,18,203,6.4,7.6,86.0,321124.9805,181457.12800000003
W00008599,,oa,380,10,27,343,2.6,7.1,90.3,325381.52650000004,182011.4945
W00010225,,oa,268,8,11,249,3.0,4.1,92.9,321249.36750000005,181989.58250000002
W00009704,,oa,331,39,32,260,11.8,9.7,78.5,323229.453,180708.3775
W00009311,,oa,302,45,41,216,14.9,13.6,71.5,321776.4595,180155.6165
W00009390,,oa,368,18,30,320,4.9,8.2,87.0,319619.676,178551.74550000002
W00009433,,oa,527,55,42,430,10.4,8.0,81.6,319661.998,177328.1725
W00009619,,oa,363,51,39,273,14.0,10.7,75.2,322405.2485,179967.6825
W00009332,,oa,316,24,30,262,7.6,9.5,82.9,320354.9865,181339.938
W00009665,,oa,320,33,28,259,10.3,8.8,80.9,321308.9465,176885.682
W00010207,,oa,306,8,9,289,2.6,2.9,94.4,323722.476,180311.218
W00009985,,oa,320,26,30,264,8.1,9.4,82.5,319694.9435,177168.311
W00009338,,oa,312,16,15,281,5.1,4.8,90.1,320192.4305,181074.489
W00009337,,oa,408,12,31,365,2.9,7.6,89.5,320631.8245,181291.586
W00009334,,oa,304,40,35,229,13.2,11.5,75.3,321002.46900000004,181259.59600000002
W00009333,,oa,340,15,39,286,4.4,11.5,84.1,319941.8075,181394.5095
W00009616,,oa,329,39,27,263,11.9,8.2,79.9,322654.0855,180140.576
W00009617,,oa,206,45,34,127,21.8,16.5,61.7,322260.7725,180061.20049999998
W00009693,,oa,349,77,47,225,22.1,13.5,64.5,323516.83400000003,181026.214
W00009612,,oa,307,32,34,241,10.4,11.1,78.5,321841.534,178825.6635
W00009691,,oa,599,57,33,509,9.5,5.5,85.0,323854.302,181281.18349999998
W00009690,,oa,420,49,40,331,11.7,9.5,78.8,324134.96499999997,181288.852
W00009618,,oa,288,48,37,203,16.7,12.8,70.5,322690.2155,179924.448
W00009372,,oa,330,31,17,282,9.4,5.2,85.5,320542.97849999997,181604.679
W00009304,,oa,334,46,33,255,13.8,9.9,76.3,321209.69649999996,180141.32799999998
W00009404,,oa,255,30,36,189,11.8,14.1,74.1,319914.2375,177738.758
W00009484,,oa,185,35,25,125,18.9,13.5,67.6,322651.06799999997,181832.0615
W00009403,,oa,354,22,27,305,6.2,7.6,86.2,319635.7605,177816.5465
W00009481,,oa,385,29,33,323,7.5,8.6,83.9,323192.451,181704.4455
W00009401,,oa,337,11,24,302,3.3,7.1,89.6,319627.47849999997,178043.66700000002
W00009489,,oa,281,6,16,259,2.1,5.7,92.2,320962.453,182458.5745
W00009666,,oa,146,47,25,74,32.2,17.1,50.7,321157.57550000004,177113.749
W00009663,,oa,292,46,33,213,15.8,11.3,72.9,320931.098,176881.058
W00009660,,oa,297,14,33,250,4.7,11.1,84.2,320376.772,177109.28100000002
W00009492,,oa,223,18,12,193,8.1,5.4,86.5,321170.5875,182368.90899999999
W00009367,,oa,291,20,29,242,6.9,10.0,83.2,319830.547,179466.29700000002
W00009397,,oa,371,29,21,321,7.8,5.7,86.5,319850.87600000005,178200.00699999998
W00009394,,oa,335,27,33,275,8.1,9.9,82.1,319854.72699999996,178449.7885
W00009393,,oa,239,39,38,162,16.3,15.9,67.8,319595.472,178418.62300000002
W00009310,,oa,304,58,41,205,19.1,13.5,67.4,322015.35199999996,180061.699
W00009391,,oa,416,31,37,348,7.5,8.9,83.7,319995.204,178266.714
W00009319,,oa,314,46,28,240,14.6,8.9,76.4,322522.1185,181685.723
W00009414,,oa,282,41,40,201,14.5,14.2,71.3,320359.3515,179156.65399999998
W00009415,,oa,321,25,32,264,7.8,10.0,82.2,319954.1915,179057.28600000002
W00009490,,oa,491,33,26,432,6.7,5.3,88.0,320295.295,182863.59999999998
W00009411,,oa,407,35,48,324,8.6,11.8,79.6,319512.0575,179034
W00008779,,oa,387,52,40,295,13.4,10.3,76.2,319820.2025,177052.8785
W00009676,,oa,276,30,30,216,10.9,10.9,78.3,323594.597,178802.36800000002
W00009678,,oa,257,6,17,234,2.3,6.6,91.1,323591.847,181593.21250000002
W00009475,,oa,279,16,18,245,5.7,6.5,87.8,319420.70200000005,177690.29200000002
W00009478,,oa,331,27,25,279,8.2,7.6,84.3,323009.50049999997,182739.3
W00009479,,oa,284,16,11,257,5.6,3.9,90.5,322231.353,182138.4455
W00009711,,oa,359,12,27,320,3.3,7.5,89.1,324315.4625,180323.658
W00009190,,oa,319,23,32,264,7.2,10.0,82.8,313920.9485,179183.387
W00009236,,oa,329,54,28,247,16.4,8.5,75.1,315885.52150000003,178882.391
W00009215,,oa,322,30,31,261,9.3,9.6,81.1,315467.346,179262.8005
W00009217,,oa,296,54,26,216,18.2,8.8,73.0,316221.5255,178912.6225
W00009237,,oa,455,48,50,357,10.5,11.0,78.5,316485.49399999995,178970.90500000003
W00009733,,oa,295,28,28,239,9.5,9.5,81.0,316023.961,179429.4915
W00009417,,oa,300,45,34,221,15.0,11.3,73.7,320230.9005,179034.64299999998
W00008972,,oa,315,47,41,227,14.9,13.0,72.1,319046.4355,179866.96600000001
W00009366,,oa,346,29,35,282,8.4,10.1,81.5,320006.734,179525.19199999998
W00009555,,oa,256,26,38,192,10.2,14.8,75.0,316044.47849999997,182297.588
W00009315,,oa,273,30,32,211,11.0,11.7,77.3,321196.158,179751.6625
W00009312,,oa,324,52,39,233,16.0,12.0,71.9,321645.34900000005,179919.6335
W00009287,,oa,284,30,42,212,10.6,14.8,74.6,318697.2135,182085.19799999997
W00009294,,oa,263,55,25,183,20.9,9.5,69.6,322103.93799999997,180516.2335
W00009675,,oa,312,46,39,227,14.7,12.5,72.8,322857.42350000003,180171.3785
W00010169,,oa,433,110,48,275,25.4,11.1,63.5,320867.426,181611.812
W00009487,,oa,306,17,29,260,5.6,9.5,85.0,320766.9515,182039.46850000002
W00009086,,oa,381,12,24,345,3.1,6.3,90.6,317299.47349999996,178847.957
W00009353,,oa,335,44,37,254,13.1,11.0,75.8,319858.26300000004,180310.3805
W00009604,,oa,278,32,29,217,11.5,10.4,78.1,321935.198,179120.2145
W00009150,,oa,354,25,32,297,7.1,9.0,83.9,317012.6135,179766.878
W00009757,,oa,295,31,31,233,10.5,10.5,79.0,314791.15449999995,180209.064
W00009313,,oa,205,34,34,137,16.6,16.6,66.8,321468.9895,179732.98700000002
W00009227,,oa,277,23,21,233,8.3,7.6,84.1,314946.8025,179346.655
W00009225,,oa,345,42,32,271,12.2,9.3,78.6,314407.75,179639.6555
W00009220,,oa,312,60,22,230,19.2,7.1,73.7,315581.566,178890.7955
W00009410,,oa,317,16,32,269,5.0,10.1,84.9,319096.05,179179.3985
W00009734,,oa,258,42,41,175,16.3,15.9,67.8,315507.858,179417.038
W00008975,,oa,253,19,18,216,7.5,7.1,85.4,318341.9895,179620.9595
W00009620,,oa,308,51,26,231,16.6,8.4,75.0,322102.78150000004,179805.54200000002
W00009084,,oa,326,23,20,283,7.1,6.1,86.8,317078.571,178948.29200000002
W00009085,,oa,405,17,24,364,4.2,5.9,89.9,317397.663,178948.418
W00009602,,oa,293,30,33,230,10.2,11.3,78.5,321528.72,179312.925
W00009603,,oa,338,57,35,246,16.9,10.4,72.8,322123.18799999997,179269.71850000002
W00009601,,oa,312,36,41,235,11.5,13.1,75.3,321874.9815,179385.83
W00009512,,oa,392,31,44,317,7.9,11.2,80.9,313333.9355,180287.519
W00009748,,oa,216,41,35,140,19.0,16.2,64.8,314886.065,180581.827
W00009152,,oa,349,24,37,288,6.9,10.6,82.5,317066.6755,179389.47999999998
W00009746,,oa,329,34,43,252,10.3,13.1,76.6,315096.591,180775.44150000002
W00009525,,oa,299,31,28,240,10.4,9.4,80.3,314949.35699999996,181992.934
W00009261,,oa,392,26,42,324,6.6,10.7,82.7,317929.598,180811.8605
W00009254,,oa,297,51,46,200,17.2,15.5,67.3,317645.2175,181713.38400000002
W00009416,,oa,354,23,34,297,6.5,9.6,83.9,318938.45149999997,178910.388
W00008949,,oa,314,29,32,253,9.2,10.2,80.6,319187.792,181416.3365
W00009232,,oa,361,48,34,279,13.3,9.4,77.3,316163.3375,179099.412
W00009542,,oa,244,15,26,203,6.1,10.7,83.2,315658.5245,181151.58899999998
W00009532,,oa,309,49,34,226,15.9,11.0,73.1,315818.976,181703.6555
W00009530,,oa,303,18,12,273,5.9,4.0,90.1,314841.79850000003,181707.37050000002
W00009163,,oa,325,18,19,288,5.5,5.8,88.6,317585.7895,180511.27649999998
W00009507,,oa,315,21,25,269,6.7,7.9,85.4,312544.78500000003,180926.303
W00009509,,oa,308,10,31,267,3.2,10.1,86.7,311920.32550000004,181013.9095
W00009767,,oa,316,20,20,276,6.3,6.3,87.3,314690.941,179790.1615
W00010128,,oa,813,11,29,773,1.4,3.6,95.1,319260.9915,179066.6665
W00009171,,oa,484,23,38,423,4.8,7.9,87.4,316501.704,180417.01650000003
W00009516,,oa,477,8,17,452,1.7,3.6,94.8,312023.4105,181460.03850000002
W00009644,,oa,206,38,23,145,18.4,11.2,70.4,319614.5795,176384.414
W00009599,,oa,283,22,17,244,7.8,6.0,86.2,317561.9675,176487.4805
W00010201,,oa,226,3,15,208,1.3,6.6,92.0,318747.40650000004,174831.487
W00005834,,oa,236,37,19,180,15.7,8.1,76.3,316930.217,173226.2265
W00009560,,oa,451,32,24,395,7.1,5.3,87.6,317368.4805,176351.94150000002
W00009577,,oa,256,16,22,218,6.3,8.6,85.2,316824.60750000004,177366.2095
W00010204,,oa,215,7,5,203,3.3,2.3,94.4,318674.313,174838.92200000002
W00009292,,oa,336,99,76,161,29.5,22.6,47.9,318053.4255,182042.44199999998
W00009291,,oa,232,96,34,102,41.4,14.7,44.0,317469.57149999996,182017.7145
W00009256,,oa,317,28,20,269,8.8,6.3,84.9,318213.9915,181472.7125
W00009075,,oa,364,11,17,336,3.0,4.7,92.3,317422.759,178650.1655
W00010190,,oa,352,13,16,323,3.7,4.5,91.8,316993.3625,180626.75449999998
W00009125,,oa,375,24,24,327,6.4,6.4,87.2,317352.2955,175643.93050000002
W00009246,,oa,366,24,31,311,6.6,8.5,85.0,317330.0675,182998.8175
W00009146,,oa,340,30,34,276,8.8,10.0,81.2,317757.3015,179848.4075
W00009149,,oa,356,30,33,293,8.4,9.3,82.3,317077.177,179856.188
W00008980,,oa,289,20,30,239,6.9,10.4,82.7,319177.9925,181952.4075
W00009241,,oa,403,94,38,271,23.3,9.4,67.2,317491.978,181022.50699999998
W00009242,,oa,308,17,9,282,5.5,2.9,91.6,317013.251,183488.522
W00009437,,oa,499,19,17,463,3.8,3.4,92.8,318787.445,177251.71000000002
W00009431,,oa,237,12,15,210,5.1,6.3,88.6,319127.426,177548.99550000002
W00009111,,oa,355,24,27,304,6.8,7.6,85.6,318146.36100000003,174804.4225
W00010145,,oa,165,7,5,153,4.2,3.0,92.7,318086.105,173046.0235
W00008781,,oa,442,42,33,367,9.5,7.5,83.0,319565.704,176942.5165
W00009697,,oa,300,54,25,221,18.0,8.3,73.7,323833.8075,181008.1055
W00009700,,oa,286,53,28,205,18.5,9.8,71.7,323859.5175,180822.33000000002
W00010174,,oa,250,13,17,220,5.2,6.8,88.0,321665.2,182140.5945
W00009296,,oa,260,38,40,182,14.6,15.4,70.0,322164.6615,181049.67349999998
W00009297,,oa,348,55,34,259,15.8,9.8,74.4,321888.5,180954.887
W00009293,,oa,381,39,32,310,10.2,8.4,81.4,321671.912,181024.6805
W00009326,,oa,288,41,16,231,14.2,5.6,80.2,322221.613,181275.8805
W00009329,,oa,336,51,39,246,15.2,11.6,73.2,322408.9445,181038.3135
W00008602,,oa,325,18,39,268,5.5,12.0,82.5,325869.9575,183019.33049999998
W00010136,,oa,336,26,24,286,7.7,7.1,85.1,320789.32649999997,182184.006
W00009482,,oa,319,32,33,254,10.0,10.3,79.6,323043.49549999996,181848.52850000001
W00009480,,oa,249,15,26,208,6.0,10.4,83.5,322759.824,181766.20500000002
W00009488,,oa,357,26,23,308,7.3,6.4,86.3,320750.19700000004,182454.8115
W00009497,,oa,433,36,30,367,8.3,6.9,84.8,320570.615,182091.183
W00009493,,oa,308,4,16,288,1.3,5.2,93.5,321604.89650000003,182334.516
W00009502,,oa,389,6,17,366,1.5,4.4,94.1,321415.4495,182493.7165
W00009680,,oa,356,40,29,287,11.2,8.1,80.6,324000.5045,181401.913
W00009684,,oa,279,25,40,214,9.0,14.3,76.7,323919.8155,181678.6315
W00009689,,oa,233,22,21,190,9.4,9.0,81.5,324177.391,181514.5375
W00009327,,oa,298,51,32,215,17.1,10.7,72.1,321965.71849999996,181259.9645
W00009322,,oa,369,36,38,295,9.8,10.3,79.9,322089.2655,181451.2095
W00009323,,oa,349,37,27,285,10.6,7.7,81.7,321696.9535,181393.00699999998
W00009339,,oa,335,37,30,268,11.0,9.0,80.0,320560,181077
W00009143,,oa,281,19,31,231,6.8,11.0,82.2,317235.5,179862.5
W00009744,,oa,245,58,42,145,23.7,17.1,59.2,314307.5325,180875.7625
W00009501,,oa,372,16,24,332,4.3,6.5,89.2,321241.35250000004,183544.7765
W00010189,,oa,236,4,10,222,1.7,4.2,94.1,321483.347,181979.1825
W00010218,,oa,230,11,15,204,4.8,6.5,88.7,316801.3145,180448.8025
W00009317,,oa,319,51,29,239,16.0,9.1,74.9,322235.659,181770.375
W00009683,,oa,330,18,28,284,5.5,8.5,86.1,323778.2785,181833.6355
W00010156,,oa,189,4,5,180,2.1,2.6,95.2,321003.18200000003,182056.289
W00009142,,oa,216,31,26,159,14.4,12.0,73.6,316589.13950000005,180092.4005
W00009743,,oa,323,24,28,271,7.4,8.7,83.9,314951.593,181098.06199999998
W00009157,,oa,443,32,40,371,7.2,9.0,83.7,317083.5925,180740.23849999998
W00009302,,oa,357,42,39,276,11.8,10.9,77.3,321270.5455,180555.63549999997
W00009303,,oa,299,32,33,234,10.7,11.0,78.3,321789.7875,180450.646
W00009308,,oa,223,56,27,140,25.1,12.1,62.8,322119.554,180359.19
W00009255,,oa,310,47,27,236,15.2,8.7,76.1,316887.321,181903.1235
W00009250,,oa,315,37,35,243,11.7,11.1,77.1,317281.949,181811.12699999998
W00009251,,oa,287,22,37,228,7.7,12.9,79.4,318479.0695,181692.2005
W00009496,,oa,350,9,8,333,2.6,2.3,95.1,321421.294,182142.0415
W00009495,,oa,319,12,6,301,3.8,1.9,94.4,320989.38049999997,182347.4925
W00009494,,oa,506,42,30,434,8.3,5.9,85.8,320349.6865,182239.291
W00009491,,oa,468,12,23,433,2.6,4.9,92.5,320968,182547.9835
W00009547,,oa,272,19,29,224,7.0,10.7,82.4,316259.3835,181029.633
W00009180,,oa,300,22,26,252,7.3,8.7,84.0,318742.4985,182451.4535
W00009368,,oa,310,15,28,267,4.8,9.0,86.1,319873.051,181856.955
W00009283,,oa,325,18,31,276,5.5,9.5,84.9,316669.4705,182347.6995
W00009551,,oa,249,29,36,184,11.6,14.5,73.9,315829.83499999996,180712.3645
W00009702,,oa,370,47,38,285,12.7,10.3,77.0,323362.5,180545.509
W00009524,,oa,287,32,33,222,11.1,11.5,77.4,316494.4005,181790.793
W00009710,,oa,319,43,43,233,13.5,13.5,73.0,323165.745,180512.481
W00008953,,oa,334,16,31,287,4.8,9.3,85.9,318966.49450000003,181043.2775
W00009538,,oa,214,33,24,157,15.4,11.2,73.4,315198.0115,181027.164
W00009354,,oa,349,46,35,268,13.2,10.0,76.8,320269.4395,180134.734
W00009359,,oa,260,29,28,203,11.2,10.8,78.1,319950.593,180239.715
W00009175,,oa,362,18,18,326,5.0,5.0,90.1,317556.15249999997,184253.077
W00009274,,oa,304,22,27,255,7.2,8.9,83.9,317133.65249999997,182711.9345
W00009270,,oa,303,13,24,266,4.3,7.9,87.8,316778.206,182991.948
W00009518,,oa,276,22,23,231,8.0,8.3,83.7,316338.6425,180850.8615
W00008819,,oa,272,34,35,203,12.5,12.9,74.6,313448.515,175078.3515
W00008838,,oa,275,43,23,209,15.6,8.4,76.0,313618.641,175688.674
W00008833,,oa,468,68,41,359,14.5,8.8,76.7,313872.6415,176145.612
W00009056,,oa,302,28,28,246,9.3,9.3,81.5,313704.5455,177097.237
W00009051,,oa,314,34,46,234,10.8,14.6,74.5,313779.10750000004,177313.265
W00009035,,oa,342,31,39,272,9.1,11.4,79.5,313561.6435,177409.1225
W00008861,,oa,384,40,37,307,10.4,9.6,79.9,316125.66949999996,176118.1125
W00009045,,oa,316,36,34,246,11.4,10.8,77.8,313746.92000000004,177597.965
W00009032,,oa,285,25,34,226,8.8,11.9,79.3,313269.5,177946.02250000002
W00009031,,oa,338,41,44,253,12.1,13.0,74.9,313817.299,178049
W00009030,,oa,304,33,32,239,10.9,10.5,78.6,314137.01450000005,178315.241
W00009446,,oa,390,8,10,372,2.1,2.6,95.4,318833.68850000005,177087.61800000002
W00009721,,oa,261,35,22,204,13.4,8.4,78.2,314100.007,181944.215
W00009009,,oa,327,56,35,236,17.1,10.7,72.2,313684.9745,176302.15350000001
W00008847,,oa,359,49,34,276,13.6,9.5,76.9,313781.248,175392.7715
W00008831,,oa,415,35,45,335,8.4,10.8,80.7,314327.914,176310.7135
W00008830,,oa,324,42,40,242,13.0,12.3,74.7,314478.52,176629.424
W00009052,,oa,225,66,38,121,29.3,16.9,53.8,314432,177274.78999999998
W00008881,,oa,312,29,20,263,9.3,6.4,84.3,316621.81,176217.44650000002
W00008890,,oa,295,28,27,240,9.5,9.2,81.4,315264.194,177100.826
W00009196,,oa,310,15,27,268,4.8,8.7,86.5,314631.53099999996,177737.8805
W00009042,,oa,273,54,33,186,19.8,12.1,68.1,314261.322,177840.1335
W00009187,,oa,251,25,38,188,10.0,15.1,74.9,315460.425,177665.5125
W00009219,,oa,297,26,28,243,8.8,9.4,81.8,315257.0905,178770.9665
W00009216,,oa,296,25,32,239,8.4,10.8,80.7,314846.7465,179034.2425
W00009228,,oa,261,30,26,205,11.5,10.0,78.5,314486.2705,179290.8945
W00009138,,oa,339,16,26,297,4.7,7.7,87.6,317442.204,180362.0125
W00008865,,oa,266,25,28,213,9.4,10.5,80.1,315864.754,176776.0415
W00009536,,oa,273,21,37,215,7.7,13.6,78.8,315827.94550000003,181475.577
W00009588,,oa,319,54,46,219,16.9,14.4,68.7,317279.50800000003,176539.747
W00010134,,oa,265,6,6,253,2.3,2.3,95.5,321071.977,178088.6005
W00010230,,oa,173,0,4,169,0.0,2.3,97.7,318443.753,175074.728
W00008913,,oa,450,7,11,432,1.6,2.4,96.0,318411.985,177295.14250000002
W00010153,,oa,155,7,9,139,4.5,5.8,89.7,318498.85699999996,176254.73599999998
W00009330,,oa,429,51,43,335,11.9,10.0,78.1,320893.16599999997,180476.91499999998
W00010130,,oa,207,3,11,193,1.4,5.3,93.2,318607.0605,176679.4135
W00010186,,oa,212,5,6,201,2.4,2.8,94.8,318966.55350000004,175300.3025
W00010194,,oa,230,5,5,220,2.2,2.2,95.7,319310.007,175320.0625
W00010197,,oa,206,6,7,193,2.9,3.4,93.7,319486.625,175185.9135
W00010160,,oa,165,1,2,162,0.6,1.2,98.2,318848.98600000003,174776.8245
W00010161,,oa,204,4,7,193,2.0,3.4,94.6,318245.8945,173535.3125
W00010143,,oa,167,2,10,155,1.2,6.0,92.8,318310.03500000003,173424.14500000002
W00009463,,oa,355,20,28,307,5.6,7.9,86.5,318884.7155,178060.82150000002
W00009448,,oa,330,44,46,240,13.3,13.9,72.7,318866.2085,176925.711
W00010200,,oa,254,4,9,241,1.6,3.5,94.9,318663.97349999996,174965.71250000002
