area_code,area_name,census_geography,rooms_all,rooms_2_plus,rooms_1_plus,rooms_0,rooms_1_minus,rooms_2_minus,rooms_2_plus_perc,rooms_1_plus_perc,rooms_0_perc,rooms_1_minus_perc,rooms_2_minus_perc,centroid_x,centroid_y
W00010126,,oa,43,27,10,2,1,3,62.8,23.3,4.7,2.3,7.0,316687.22400000005,178484.37050000002
W00009983,,oa,95,16,21,31,18,9,16.8,22.1,32.6,18.9,9.5,317582.77099999995,175608.752
W00008864,,oa,138,75,31,19,12,1,54.3,22.5,13.8,8.7,0.7,316494.88300000003,176772.56300000002
W00008870,,oa,134,100,20,9,1,4,74.6,14.9,6.7,0.7,3.0,315507.8715,176615.9205
W00009537,,oa,110,57,35,15,3,0,51.8,31.8,13.6,2.7,0.0,315501.82550000004,181267.1825
W00009535,,oa,143,91,46,6,0,0,63.6,32.2,4.2,0.0,0.0,316391.8895,181723.874
W00009587,,oa,116,62,34,12,7,1,53.4,29.3,10.3,6.0,0.9,316763.8275,177193.5195
W00009762,,oa,119,103,8,6,2,0,86.6,6.7,5.0,1.7,0.0,314904.8815,179787.0895
W00009170,,oa,117,113,2,2,0,0,96.6,1.7,1.7,0.0,0.0,317744.17449999996,180249.00400000002
W00008931,,oa,117,27,28,39,18,5,23.1,23.9,33.3,15.4,4.3,317914.788,178051.276
W00008794,,oa,189,23,26,72,46,22,12.2,13.8,38.1,24.3,11.6,319937.177,177469.152
W00005833,,oa,127,103,16,6,2,0,81.1,12.6,4.7,1.6,0.0,316492.04949999996,173481.869
W00005831,,oa,131,79,26,14,5,7,60.3,19.8,10.7,3.8,5.3,316398.51300000004,173011.8045
W00005835,,oa,122,69,35,16,2,0,56.6,28.7,13.1,1.6,0.0,317131.15449999995,173229.195
W00008897,,oa,113,39,37,25,9,3,34.5,32.7,22.1,8.0,2.7,315829.221,177097.15149999998
W00009224,,oa,136,63,48,15,9,1,46.3,35.3,11.0,6.6,0.7,315909.9565,178448.6445
W00009222,,oa,121,13,58,40,10,0,10.7,47.9,33.1,8.3,0.0,315872.13899999997,178661.4995
W00008863,,oa,120,66,34,13,6,1,55.0,28.3,10.8,5.0,0.8,316185.483,176753.2415
W00009077,,oa,133,79,29,17,8,0,59.4,21.8,12.8,6.0,0.0,317327.2115,178699.91950000002
W00009613,,oa,128,78,33,13,4,0,60.9,25.8,10.2,3.1,0.0,322234.07550000004,178074.809
W00009610,,oa,126,100,18,7,0,1,79.4,14.3,5.6,0.0,0.8,321102.7975,178816.793
W00010232,,oa,45,32,5,5,3,0,71.1,11.1,11.1,6.7,0.0,317485.245,178177.4515
W00008856,,oa,119,77,19,17,4,2,64.7,16.0,14.3,3.4,1.7,315685.123,176978
W00009244,,oa,117,65,42,7,2,1,55.6,35.9,6.0,1.7,0.9,316995.1235,183233.1515
W00009243,,oa,129,104,14,7,4,0,80.6,10.9,5.4,3.1,0.0,317339.947,183206.9995
W00009563,,oa,139,64,28,33,8,6,46.0,20.1,23.7,5.8,4.3,317641.13049999997,176377.235
W00009309,,oa,128,71,24,25,8,0,55.5,18.8,19.5,6.3,0.0,321942.878,180195.8115
W00009566,,oa,121,61,26,18,8,8,50.4,21.5,14.9,6.6,6.6,317355.2695,176275.62949999998
W00009567,,oa,114,46,19,26,14,9,40.4,16.7,22.8,12.3,7.9,316982.0595,176067.948
W00009564,,oa,127,58,29,25,9,6,45.7,22.8,19.7,7.1,4.7,317008.5405,176263.574
W00010115,,oa,68,16,8,27,14,3,23.5,11.8,39.7,20.6,4.4,318442.2595,177125.75
W00009314,,oa,136,39,69,20,4,4,28.7,50.7,14.7,2.9,2.9,321097.84550000005,179400.3135
W00010215,,oa,131,20,57,42,10,2,15.3,43.5,32.1,7.6,1.5,319072.1115,175224.391
W00010213,,oa,64,44,12,5,1,2,68.8,18.8,7.8,1.6,3.1,316109.55299999996,176291.327
W00009223,,oa,114,71,25,14,2,2,62.3,21.9,12.3,1.8,1.8,316139.91949999996,178436.476
W00009576,,oa,125,43,38,36,5,3,34.4,30.4,28.8,4.0,2.4,316453.1095,177802.31449999998
W00009579,,oa,129,33,32,50,13,1,25.6,24.8,38.8,10.1,0.8,316567.775,177242.803
W00008966,,oa,109,99,8,1,1,0,90.8,7.3,0.9,0.9,0.0,318334.0165,180127.7065
W00009137,,oa,119,36,46,27,8,2,30.3,38.7,22.7,6.7,1.7,317469.5325,175381.889
W00009134,,oa,129,54,28,38,9,0,41.9,21.7,29.5,7.0,0.0,317313.40150000004,175444.864
W00009130,,oa,137,49,28,41,13,6,35.8,20.4,29.9,9.5,4.4,317410.7215,175560.18949999998
W00009139,,oa,121,100,13,6,2,0,82.6,10.7,5.0,1.7,0.0,317213.3995,179454.122
W00008885,,oa,192,56,48,75,10,3,29.2,25.0,39.1,5.2,1.6,316766.7785,175765.7525
W00009545,,oa,121,109,6,5,0,1,90.1,5.0,4.1,0.0,0.8,315820.94350000005,180958.152
W00009541,,oa,114,78,21,9,6,0,68.4,18.4,7.9,5.3,0.0,315927.7925,181267.7745
W00009730,,oa,124,73,33,12,5,1,58.9,26.6,9.7,4.0,0.8,316043.05299999996,179721.33500000002
W00010162,,oa,114,83,23,6,1,1,72.8,20.2,5.3,0.9,0.9,316946.25899999996,180409.0505
W00009101,,oa,138,64,26,30,11,7,46.4,18.8,21.7,8.0,5.1,317864.9045,175108.438
W00009289,,oa,129,72,26,20,10,1,55.8,20.2,15.5,7.8,0.8,317139.77749999997,182008.352
W00009554,,oa,112,61,39,11,1,0,54.5,34.8,9.8,0.9,0.0,316310.5695,182311.538
W00009115,,oa,107,49,26,23,6,3,45.8,24.3,21.5,5.6,2.8,318356.774,174684.973
W00010140,,oa,152,98,24,24,5,1,64.5,15.8,15.8,3.3,0.7,315786.78599999996,176105.634
W00010120,,oa,210,4,19,77,100,10,1.9,9.0,36.7,47.6,4.8,319517.217,174681.0815
W00009429,,oa,156,20,17,50,53,16,12.8,10.9,32.1,34.0,10.3,319355.0375,177649.352
W00009622,,oa,120,57,34,20,8,1,47.5,28.3,16.7,6.7,0.8,322585.2845,179717.3235
W00008862,,oa,127,60,36,21,8,2,47.2,28.3,16.5,6.3,1.6,315700.3425,176862.739
W00008866,,oa,138,68,23,31,12,4,49.3,16.7,22.5,8.7,2.9,316040.7,176798.728
W00008867,,oa,124,72,15,26,9,2,58.1,12.1,21.0,7.3,1.6,315774.0685,176737.3715
W00008860,,oa,139,74,40,16,8,1,53.2,28.8,11.5,5.8,0.7,316286.73199999996,176837.94199999998
W00008869,,oa,149,61,43,31,12,2,40.9,28.9,20.8,8.1,1.3,316234.918,176680.2645
W00009342,,oa,155,73,30,34,15,3,47.1,19.4,21.9,9.7,1.9,320811.3355,181057.514
W00009533,,oa,136,100,29,7,0,0,73.5,21.3,5.1,0.0,0.0,315825.00800000003,181920.96149999998
W00009636,,oa,120,72,28,13,5,2,60.0,23.3,10.8,4.2,1.7,320426.47250000003,176415.8695
W00009633,,oa,163,36,49,55,10,13,22.1,30.1,33.7,6.1,8.0,319823.07,176439.507
W00009164,,oa,115,103,10,2,0,0,89.6,8.7,1.7,0.0,0.0,317397.13300000003,180542.7015
W00009162,,oa,115,96,9,9,1,0,83.5,7.8,7.8,0.9,0.0,317158.93200000003,180401.66999999998
W00008923,,oa,141,38,32,53,15,3,27.0,22.7,37.6,10.6,2.1,318402.2025,178116.1975
W00008920,,oa,128,45,25,42,13,3,35.2,19.5,32.8,10.2,2.3,318358.5255,178451.44150000002
W00008872,,oa,122,74,31,15,2,0,60.7,25.4,12.3,1.6,0.0,315850.55850000004,176500.4605
W00008873,,oa,140,81,37,17,2,3,57.9,26.4,12.1,1.4,2.1,316089.4375,176552.0565
W00008871,,oa,161,70,50,32,8,1,43.5,31.1,19.9,5.0,0.6,316400.5125,176609.0655
W00008879,,oa,135,105,12,16,2,0,77.8,8.9,11.9,1.5,0.0,316429.90650000004,176321.6995
W00009080,,oa,158,62,33,38,21,4,39.2,20.9,24.1,13.3,2.5,317767.475,178583.4045
W00009088,,oa,147,55,39,36,8,9,37.4,26.5,24.5,5.4,6.1,317485.1455,178602.501
W00009586,,oa,143,38,41,42,18,4,26.6,28.7,29.4,12.6,2.8,316568.8515,176972.49349999998
W00009585,,oa,115,75,22,9,8,1,65.2,19.1,7.8,7.0,0.9,316852.163,176979.1115
W00009581,,oa,145,58,50,25,10,2,40.0,34.5,17.2,6.9,1.4,316446.642,177266.3395
W00009580,,oa,190,39,35,42,57,17,20.5,18.4,22.1,30.0,8.9,317086.372,177393.84649999999
W00009458,,oa,116,52,33,22,5,4,44.8,28.4,19.0,4.3,3.4,318820.66500000004,178222.5185
W00009765,,oa,110,84,17,9,0,0,76.4,15.5,8.2,0.0,0.0,315793.57550000004,179890.47749999998
W00009764,,oa,124,89,22,8,4,1,71.8,17.7,6.5,3.2,0.8,316303.421,179918.5745
W00009094,,oa,129,34,45,31,15,4,26.4,34.9,24.0,11.6,3.1,316986.519,175189.1175
W00010223,,oa,82,17,26,27,8,4,20.7,31.7,32.9,9.8,4.9,317449.047,177961.2035
W00009277,,oa,128,85,32,11,0,0,66.4,25.0,8.6,0.0,0.0,316568.54949999996,182710.304
W00009597,,oa,192,59,35,50,36,12,30.7,18.2,26.0,18.8,6.3,316863.47,176574.76799999998
W00009594,,oa,149,75,50,14,7,3,50.3,33.6,9.4,4.7,2.0,316697.6065,176788.7305
W00009591,,oa,139,82,34,15,5,3,59.0,24.5,10.8,3.6,2.2,316870.93200000003,176741.6995
W00009598,,oa,122,56,27,25,12,2,45.9,22.1,20.5,9.8,1.6,316897.5,176393.4155
W00009324,,oa,131,47,43,33,7,1,35.9,32.8,25.2,5.3,0.8,321677.13,181190.2465
W00008603,,oa,161,124,15,14,8,0,77.0,9.3,8.7,5.0,0.0,325221.40599999996,183023.34350000002
W00009687,,oa,106,69,21,14,2,0,65.1,19.8,13.2,1.9,0.0,323610.58200000005,181405.46149999998
W00009325,,oa,124,65,31,21,4,3,52.4,25.0,16.9,3.2,2.4,322378.88,181399.2605
W00010151,,oa,133,52,23,30,27,1,39.1,17.3,22.6,20.3,0.8,316946.9745,181329.921
W00009360,,oa,118,79,25,13,0,1,66.9,21.2,11.0,0.0,0.8,319861.67949999997,179991.6925
W00009720,,oa,127,73,26,22,6,0,57.5,20.5,17.3,4.7,0.0,313500.099,182235.6595
W00009234,,oa,108,65,25,13,3,2,60.2,23.1,12.0,2.8,1.9,315070.2685,179092.89
W00010152,,oa,129,72,14,28,15,0,55.8,10.9,21.7,11.6,0.0,313766.042,179989.17599999998
W00009247,,oa,147,57,64,23,1,2,38.8,43.5,15.6,0.7,1.4,317373.105,182667.766
W00010135,,oa,130,92,23,12,2,1,70.8,17.7,9.2,1.5,0.8,316843.126,180590.7365
W00009140,,oa,146,111,21,10,3,1,76.0,14.4,6.8,2.1,0.7,316965.17350000003,180033.23200000002
W00009141,,oa,181,112,21,29,13,6,61.9,11.6,16.0,7.2,3.3,316721.6925,180194.2625
W00009148,,oa,78,26,34,18,0,0,33.3,43.6,23.1,0.0,0.0,318158.9975,179859.50400000002
W00009245,,oa,183,138,30,13,1,1,75.4,16.4,7.1,0.5,0.5,316623.083,183146.314
W00009249,,oa,140,94,31,12,2,1,67.1,22.1,8.6,1.4,0.7,318284.22,182297.78350000002
W00009745,,oa,115,85,22,7,0,1,73.9,19.1,6.1,0.0,0.9,314689.3875,180910.05949999997
W00009747,,oa,123,57,30,33,3,0,46.3,24.4,26.8,2.4,0.0,315001.72349999996,180675.491
W00009749,,oa,134,126,6,2,0,0,94.0,4.5,1.5,0.0,0.0,315232.406,180554.89549999998
W00009156,,oa,111,102,4,5,0,0,91.9,3.6,4.5,0.0,0.0,317522.7725,180776.34850000002
W00009153,,oa,121,94,19,6,2,0,77.7,15.7,5.0,1.7,0.0,316949.954,179484.2035
W00009252,,oa,178,98,34,35,8,3,55.1,19.1,19.7,4.5,1.7,317917.50450000004,181871.7645
W00009258,,oa,138,89,23,22,4,0,64.5,16.7,15.9,2.9,0.0,317895.365,181367.98700000002
W00009259,,oa,121,57,22,29,8,5,47.1,18.2,24.0,6.6,4.1,318022.177,181201.4005
W00009486,,oa,142,105,29,8,0,0,73.9,20.4,5.6,0.0,0.0,320170.9175,182088.239
W00009758,,oa,119,106,7,4,1,1,89.1,5.9,3.4,0.8,0.8,314988.74950000003,180158.7175
W00009364,,oa,133,96,22,9,6,0,72.2,16.5,6.8,4.5,0.0,319835.9805,179659.4525
W00009229,,oa,141,111,24,4,2,0,78.7,17.0,2.8,1.4,0.0,314727.8715,179335
W00006525,,oa,126,67,42,14,3,0,53.2,33.3,11.1,2.4,0.0,312525.5455,184063.022
W00009412,,oa,128,82,29,14,2,1,64.1,22.7,10.9,1.6,0.8,320035.1225,179246.26049999997
W00009726,,oa,128,102,16,8,2,0,79.7,12.5,6.3,1.6,0.0,315241.59699999995,179814.728
W00009727,,oa,112,91,15,5,1,0,81.3,13.4,4.5,0.9,0.0,316183.1165,179521.9135
W00009728,,oa,124,85,21,15,2,1,68.5,16.9,12.1,1.6,0.8,315654.00749999995,179541.638
W00009729,,oa,126,107,10,7,2,0,84.9,7.9,5.6,1.6,0.0,316386.773,179389.146
W00008967,,oa,97,29,13,19,31,5,29.9,13.4,19.6,32.0,5.2,318895.922,180163.869
W00008964,,oa,136,60,44,24,7,1,44.1,32.4,17.6,5.1,0.7,318878.2105,180280.07549999998
W00008963,,oa,135,109,18,7,1,0,80.7,13.3,5.2,0.7,0.0,319243.179,180381.557
W00009230,,oa,141,84,30,22,5,0,59.6,21.3,15.6,3.5,0.0,315167.5885,179216
W00009540,,oa,117,98,14,4,1,0,83.8,12.0,3.4,0.9,0.0,316398.1855,181366.15000000002
W00009549,,oa,126,99,19,7,0,1,78.6,15.1,5.6,0.0,0.8,316501.7635,180832.407
W00009736,,oa,137,83,33,20,1,0,60.6,24.1,14.6,0.7,0.0,316532.788,179317.48599999998
W00009731,,oa,123,79,23,14,6,1,64.2,18.7,11.4,4.9,0.8,316469.577,179574.8695
W00009735,,oa,120,89,20,8,3,0,74.2,16.7,6.7,2.5,0.0,316705.81200000003,179403.213
W00008971,,oa,124,102,20,1,0,1,82.3,16.1,0.8,0.0,0.8,318265.7035,180053.50400000002
W00009184,,oa,126,121,1,3,1,0,96.0,0.8,2.4,0.8,0.0,318696.678,183279.8095
W00009182,,oa,127,122,2,2,1,0,96.1,1.6,1.6,0.8,0.0,318349.901,183266.91499999998
W00009189,,oa,129,77,36,14,1,1,59.7,27.9,10.9,0.8,0.8,314041.622,179371.276
W00009188,,oa,128,81,37,7,3,0,63.3,28.9,5.5,2.3,0.0,313895.911,179460.4895
W00009282,,oa,115,48,27,38,1,1,41.7,23.5,33.0,0.9,0.9,316873.229,182453.1015
W00009281,,oa,129,90,23,12,3,1,69.8,17.8,9.3,2.3,0.8,317384.97,182363.089
W00009556,,oa,125,112,10,1,1,1,89.6,8.0,0.8,0.8,0.8,315270.46900000004,182082.6615
W00009553,,oa,135,70,46,16,3,0,51.9,34.1,11.9,2.2,0.0,315817.1505,182166.478
W00009376,,oa,189,114,27,39,7,2,60.3,14.3,20.6,3.7,1.1,311961.08999999997,182732.5385
W00009526,,oa,146,132,7,6,1,0,90.4,4.8,4.1,0.7,0.0,315239.184,181495.3195
W00009522,,oa,129,95,26,8,0,0,73.6,20.2,6.2,0.0,0.0,316120.917,182032.7445
W00006515,,oa,218,116,64,33,2,3,53.2,29.4,15.1,0.9,1.4,312257.7275,183568.5045
W00009528,,oa,129,69,42,15,2,1,53.5,32.6,11.6,1.6,0.8,316078.2705,181867.401
W00009716,,oa,131,99,22,7,1,2,75.6,16.8,5.3,0.8,1.5,313824.07849999995,183346.7825
W00008954,,oa,150,83,32,25,7,3,55.3,21.3,16.7,4.7,2.0,318493.00399999996,180852.3335
W00008957,,oa,134,106,16,11,1,0,79.1,11.9,8.2,0.7,0.0,318313.93350000004,180851.9995
W00008952,,oa,125,117,7,1,0,0,93.6,5.6,0.8,0.0,0.0,319609.85750000004,181449.7855
W00008951,,oa,148,115,20,9,4,0,77.7,13.5,6.1,2.7,0.0,318278.428,181218.32400000002
W00009348,,oa,131,95,22,11,3,0,72.5,16.8,8.4,2.3,0.0,319642.802,180413.305
W00009534,,oa,131,37,74,17,3,0,28.2,56.5,13.0,2.3,0.0,316480.797,181665.759
W00009539,,oa,121,108,8,5,0,0,89.3,6.6,4.1,0.0,0.0,316417.9865,181462.64299999998
W00010150,,oa,126,120,5,1,0,0,95.2,4.0,0.8,0.0,0.0,312344.078,180167.0725
W00009166,,oa,128,96,18,11,2,1,75.0,14.1,8.6,1.6,0.8,316301.5285,180311.843
W00009169,,oa,145,112,22,7,3,1,77.2,15.2,4.8,2.1,0.7,317956.0435,180339.00300000003
W00009351,,oa,110,67,22,17,3,1,60.9,20.0,15.5,2.7,0.9,320481.368,180286.30550000002
W00009266,,oa,121,60,31,20,8,2,49.6,25.6,16.5,6.6,1.7,317582.579,183108.8995
W00009267,,oa,119,49,47,21,2,0,41.2,39.5,17.6,1.7,0.0,317238.717,183182.013
W00009264,,oa,121,94,15,10,2,0,77.7,12.4,8.3,1.7,0.0,317770.799,183197.225
W00009262,,oa,114,82,22,9,1,0,71.9,19.3,7.9,0.9,0.0,317551.4865,183487.72999999998
W00009268,,oa,122,42,45,28,5,2,34.4,36.9,23.0,4.1,1.6,317696.4445,183088.046
W00009269,,oa,117,39,56,20,2,0,33.3,47.9,17.1,1.7,0.0,317177.293,183018.087
W00009503,,oa,208,167,25,13,3,0,80.3,12.0,6.3,1.4,0.0,312794.70900000003,180568.415
W00009766,,oa,129,104,22,3,0,0,80.6,17.1,2.3,0.0,0.0,315957.908,179908.995
W00009763,,oa,133,78,34,19,2,0,58.6,25.6,14.3,1.5,0.0,314257.8345,179922.7555
W00009760,,oa,139,67,46,20,5,1,48.2,33.1,14.4,3.6,0.7,314495.838,180086.84350000002
W00009172,,oa,135,112,22,1,0,0,83.0,16.3,0.7,0.0,0.0,316164.68000000005,180146.90350000001
W00009178,,oa,118,83,23,8,4,0,70.3,19.5,6.8,3.4,0.0,318566.7825,182842.8225
W00009517,,oa,144,79,52,11,1,1,54.9,36.1,7.6,0.7,0.7,316140.69550000003,181558.0235
W00010228,,oa,123,116,1,3,3,0,94.3,0.8,2.4,2.4,0.0,310753.997,180208.74
W00010227,,oa,104,66,21,13,3,1,63.5,20.2,12.5,2.9,1.0,312502.319,181738.0565
W00009279,,oa,113,80,17,11,3,2,70.8,15.0,9.7,2.7,1.8,317119.473,182492.2905
W00009514,,oa,125,94,22,7,1,1,75.2,17.6,5.6,0.8,0.8,312713.3645,181700.4445
W00009515,,oa,124,81,24,14,5,0,65.3,19.4,11.3,4.0,0.0,312777.392,181670.682
W00009615,,oa,111,60,36,13,2,0,54.1,32.4,11.7,1.8,0.0,322359.8395,180217.0915
W00009699,,oa,100,33,22,38,4,3,33.0,22.0,38.0,4.0,3.0,323016.897,180951.8095
W00009713,,oa,153,69,35,37,10,2,45.1,22.9,24.2,6.5,1.3,323425.7575,180082.67
W00009306,,oa,103,40,32,21,9,1,38.8,31.1,20.4,8.7,1.0,322285.891,180507.972
W00009300,,oa,118,59,22,28,8,1,50.0,18.6,23.7,6.8,0.8,322194.135,180882.8885
W00009483,,oa,84,52,24,7,1,0,61.9,28.6,8.3,1.2,0.0,322838.848,181177.8985
W00009673,,oa,141,56,24,43,12,6,39.7,17.0,30.5,8.5,4.3,323078.33349999995,180294.71899999998
W00009670,,oa,157,86,29,34,7,1,54.8,18.5,21.7,4.5,0.6,323039.4045,180477.3785
W00010179,,oa,76,21,27,22,6,0,27.6,35.5,28.9,7.9,0.0,323512.703,180450.8615
W00009709,,oa,237,111,74,37,12,3,46.8,31.2,15.6,5.1,1.3,324223.70200000005,180497.00449999998
W00009295,,oa,157,82,39,32,3,1,52.2,24.8,20.4,1.9,0.6,322470.81200000003,181173.67700000003
W00009299,,oa,123,42,27,43,9,2,34.1,22.0,35.0,7.3,1.6,322464.89749999996,180790
W00009298,,oa,126,76,26,20,3,1,60.3,20.6,15.9,2.4,0.8,322643.856,180898.416
W00009621,,oa,129,51,42,30,4,2,39.5,32.6,23.3,3.1,1.6,322354.659,179775.63
W00010155,,oa,102,62,25,13,2,0,60.8,24.5,12.7,2.0,0.0,324001.772,180211.9855
W00009686,,oa,122,55,39,21,6,1,45.1,32.0,17.2,4.9,0.8,323222.488,181438.463
W00009685,,oa,170,102,35,19,8,6,60.0,20.6,11.2,4.7,3.5,324245.356,182027.1345
W00009600,,oa,141,58,23,52,6,2,41.1,16.3,36.9,4.3,1.4,322688.38399999996,180648.829
W00008839,,oa,105,20,55,21,6,3,19.0,52.4,20.0,5.7,2.9,313164.7665,175759.3515
W00009043,,oa,149,79,37,19,7,7,53.0,24.8,12.8,4.7,4.7,313226.00800000003,177637.48849999998
W00009040,,oa,128,64,33,24,7,0,50.0,25.8,18.8,5.5,0.0,313019.817,177957.9725
W00008945,,oa,115,89,22,3,0,1,77.4,19.1,2.6,0.0,0.9,312321.3915,176428.981
W00008943,,oa,156,124,30,2,0,0,79.5,19.2,1.3,0.0,0.0,311644.7705,176189.229
W00009026,,oa,110,71,28,8,3,0,64.5,25.5,7.3,2.7,0.0,311955.2395,175873.6065
W00009024,,oa,132,44,45,39,3,1,33.3,34.1,29.5,2.3,0.8,312237.1205,175729.184
W00009025,,oa,117,26,40,40,8,3,22.2,34.2,34.2,6.8,2.6,312687.583,175866.18050000002
W00009022,,oa,127,45,45,27,10,0,35.4,35.4,21.3,7.9,0.0,311688.73,175707.166
W00009023,,oa,120,24,55,34,6,1,20.0,45.8,28.3,5.0,0.8,312413.251,175858.1725
W00009021,,oa,139,57,31,35,9,7,41.0,22.3,25.2,6.5,5.0,312922.5075,175826.849
W00009028,,oa,108,24,22,51,8,3,22.2,20.4,47.2,7.4,2.8,312426.30799999996,175658.62449999998
W00006517,,oa,132,83,26,18,4,1,62.9,19.7,13.6,3.0,0.8,313177.5235,183513.3645
W00009033,,oa,124,83,23,15,3,0,66.9,18.5,12.1,2.4,0.0,312975.6225,177676.4865
W00009006,,oa,134,16,43,59,14,2,11.9,32.1,44.0,10.4,1.5,312670.353,176291.6575
W00009000,,oa,136,57,37,33,6,3,41.9,27.2,24.3,4.4,2.2,313720.244,176723.9125
W00009505,,oa,114,65,41,7,0,1,57.0,36.0,6.1,0.0,0.9,312806.782,180996.674
W00009508,,oa,131,96,24,8,3,0,73.3,18.3,6.1,2.3,0.0,312227.14,181067.6885
W00008846,,oa,127,31,29,52,13,2,24.4,22.8,40.9,10.2,1.6,313231.9045,175537.213
W00008845,,oa,124,53,29,31,9,2,42.7,23.4,25.0,7.3,1.6,313612.65,175504.6085
W00008848,,oa,123,27,28,40,19,9,22.0,22.8,32.5,15.4,7.3,313664.1985,175294.65850000002
W00008849,,oa,109,41,23,32,9,4,37.6,21.1,29.4,8.3,3.7,312634.8275,175286.12
W00009014,,oa,135,51,36,32,14,2,37.8,26.7,23.7,10.4,1.5,313132.5,176185.5685
W00009019,,oa,119,28,35,43,10,3,23.5,29.4,36.1,8.4,2.5,312411.12899999996,176031.765
W00009012,,oa,120,38,11,58,10,3,31.7,9.2,48.3,8.3,2.5,313790.43799999997,176392.779
W00010221,,oa,121,94,20,3,4,0,77.7,16.5,2.5,3.3,0.0,311776.88,177055
W00009510,,oa,129,114,13,2,0,0,88.4,10.1,1.6,0.0,0.0,312400.086,180711.3625
W00010146,,oa,129,41,24,37,21,6,31.8,18.6,28.7,16.3,4.7,320976.408,177933.314
W00010180,,oa,131,66,17,24,22,2,50.4,13.0,18.3,16.8,1.5,321306.0425,178000.0015
W00010175,,oa,119,33,13,45,25,3,27.7,10.9,37.8,21.0,2.5,321124.9805,181457.12800000003
W00008599,,oa,134,119,12,3,0,0,88.8,9.0,2.2,0.0,0.0,325381.52650000004,182011.4945
W00010225,,oa,105,56,33,12,3,1,53.3,31.4,11.4,2.9,1.0,321249.36750000005,181989.58250000002
W00009704,,oa,138,52,27,51,5,3,37.7,19.6,37.0,3.6,2.2,323229.453,180708.3775
W00009311,,oa,133,84,27,18,3,1,63.2,20.3,13.5,2.3,0.8,321776.4595,180155.6165
W00009390,,oa,143,116,10,14,2,1,81.1,7.0,9.8,1.4,0.7,319619.676,178551.74550000002
W00009433,,oa,227,42,16,43,50,76,18.5,7.0,18.9,22.0,33.5,319661.998,177328.1725
W00009619,,oa,127,66,31,21,3,6,52.0,24.4,16.5,2.4,4.7,322405.2485,179967.6825
W00009332,,oa,130,58,36,28,6,2,44.6,27.7,21.5,4.6,1.5,320354.9865,181339.938
W00009665,,oa,114,22,27,45,14,6,19.3,23.7,39.5,12.3,5.3,321308.9465,176885.682
W00010207,,oa,108,71,25,9,2,1,65.7,23.1,8.3,1.9,0.9,323722.476,180311.218
W00009985,,oa,139,21,14,42,45,17,15.1,10.1,30.2,32.4,12.2,319694.9435,177168.311
W00009338,,oa,123,72,36,12,3,0,58.5,29.3,9.8,2.4,0.0,320192.4305,181074.489
W00009337,,oa,186,59,80,34,12,1,31.7,43.0,18.3,6.5,0.5,320631.8245,181291.586
W00009334,,oa,132,57,29,33,11,2,43.2,22.0,25.0,8.3,1.5,321002.46900000004,181259.59600000002
W00009333,,oa,141,113,16,7,5,0,80.1,11.3,5.0,3.5,0.0,319941.8075,181394.5095
W00009616,,oa,118,70,25,18,2,3,59.3,21.2,15.3,1.7,2.5,322654.0855,180140.576
W00009617,,oa,107,55,43,6,1,2,51.4,40.2,5.6,0.9,1.9,322260.7725,180061.20049999998
W00009693,,oa,184,45,48,77,13,1,24.5,26.1,41.8,7.1,0.5,323516.83400000003,181026.214
W00009612,,oa,124,87,21,15,1,0,70.2,16.9,12.1,0.8,0.0,321841.534,178825.6635
W00009691,,oa,216,81,76,43,13,3,37.5,35.2,19.9,6.0,1.4,323854.302,181281.18349999998
W00009690,,oa,132,44,43,29,12,4,33.3,32.6,22.0,9.1,3.0,324134.96499999997,181288.852
W00009618,,oa,129,63,35,23,8,0,48.8,27.1,17.8,6.2,0.0,322690.2155,179924.448
W00009372,,oa,117,68,30,13,5,1,58.1,25.6,11.1,4.3,0.9,320542.97849999997,181604.679
W00009304,,oa,137,100,25,9,3,0,73.0,18.2,6.6,2.2,0.0,321209.69649999996,180141.32799999998
W00009404,,oa,125,58,27,30,7,3,46.4,21.6,24.0,5.6,2.4,319914.2375,177738.758
W00009484,,oa,118,16,46,36,17,3,13.6,39.0,30.5,14.4,2.5,322651.06799999997,181832.0615
W00009403,,oa,127,73,16,26,8,4,57.5,12.6,20.5,6.3,3.1,319635.7605,177816.5465
W00009481,,oa,147,107,24,13,2,1,72.8,16.3,8.8,1.4,0.7,323192.451,181704.4455
W00009401,,oa,129,97,13,10,9,0,75.2,10.1,7.8,7.0,0.0,319627.47849999997,178043.66700000002
W00009489,,oa,130,62,36,29,3,0,47.7,27.7,22.3,2.3,0.0,320962.453,182458.5745
W00009666,,oa,106,9,27,60,7,3,8.5,25.5,56.6,6.6,2.8,321157.57550000004,177113.749
W00009663,,oa,116,35,36,29,15,1,30.2,31.0,25.0,12.9,0.9,320931.098,176881.058
W00009660,,oa,133,83,21,15,8,6,62.4,15.8,11.3,6.0,4.5,320376.772,177109.28100000002
W00009492,,oa,100,23,37,34,6,0,23.0,37.0,34.0,6.0,0.0,321170.5875,182368.90899999999
W00009367,,oa,135,48,52,25,8,2,35.6,38.5,18.5,5.9,1.5,319830.547,179466.29700000002
W00009397,,oa,141,115,20,4,2,0,81.6,14.2,2.8,1.4,0.0,319850.87600000005,178200.00699999998
W00009394,,oa,136,108,15,9,4,0,79.4,11.0,6.6,2.9,0.0,319854.72699999996,178449.7885
