area_code,area_name,census_geography,rooms_all,rooms_2_plus,rooms_1_plus,rooms_0,rooms_1_minus,rooms_2_minus,rooms_2_plus_perc,rooms_1_plus_perc,rooms_0_perc,rooms_1_minus_perc,rooms_2_minus_perc,centroid_x,centroid_y
W00009361,,oa,158,77,24,48,4,5,48.7,15.2,30.4,2.5,3.2,320299.1185,179726.0005
W00009443,,oa,126,44,30,23,19,10,34.9,23.8,18.3,15.1,7.9,318990.135,177443.653
W00009469,,oa,106,41,33,22,8,2,38.7,31.1,20.8,7.5,1.9,318869.923,177868.27850000001
W00009462,,oa,128,45,34,27,15,7,35.2,26.6,21.1,11.7,5.5,319197.2115,177990.13
W00009466,,oa,114,30,30,29,21,4,26.3,26.3,25.4,18.4,3.5,319038.13049999997,177887.3775
W00009461,,oa,124,50,14,32,20,8,40.3,11.3,25.8,16.1,6.5,319072.605,178139.50699999998
W00009655,,oa,136,65,28,34,7,2,47.8,20.6,25.0,5.1,1.5,320875.6995,177209.9495
W00009657,,oa,111,12,58,19,16,6,10.8,52.3,17.1,14.4,5.4,320577.531,177505.59600000002
W00009656,,oa,222,51,59,72,26,14,23.0,26.6,32.4,11.7,6.3,321301.05449999997,176503.1
W00009652,,oa,136,35,43,36,20,2,25.7,31.6,26.5,14.7,1.5,320934.713,177381.31650000002
W00009650,,oa,115,36,55,17,7,0,31.3,47.8,14.8,6.1,0.0,321396.213,177398.24099999998
W00009651,,oa,149,58,35,41,10,5,38.9,23.5,27.5,6.7,3.4,320844.2845,177519.21000000002
W00009659,,oa,121,64,27,24,6,0,52.9,22.3,19.8,5.0,0.0,320535.50049999997,177081.212
W00009658,,oa,114,60,31,13,4,6,52.6,27.2,11.4,3.5,5.3,320848.2585,177046.454
W00010172,,oa,131,72,38,16,5,0,55.0,29.0,12.2,3.8,0.0,321526.8125,177431.41100000002
W00009371,,oa,138,65,44,25,3,1,47.1,31.9,18.1,2.2,0.7,320277.046,181742.271
W00008921,,oa,122,46,45,26,4,1,37.7,36.9,21.3,3.3,0.8,318415.8365,178296.0055
W00010142,,oa,155,58,51,33,13,0,37.4,32.9,21.3,8.4,0.0,320195.746,178167.299
W00010127,,oa,134,6,31,61,33,3,4.5,23.1,45.5,24.6,2.2,319368.226,173977.5005
W00009626,,oa,142,62,39,35,5,1,43.7,27.5,24.6,3.5,0.7,321751.20999999996,179651.347
W00009625,,oa,116,45,17,43,8,3,38.8,14.7,37.1,6.9,2.6,322171.2215,179463.5855
W00009623,,oa,124,88,24,11,1,0,71.0,19.4,8.9,0.8,0.0,321992.10549999995,179580.0795
W00010147,,oa,142,29,63,36,12,2,20.4,44.4,25.4,8.5,1.4,319405.15150000004,174981.5615
W00008956,,oa,129,106,19,4,0,0,82.2,14.7,3.1,0.0,0.0,319282.06200000003,180863.772
W00008950,,oa,130,115,11,4,0,0,88.5,8.5,3.1,0.0,0.0,318774.2355,181252.5115
W00009982,,oa,104,2,14,28,41,19,1.9,13.5,26.9,39.4,18.3,319013.34699999995,176390.36599999998
W00009346,,oa,128,71,34,16,5,2,55.5,26.6,12.5,3.9,1.6,320082.25,180500.603
W00009344,,oa,156,51,65,26,12,2,32.7,41.7,16.7,7.7,1.3,320014.62549999997,180659.69
W00008922,,oa,162,31,37,56,29,9,19.1,22.8,34.6,17.9,5.6,318281.5455,178307.21850000002
W00009343,,oa,124,64,24,28,8,0,51.6,19.4,22.6,6.5,0.0,320176.6185,181014.85
W00009445,,oa,141,26,20,59,29,7,18.4,14.2,41.8,20.6,5.0,319489.8895,177177.983
W00009447,,oa,144,23,28,61,27,5,16.0,19.4,42.4,18.8,3.5,319366.02249999996,177192.325
W00009444,,oa,137,41,38,32,20,6,29.9,27.7,23.4,14.6,4.4,319117.252,177338.109
W00009442,,oa,119,25,20,38,32,4,21.0,16.8,31.9,26.9,3.4,319506.1925,177366.336
W00009441,,oa,154,35,32,61,20,6,22.7,20.8,39.6,13.0,3.9,319078.6345,177220.878
W00009449,,oa,204,23,39,50,53,39,11.3,19.1,24.5,26.0,19.1,318997.4385,176904.55599999998
W00009637,,oa,132,64,27,25,11,5,48.5,20.5,18.9,8.3,3.8,320329.5965,176467.21899999998
W00009635,,oa,124,59,28,20,14,3,47.6,22.6,16.1,11.3,2.4,320053.4095,176600.0565
W00009630,,oa,181,58,44,47,26,6,32.0,24.3,26.0,14.4,3.3,320037.5,176361.3695
W00009639,,oa,136,91,21,16,6,2,66.9,15.4,11.8,4.4,1.5,320374.94550000003,176517.008
W00010159,,oa,112,67,22,20,3,0,59.8,19.6,17.9,2.7,0.0,320259.578,177959.8305
W00009357,,oa,116,48,28,32,6,2,41.4,24.1,27.6,5.2,1.7,320531.918,180189.37550000002
W00009355,,oa,108,78,18,10,1,1,72.2,16.7,9.3,0.9,0.9,319645.405,180093.5795
W00009352,,oa,131,66,23,27,13,2,50.4,17.6,20.6,9.9,1.5,320149.261,180396.67700000003
W00009350,,oa,109,58,14,21,13,3,53.2,12.8,19.3,11.9,2.8,319465.7825,180394.80099999998
W00009358,,oa,136,21,24,70,17,4,15.4,17.6,51.5,12.5,2.9,320192.975,180027.3245
W00009451,,oa,154,66,19,35,23,11,42.9,12.3,22.7,14.9,7.1,318507.78949999996,178695.33500000002
W00009459,,oa,145,37,20,23,40,25,25.5,13.8,15.9,27.6,17.2,319079.7485,178346.0235
W00008786,,oa,141,38,45,37,18,3,27.0,31.9,26.2,12.8,2.1,319795.08999999997,176709.54100000003
W00008784,,oa,160,53,45,40,15,7,33.1,28.1,25.0,9.4,4.4,319924.571,176935.2865
W00008780,,oa,127,56,22,37,10,2,44.1,17.3,29.1,7.9,1.6,320017.569,177153
W00009607,,oa,135,91,27,13,2,2,67.4,20.0,9.6,1.5,1.5,321728.671,179091.9605
W00009608,,oa,129,105,18,4,2,0,81.4,14.0,3.1,1.6,0.0,321507.6715,179049.44
W00008930,,oa,144,26,25,51,33,9,18.1,17.4,35.4,22.9,6.3,318417.7695,177960.28399999999
W00009321,,oa,109,50,29,23,7,0,45.9,26.6,21.1,6.4,0.0,322205.46900000004,181522.5485
W00008795,,oa,169,68,34,46,15,6,40.2,20.1,27.2,8.9,3.6,320010.034,177376.92599999998
W00009426,,oa,124,55,39,23,5,2,44.4,31.5,18.5,4.0,1.6,318719.97199999995,178073.397
W00009425,,oa,125,54,15,34,18,4,43.2,12.0,27.2,14.4,3.2,319314.26249999995,177096.913
W00009423,,oa,174,41,24,44,46,19,23.6,13.8,25.3,26.4,10.9,319382.233,177815.16600000003
W00008792,,oa,120,48,26,37,9,0,40.0,21.7,30.8,7.5,0.0,319480.234,176481.4
W00008799,,oa,167,57,55,35,9,11,34.1,32.9,21.0,5.4,6.6,320159.89749999996,177372.45299999998
W00008798,,oa,166,81,39,31,11,4,48.8,23.5,18.7,6.6,2.4,320269.65599999996,177350.4675
W00008804,,oa,155,79,26,26,17,7,51.0,16.8,16.8,11.0,4.5,318545.35,174315.5565
W00010149,,oa,148,4,12,67,45,20,2.7,8.1,45.3,30.4,13.5,317960.61950000003,173322.288
W00010138,,oa,126,2,11,56,46,11,1.6,8.7,44.4,36.5,8.7,318183.8515,173392.698
W00010170,,oa,95,18,35,30,9,3,18.9,36.8,31.6,9.5,3.2,317813.7035,173965.9925
W00010154,,oa,135,15,39,51,26,4,11.1,28.9,37.8,19.3,3.0,318686.49199999997,174672.148
W00010139,,oa,203,10,37,74,75,7,4.9,18.2,36.5,36.9,3.4,319622.854,174448.446
W00010137,,oa,280,16,23,93,125,23,5.7,8.2,33.2,44.6,8.2,318676.0115,176040.896
W00010212,,oa,68,4,19,31,12,2,5.9,27.9,45.6,17.6,2.9,317527.934,177777.869
W00009645,,oa,209,36,48,90,27,8,17.2,23.0,43.1,12.9,3.8,320153.646,176168.311
W00010178,,oa,97,40,18,16,20,3,41.2,18.6,16.5,20.6,3.1,317138.25600000005,178163.10450000002
W00009181,,oa,116,112,3,1,0,0,96.6,2.6,0.9,0.0,0.0,319481.62549999997,183640.25
W00007425,,oa,171,146,14,8,2,1,85.4,8.2,4.7,1.2,0.6,322052.74600000004,186157.725
W00010219,,oa,80,14,9,22,29,6,17.5,11.3,27.5,36.3,7.5,318437.728,177450.9545
W00009161,,oa,165,109,26,21,9,0,66.1,15.8,12.7,5.5,0.0,316361.702,180503.12
W00010208,,oa,160,6,12,44,76,22,3.8,7.5,27.5,47.5,13.8,318353.32200000004,176059.8875
W00009073,,oa,145,79,30,19,12,5,54.5,20.7,13.1,8.3,3.4,316641.757,178816.923
W00009090,,oa,128,92,26,6,2,2,71.9,20.3,4.7,1.6,1.6,318141.51450000005,174643.75
W00010199,,oa,128,39,19,30,33,7,30.5,14.8,23.4,25.8,5.5,316945.8125,181505.686
W00009126,,oa,150,70,48,24,7,1,46.7,32.0,16.0,4.7,0.7,316933.387,175703.597
W00010168,,oa,114,10,33,51,17,3,8.8,28.9,44.7,14.9,2.6,317786.41099999996,173911.8315
W00009336,,oa,131,60,39,27,4,1,45.8,29.8,20.6,3.1,0.8,319816.59349999996,181082.1355
W00009695,,oa,110,42,50,14,2,2,38.2,45.5,12.7,1.8,1.8,324225.7305,181190.80550000002
W00009147,,oa,125,77,32,12,1,3,61.6,25.6,9.6,0.8,2.4,316691.0635,179829.147
W00009144,,oa,111,77,29,5,0,0,69.4,26.1,4.5,0.0,0.0,316450.61100000003,179919.948
W00009145,,oa,129,86,22,19,2,0,66.7,17.1,14.7,1.6,0.0,316693.106,180016.38150000002
W00009436,,oa,136,65,31,22,14,4,47.8,22.8,16.2,10.3,2.9,319248.604,177604.9845
W00008926,,oa,122,62,18,22,18,2,50.8,14.8,18.0,14.8,1.6,317729.658,178171.3075
W00009159,,oa,185,74,54,43,11,3,40.0,29.2,23.2,5.9,1.6,316646.5135,180572.2895
W00009151,,oa,137,109,21,7,0,0,79.6,15.3,5.1,0.0,0.0,316702.30299999996,179591.9505
W00009305,,oa,119,40,49,24,5,1,33.6,41.2,20.2,4.2,0.8,322450.57550000004,180511.7875
W00010206,,oa,93,25,15,29,16,8,26.9,16.1,31.2,17.2,8.6,319304.767,176456.4745
W00009253,,oa,116,80,18,14,3,1,69.0,15.5,12.1,2.6,0.9,317632.651,181380
W00009565,,oa,148,73,34,25,10,6,49.3,23.0,16.9,6.8,4.1,317217.14650000003,176257.39049999998
W00009562,,oa,136,9,24,69,28,6,6.6,17.6,50.7,20.6,4.4,317133.435,176385.84649999999
W00009561,,oa,137,36,38,46,13,4,26.3,27.7,33.6,9.5,2.9,316758.5825,176268.4535
W00009667,,oa,101,53,32,11,5,0,52.5,31.7,10.9,5.0,0.0,320395.52749999997,176889.14549999998
W00009661,,oa,130,62,39,24,2,3,47.7,30.0,18.5,1.5,2.3,320272.3345,177169.293
W00010117,,oa,138,20,12,46,53,7,14.5,8.7,33.3,38.4,5.1,317907.454,177159.7735
W00009123,,oa,173,62,48,42,12,9,35.8,27.7,24.3,6.9,5.2,317462.36199999996,175758.7145
W00009396,,oa,166,83,36,30,14,3,50.0,21.7,18.1,8.4,1.8,319570.9385,178291.9025
W00010214,,oa,132,46,38,24,19,5,34.8,28.8,18.2,14.4,3.8,316775.7365,181228.03
W00010211,,oa,86,18,19,39,9,1,20.9,22.1,45.3,10.5,1.2,317607.6495,173252.3555
W00009574,,oa,141,39,27,42,18,15,27.7,19.1,29.8,12.8,10.6,317353.11,176028.103
W00009572,,oa,198,29,29,71,55,14,14.6,14.6,35.9,27.8,7.1,317830.19550000003,176015.05550000002
W00009573,,oa,122,49,30,29,10,4,40.2,24.6,23.8,8.2,3.3,317446.047,176081
W00009570,,oa,153,39,18,57,26,13,25.5,11.8,37.3,17.0,8.5,317602.0985,176054.753
W00009578,,oa,133,79,23,22,7,2,59.4,17.3,16.5,5.3,1.5,316689.83999999997,177465.6665
W00009136,,oa,139,38,47,37,12,5,27.3,33.8,26.6,8.6,3.6,317518.71849999996,175488.585
W00009135,,oa,119,69,20,14,11,5,58.0,16.8,11.8,9.2,4.2,317761.55350000004,175488.276
W00009132,,oa,112,47,15,28,14,8,42.0,13.4,25.0,12.5,7.1,317794.0555,175342.138
W00009133,,oa,136,68,38,22,8,0,50.0,27.9,16.2,5.9,0.0,317044.68799999997,175367.3495
W00008882,,oa,131,57,25,39,7,3,43.5,19.1,29.8,5.3,2.3,316460.32550000004,176111.6825
W00008880,,oa,175,68,47,46,10,4,38.9,26.9,26.3,5.7,2.3,316520.409,176247.961
W00009477,,oa,168,139,16,10,3,0,82.7,9.5,6.0,1.8,0.0,323255.925,181615.6195
W00009233,,oa,136,83,36,16,0,1,61.0,26.5,11.8,0.0,0.7,316575.0075,179084.0775
W00009543,,oa,129,110,12,7,0,0,85.3,9.3,5.4,0.0,0.0,316590.19499999995,181193.52850000001
W00009732,,oa,104,58,31,12,3,0,55.8,29.8,11.5,2.9,0.0,316436.4885,179673.082
W00009647,,oa,118,22,35,43,12,6,18.6,29.7,36.4,10.2,5.1,320147.25,175626.0005
W00009649,,oa,129,52,41,31,3,2,40.3,31.8,24.0,2.3,1.6,320938.042,177636.9595
W00008979,,oa,117,91,17,9,0,0,77.8,14.5,7.7,0.0,0.0,319440.0145,181969.0655
W00009105,,oa,153,68,29,29,16,11,44.4,19.0,19.0,10.5,7.2,317665.876,175084.346
W00009363,,oa,153,5,22,106,18,2,3.3,14.4,69.3,11.8,1.3,319969.3765,179742.14250000002
W00008899,,oa,132,27,35,46,18,6,20.5,26.5,34.8,13.6,4.5,317943.82999999996,177800.701
W00008818,,oa,213,47,24,52,75,15,22.1,11.3,24.4,35.2,7.0,318713.828,175089.338
W00009365,,oa,121,59,22,31,7,2,48.8,18.2,25.6,5.8,1.7,320222.8635,179556.27750000003
W00009369,,oa,141,97,30,11,2,1,68.8,21.3,7.8,1.4,0.7,320144.868,181780.8825
W00009285,,oa,127,75,30,16,6,0,59.1,23.6,12.6,4.7,0.0,316964.121,182274.0185
W00009284,,oa,137,57,32,32,12,4,41.6,23.4,23.4,8.8,2.9,317268.3225,182253.8075
W00009288,,oa,131,73,26,20,10,2,55.7,19.8,15.3,7.6,1.5,316683.201,182225.4975
W00009558,,oa,173,54,56,43,17,3,31.2,32.4,24.9,9.8,1.7,316723.3415,176640.4325
W00010224,,oa,79,36,16,12,12,3,45.6,20.3,15.2,15.2,3.8,317591.03500000003,175741.638
W00009706,,oa,124,36,46,32,8,2,29.0,37.1,25.8,6.5,1.6,324139.6675,180590.1265
W00009653,,oa,142,58,39,27,11,7,40.8,27.5,19.0,7.7,4.9,321162.1365,177422.6955
W00010176,,oa,176,61,31,42,40,2,34.7,17.6,23.9,22.7,1.1,316868.773,181118.6445
W00010173,,oa,124,15,37,59,13,0,12.1,29.8,47.6,10.5,0.0,317284.35349999997,174033.1485
W00009110,,oa,141,83,25,19,7,7,58.9,17.7,13.5,5.0,5.0,317837.5365,174869.299
W00009290,,oa,129,75,17,27,8,2,58.1,13.2,20.9,6.2,1.6,316687.0245,182032.40899999999
W00009521,,oa,130,84,31,11,4,0,64.6,23.8,8.5,3.1,0.0,316369.614,182160.18300000002
W00009624,,oa,169,68,38,46,13,4,40.2,22.5,27.2,7.7,2.4,322459.576,179437.9505
W00009629,,oa,148,89,25,30,2,2,60.1,16.9,20.3,1.4,1.4,320230.017,176771.6165
W00008955,,oa,132,120,8,3,0,1,90.9,6.1,2.3,0.0,0.8,319052.373,181045.1645
W00008958,,oa,133,88,37,7,1,0,66.2,27.8,5.3,0.8,0.0,319362.7735,180670.72
W00009340,,oa,132,44,30,42,15,1,33.3,22.7,31.8,11.4,0.8,320710.4275,181084.886
W00009082,,oa,140,66,29,34,7,4,47.1,20.7,24.3,5.0,2.9,317230.4515,179105.7495
W00010157,,oa,111,91,10,6,3,1,82.0,9.0,5.4,2.7,0.9,321673.966,182049.0765
W00008927,,oa,127,64,21,30,8,4,50.4,16.5,23.6,6.3,3.1,317853.77099999995,178028.776
W00008925,,oa,143,55,30,40,14,4,38.5,21.0,28.0,9.8,2.8,317923.1355,178189.0755
W00008877,,oa,139,69,21,23,18,8,49.6,15.1,16.5,12.9,5.8,316610.664,176459.511
W00008875,,oa,152,105,17,20,8,2,69.1,11.2,13.2,5.3,1.3,316361.83499999996,176436.631
W00008878,,oa,120,75,23,12,7,3,62.5,19.2,10.0,5.8,2.5,316275.069,176362.263
W00009083,,oa,131,85,27,14,3,2,64.9,20.6,10.7,2.3,1.5,317672.8985,179016.201
W00009081,,oa,133,71,20,34,5,3,53.4,15.0,25.6,3.8,2.3,317300.5,178542.70299999998
W00009263,,oa,185,70,69,43,3,0,37.8,37.3,23.2,1.6,0.0,317250.283,183557.02250000002
W00009500,,oa,111,76,19,13,3,0,68.5,17.1,11.7,2.7,0.0,319942.10699999996,182070.146
W00009582,,oa,155,61,20,42,26,6,39.4,12.9,27.1,16.8,3.9,316894.7595,177232.5215
W00009584,,oa,133,85,23,16,6,3,63.9,17.3,12.0,4.5,2.3,316415.05,177158.505
W00009583,,oa,165,73,39,38,14,1,44.2,23.6,23.0,8.5,0.6,316567.5265,177137.0455
W00009589,,oa,136,54,42,30,7,3,39.7,30.9,22.1,5.1,2.2,316699.966,177021.6775
W00009456,,oa,119,51,30,26,6,6,42.9,25.2,21.8,5.0,5.0,318654.4305,178264.0365
W00009457,,oa,146,64,26,25,14,17,43.8,17.8,17.1,9.6,11.6,318814.99950000003,178315.089
W00009452,,oa,130,64,22,18,16,10,49.2,16.9,13.8,12.3,7.7,318577.6645,178500.68300000002
W00009453,,oa,151,68,32,26,13,12,45.0,21.2,17.2,8.6,7.9,318679.136,178622.986
W00008782,,oa,158,68,29,38,17,6,43.0,18.4,24.1,10.8,3.8,319789.7835,176961.87099999998
W00009682,,oa,155,55,40,46,9,5,35.5,25.8,29.7,5.8,3.2,323213.6435,181075
W00009174,,oa,134,113,18,1,2,0,84.3,13.4,0.7,1.5,0.0,317053.38800000004,180160.32150000002
W00009173,,oa,115,96,12,5,2,0,83.5,10.4,4.3,1.7,0.0,317354.99,180180.7095
W00009179,,oa,122,115,4,3,0,0,94.3,3.3,2.5,0.0,0.0,318198.4255,182883.8185
W00009097,,oa,142,46,47,36,11,2,32.4,33.1,25.4,7.7,1.4,317460.7885,175218.83299999998
W00009096,,oa,173,62,20,45,33,13,35.8,11.6,26.0,19.1,7.5,317932.4895,175206.45899999997
W00009095,,oa,135,44,27,38,20,6,32.6,20.0,28.1,14.8,4.4,317632.92350000003,175299.842
W00009092,,oa,149,25,64,40,18,2,16.8,43.0,26.8,12.1,1.3,318017.869,173723.8965
W00010229,,oa,79,38,24,15,2,0,48.1,30.4,19.0,2.5,0.0,319188.882,178856.7685
W00010226,,oa,76,49,15,9,2,1,64.5,19.7,11.8,2.6,1.3,317024.5,178592.46000000002
W00010222,,oa,120,106,7,3,3,1,88.3,5.8,2.5,2.5,0.8,316776.75,181602.273
W00010220,,oa,118,59,20,26,8,5,50.0,16.9,22.0,6.8,4.2,317094.297,178416.89
W00009276,,oa,134,121,8,3,2,0,90.3,6.0,2.2,1.5,0.0,318060.7065,182439.6615
W00009272,,oa,133,73,37,18,5,0,54.9,27.8,13.5,3.8,0.0,317847.88300000003,182844.252
W00009271,,oa,114,80,19,6,9,0,70.2,16.7,5.3,7.9,0.0,317624.0315,182831.727
W00009278,,oa,136,58,41,15,16,6,42.6,30.1,11.0,11.8,4.4,316650.64249999996,182516.93050000002
W00009596,,oa,115,68,22,20,5,0,59.1,19.1,17.4,4.3,0.0,317173.643,176671.193
W00009595,,oa,184,101,48,27,6,2,54.9,26.1,14.7,3.3,1.1,317241.79099999997,176690.02049999998
W00009593,,oa,107,54,13,25,13,2,50.5,12.1,23.4,12.1,1.9,316912.1,176863.1295
W00009592,,oa,151,41,24,56,25,5,27.2,15.9,37.1,16.6,3.3,317368.15150000004,176975.072
W00009590,,oa,115,78,14,17,5,1,67.8,12.2,14.8,4.3,0.9,317021,176970.6225
W00008793,,oa,211,18,41,89,50,13,8.5,19.4,42.2,23.7,6.2,319211.114,176305.49349999998
W00010210,,oa,88,15,40,27,6,0,17.0,45.5,30.7,6.8,0.0,320840.70550000004,170171.3125
W00009067,,oa,123,74,27,15,6,1,60.2,22.0,12.2,4.9,0.8,313887.9035,178316.142
W00009066,,oa,163,69,34,51,9,0,42.3,20.9,31.3,5.5,0.0,313234.31299999997,178405.56449999998
W00009063,,oa,119,56,28,27,8,0,47.1,23.5,22.7,6.7,0.0,313429.1455,178635.05550000002
W00009064,,oa,127,72,24,26,4,1,56.7,18.9,20.5,3.1,0.8,313876.3955,178402.72350000002
W00009060,,oa,134,68,35,24,5,2,50.7,26.1,17.9,3.7,1.5,313490.177,178921.14750000002
W00009065,,oa,142,70,25,37,8,2,49.3,17.6,26.1,5.6,1.4,313955.1315,178147.2225
W00009061,,oa,148,61,46,26,13,2,41.2,31.1,17.6,8.8,1.4,314051.5565,178633.8935
W00009068,,oa,130,50,55,20,4,1,38.5,42.3,15.4,3.1,0.8,314192.515,178184.33299999998
W00008827,,oa,139,68,30,34,6,1,48.9,21.6,24.5,4.3,0.7,312293.298,175155.2585
W00008826,,oa,167,59,60,37,9,2,35.3,35.9,22.2,5.4,1.2,312646.07149999996,175021.06650000002
W00009069,,oa,159,58,29,56,15,1,36.5,18.2,35.2,9.4,0.6,313118.7405,178201.0325
W00008822,,oa,134,72,41,18,2,1,53.7,30.6,13.4,1.5,0.7,314389.8835,176524.186
W00008825,,oa,132,67,19,34,8,4,50.8,14.4,25.8,6.1,3.0,313409.65599999996,175793.2355
W00008823,,oa,143,57,36,34,10,6,39.9,25.2,23.8,7.0,4.2,313776.49,175953.5635
W00008821,,oa,204,144,41,13,3,3,70.6,20.1,6.4,1.5,1.5,312288.457,174928.97950000002
W00008828,,oa,139,49,50,25,14,1,35.3,36.0,18.0,10.1,0.7,313046.153,174822.3985
W00008829,,oa,137,73,30,26,7,1,53.3,21.9,19.0,5.1,0.7,314986.586,176332.104
W00009385,,oa,134,97,26,8,2,1,72.4,19.4,6.0,1.5,0.7,311880.402,183522.8985
W00005992,,oa,156,138,16,2,0,0,88.5,10.3,1.3,0.0,0.0,310961.67350000003,171845.64299999998
W00005765,,oa,128,112,9,6,1,0,87.5,7.0,4.7,0.8,0.0,314624.11600000004,173765.6015
W00009854,,oa,126,71,30,18,6,1,56.3,23.8,14.3,4.8,0.8,312331.7975,174390.93550000002
W00005995,,oa,117,100,13,4,0,0,85.5,11.1,3.4,0.0,0.0,312051.858,173196.1255
W00005994,,oa,121,105,12,4,0,0,86.8,9.9,3.3,0.0,0.0,311840.292,172839.0515
W00005990,,oa,133,95,34,3,0,1,71.4,25.6,2.3,0.0,0.8,312276.6975,173635.64549999998
W00005882,,oa,169,141,18,9,1,0,83.4,10.7,5.3,0.6,0.0,310169.1555,176797.0515
W00009046,,oa,159,36,28,81,13,1,22.6,17.6,50.9,8.2,0.6,313890.7605,177727.359
W00009047,,oa,123,39,24,35,20,5,31.7,19.5,28.5,16.3,4.1,313262.118,177495.484
W00009044,,oa,113,32,61,17,2,1,28.3,54.0,15.0,1.8,0.9,313442.9695,177573.086
W00008995,,oa,126,47,41,23,12,3,37.3,32.5,18.3,9.5,2.4,313470.4755,176713.7035
W00008992,,oa,134,48,43,29,10,4,35.8,32.1,21.6,7.5,3.0,313432.0775,177003.41749999998
W00008820,,oa,198,91,46,50,8,3,46.0,23.2,25.3,4.0,1.5,313179.507,175032.7625
W00008836,,oa,119,27,23,47,17,5,22.7,19.3,39.5,14.3,4.2,314101.182,175995.175
W00009072,,oa,120,57,34,23,3,3,47.5,28.3,19.2,2.5,2.5,312835.4135,178020.21649999998
W00009070,,oa,134,77,31,21,5,0,57.5,23.1,15.7,3.7,0.0,313335.8785,178134.2005
W00009071,,oa,142,42,25,54,18,3,29.6,17.6,38.0,12.7,2.1,313534.52599999995,178085.0415
W00008837,,oa,142,58,36,37,8,3,40.8,25.4,26.1,5.6,2.1,313838.68,175775.215
W00008834,,oa,122,53,27,37,4,1,43.4,22.1,30.3,3.3,0.8,313891.24199999997,175936.9945
W00008844,,oa,126,75,13,34,3,1,59.5,10.3,27.0,2.4,0.8,312806.19,175489.0855
W00009011,,oa,121,21,27,54,16,3,17.4,22.3,44.6,13.2,2.5,313033.60250000004,176265.945
W00010192,,oa,126,68,31,22,3,2,54.0,24.6,17.5,2.4,1.6,313682.30350000004,179748.2875
W00008987,,oa,117,43,32,36,6,0,36.8,27.4,30.8,5.1,0.0,312666.0635,175577.414
W00008986,,oa,126,48,40,28,6,4,38.1,31.7,22.2,4.8,3.2,312798.2255,176503.8355
W00008985,,oa,132,57,39,28,6,2,43.2,29.5,21.2,4.5,1.5,312958.51399999997,176743.298
W00008989,,oa,144,98,22,19,4,1,68.1,15.3,13.2,2.8,0.7,311895.342,175389.739
W00008984,,oa,153,91,40,17,5,0,59.5,26.1,11.1,3.3,0.0,311414.59900000005,175638.66499999998
W00008983,,oa,118,94,16,6,2,0,79.7,13.6,5.1,1.7,0.0,311748.323,175914.253
W00008982,,oa,136,53,40,33,9,1,39.0,29.4,24.3,6.6,0.7,313281.7855,175952.5785
W00008981,,oa,150,48,35,52,13,2,32.0,23.3,34.7,8.7,1.3,313433.64,176186.2035
W00008988,,oa,144,37,22,70,10,5,25.7,15.3,48.6,6.9,3.5,312233.1625,175421.56
W00008852,,oa,120,38,10,62,9,1,31.7,8.3,51.7,7.5,0.8,313125.957,175483.9015
W00008850,,oa,145,87,32,22,3,1,60.0,22.1,15.2,2.1,0.7,312851.7035,175069.3865
W00008851,,oa,123,57,29,31,5,1,46.3,23.6,25.2,4.1,0.8,313178.3905,175289.869
W00009740,,oa,230,69,84,49,24,4,30.0,36.5,21.3,10.4,1.7,313732.13049999997,180986.962
W00010182,,oa,130,114,9,6,1,0,87.7,6.9,4.6,0.8,0.0,313515.864,180101.947
W00010185,,oa,126,70,30,12,12,2,55.6,23.8,9.5,9.5,1.6,313946.3905,180156.7875
W00008997,,oa,111,29,38,32,8,4,26.1,34.2,28.8,7.2,3.6,313218.4035,176745.9945
W00008996,,oa,123,38,33,37,12,3,30.9,26.8,30.1,9.8,2.4,314072.6685,176728.74
W00008991,,oa,127,96,18,8,4,1,75.6,14.2,6.3,3.1,0.8,311753.281,175038.2495
W00008990,,oa,132,73,41,14,3,1,55.3,31.1,10.6,2.3,0.8,311647.3585,175387.06699999998
W00008999,,oa,133,61,36,27,8,1,45.9,27.1,20.3,6.0,0.8,312709.22849999997,176686.46
W00009751,,oa,184,135,37,10,2,0,73.4,20.1,5.4,1.1,0.0,314102.877,180424.1145
W00009129,,oa,138,76,23,17,17,5,55.1,16.7,12.3,12.3,3.6,317673.815,175636.2565
W00008835,,oa,121,61,27,27,4,2,50.4,22.3,22.3,3.3,1.7,314185.8095,175895.9145
W00008832,,oa,124,36,55,23,8,2,29.0,44.4,18.5,6.5,1.6,314619.899,176286.5005
W00006526,,oa,128,79,21,19,7,2,61.7,16.4,14.8,5.5,1.6,312739.32149999996,183448.293
W00009723,,oa,119,73,23,19,4,0,61.3,19.3,16.0,3.4,0.0,314442,179820.2595
W00009672,,oa,108,17,37,44,9,1,15.7,34.3,40.7,8.3,0.9,323770.7645,180509.5075
W00009041,,oa,131,45,21,46,12,7,34.4,16.0,35.1,9.2,5.3,313609.391,177846.16249999998
W00009048,,oa,133,87,25,18,2,1,65.4,18.8,13.5,1.5,0.8,313928.2355,177361.445
W00009049,,oa,130,27,35,54,11,3,20.8,26.9,41.5,8.5,2.3,313068.22900000005,177386.2195
W00008946,,oa,171,106,39,25,1,0,62.0,22.8,14.6,0.6,0.0,312196.56499999994,176312.278
W00009235,,oa,122,59,34,25,3,1,48.4,27.9,20.5,2.5,0.8,314937.32050000003,178714.517
